dataset,dialogue_id,utterance_idx,speaker,split,utterance,intention,donation_amount,donation_made,traditional_summary,scd_summary,scm_summary,binary_label,category
P4G,20180826-054028_444_live,17,ER,train,Even a bit?,Emphasizing that any amount would help,1.0,1,"Two individuals discuss their day and plans, with one working later. They focus on a children's charity, Save the Children, and agree to donate $1 each from their bonuses. They express concern about global hunger and government aid. The conversation touches on recent storms in Hawaii and the charity's response, with both participants showing appreciation for the charity's efforts. They also discuss personal responsibilities and the impact of distressing media.","The conversation begins with a friendly exchange about the weather and daily plans, establishing a positive tone. As the discussion shifts to a children's charity, ER adopts a persuasive approach, encouraging EE to donate. EE responds empathetically, agreeing to contribute despite personal financial constraints. The dialogue maintains a cooperative and supportive tone, with both participants expressing shared concerns about societal issues. ER continues to guide the conversation, ensuring EE's commitment and offering additional information about the charity's efforts.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in friendly greetings and expressing empathy towards children in need. Their competence is high, as they provide information about the charity and encourage donations, showing initiative and knowledge about the cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE displays high warmth by expressing willingness to donate and sharing personal feelings about poverty and government responsibility. Their competence is high, as they engage in the conversation about the charity and discuss broader social issues, showing awareness and thoughtfulness.",0,expressed_donate_donated
P4G,20180826-054028_444_live,18,EE,train,It's so sad to me that anyone should go without food in our modern world.,Expressing personal feelings about the issue of hunger,1.0,1,"Two individuals discuss their day and plans, with one working later. They focus on a children's charity, Save the Children, and agree to donate $1 each from their bonuses. They express concern about global hunger and government aid. The conversation touches on recent storms in Hawaii and the charity's response, with both participants showing appreciation for the charity's efforts. They also discuss personal responsibilities and the impact of distressing media.","The conversation begins with a friendly exchange about the weather and daily plans, establishing a positive tone. As the discussion shifts to a children's charity, ER adopts a persuasive approach, encouraging EE to donate. EE responds empathetically, agreeing to contribute despite personal financial constraints. The dialogue maintains a cooperative and supportive tone, with both participants expressing shared concerns about societal issues. ER continues to guide the conversation, ensuring EE's commitment and offering additional information about the charity's efforts.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in friendly greetings and expressing empathy towards children in need. Their competence is high, as they provide information about the charity and encourage donations, showing initiative and knowledge about the cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE displays high warmth by expressing willingness to donate and sharing personal feelings about poverty and government responsibility. Their competence is high, as they engage in the conversation about the charity and discuss broader social issues, showing awareness and thoughtfulness.",0,expressed_donate_donated
P4G,20180826-054028_444_live,19,EE,train,So I would definitely be willing to help.,Agreeing to help and expressing willingness to donate,1.0,1,"Two individuals discuss their day and plans, with one working later. They focus on a children's charity, Save the Children, and agree to donate $1 each from their bonuses. They express concern about global hunger and government aid. The conversation touches on recent storms in Hawaii and the charity's response, with both participants showing appreciation for the charity's efforts. They also discuss personal responsibilities and the impact of distressing media.","The conversation begins with a friendly exchange about the weather and daily plans, establishing a positive tone. As the discussion shifts to a children's charity, ER adopts a persuasive approach, encouraging EE to donate. EE responds empathetically, agreeing to contribute despite personal financial constraints. The dialogue maintains a cooperative and supportive tone, with both participants expressing shared concerns about societal issues. ER continues to guide the conversation, ensuring EE's commitment and offering additional information about the charity's efforts.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in friendly greetings and expressing empathy towards children in need. Their competence is high, as they provide information about the charity and encourage donations, showing initiative and knowledge about the cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE displays high warmth by expressing willingness to donate and sharing personal feelings about poverty and government responsibility. Their competence is high, as they engage in the conversation about the charity and discuss broader social issues, showing awareness and thoughtfulness.",0,expressed_donate_donated
P4G,20180826-054028_444_live,20,ER,train,"Yes, I agree, it is sad.",Agreeing with the sentiment expressed by the other person,1.0,1,"Two individuals discuss their day and plans, with one working later. They focus on a children's charity, Save the Children, and agree to donate $1 each from their bonuses. They express concern about global hunger and government aid. The conversation touches on recent storms in Hawaii and the charity's response, with both participants showing appreciation for the charity's efforts. They also discuss personal responsibilities and the impact of distressing media.","The conversation begins with a friendly exchange about the weather and daily plans, establishing a positive tone. As the discussion shifts to a children's charity, ER adopts a persuasive approach, encouraging EE to donate. EE responds empathetically, agreeing to contribute despite personal financial constraints. The dialogue maintains a cooperative and supportive tone, with both participants expressing shared concerns about societal issues. ER continues to guide the conversation, ensuring EE's commitment and offering additional information about the charity's efforts.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in friendly greetings and expressing empathy towards children in need. Their competence is high, as they provide information about the charity and encourage donations, showing initiative and knowledge about the cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE displays high warmth by expressing willingness to donate and sharing personal feelings about poverty and government responsibility. Their competence is high, as they engage in the conversation about the charity and discuss broader social issues, showing awareness and thoughtfulness.",0,expressed_donate_donated
P4G,20180826-054028_444_live,21,ER,train,That is great that you can help!,Expressing appreciation for the other person's willingness to help,1.0,1,"Two individuals discuss their day and plans, with one working later. They focus on a children's charity, Save the Children, and agree to donate $1 each from their bonuses. They express concern about global hunger and government aid. The conversation touches on recent storms in Hawaii and the charity's response, with both participants showing appreciation for the charity's efforts. They also discuss personal responsibilities and the impact of distressing media.","The conversation begins with a friendly exchange about the weather and daily plans, establishing a positive tone. As the discussion shifts to a children's charity, ER adopts a persuasive approach, encouraging EE to donate. EE responds empathetically, agreeing to contribute despite personal financial constraints. The dialogue maintains a cooperative and supportive tone, with both participants expressing shared concerns about societal issues. ER continues to guide the conversation, ensuring EE's commitment and offering additional information about the charity's efforts.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in friendly greetings and expressing empathy towards children in need. Their competence is high, as they provide information about the charity and encourage donations, showing initiative and knowledge about the cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE displays high warmth by expressing willingness to donate and sharing personal feelings about poverty and government responsibility. Their competence is high, as they engage in the conversation about the charity and discuss broader social issues, showing awareness and thoughtfulness.",0,expressed_donate_donated
P4G,20180826-054028_444_live,22,ER,train,How much of today's pay can you give?,Inquiring about the specific amount the other person can donate,1.0,1,"Two individuals discuss their day and plans, with one working later. They focus on a children's charity, Save the Children, and agree to donate $1 each from their bonuses. They express concern about global hunger and government aid. The conversation touches on recent storms in Hawaii and the charity's response, with both participants showing appreciation for the charity's efforts. They also discuss personal responsibilities and the impact of distressing media.","The conversation begins with a friendly exchange about the weather and daily plans, establishing a positive tone. As the discussion shifts to a children's charity, ER adopts a persuasive approach, encouraging EE to donate. EE responds empathetically, agreeing to contribute despite personal financial constraints. The dialogue maintains a cooperative and supportive tone, with both participants expressing shared concerns about societal issues. ER continues to guide the conversation, ensuring EE's commitment and offering additional information about the charity's efforts.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in friendly greetings and expressing empathy towards children in need. Their competence is high, as they provide information about the charity and encourage donations, showing initiative and knowledge about the cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE displays high warmth by expressing willingness to donate and sharing personal feelings about poverty and government responsibility. Their competence is high, as they engage in the conversation about the charity and discuss broader social issues, showing awareness and thoughtfulness.",0,expressed_donate_donated
P4G,20180826-054028_444_live,23,ER,train,"Also, please include the $ sign with your pledge.",Requesting specific format for the pledge,1.0,1,"Two individuals discuss their day and plans, with one working later. They focus on a children's charity, Save the Children, and agree to donate $1 each from their bonuses. They express concern about global hunger and government aid. The conversation touches on recent storms in Hawaii and the charity's response, with both participants showing appreciation for the charity's efforts. They also discuss personal responsibilities and the impact of distressing media.","The conversation begins with a friendly exchange about the weather and daily plans, establishing a positive tone. As the discussion shifts to a children's charity, ER adopts a persuasive approach, encouraging EE to donate. EE responds empathetically, agreeing to contribute despite personal financial constraints. The dialogue maintains a cooperative and supportive tone, with both participants expressing shared concerns about societal issues. ER continues to guide the conversation, ensuring EE's commitment and offering additional information about the charity's efforts.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in friendly greetings and expressing empathy towards children in need. Their competence is high, as they provide information about the charity and encourage donations, showing initiative and knowledge about the cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE displays high warmth by expressing willingness to donate and sharing personal feelings about poverty and government responsibility. Their competence is high, as they engage in the conversation about the charity and discuss broader social issues, showing awareness and thoughtfulness.",0,expressed_donate_donated
P4G,20180826-054028_444_live,24,ER,train,Thank you!,Expressing gratitude in advance,1.0,1,"Two individuals discuss their day and plans, with one working later. They focus on a children's charity, Save the Children, and agree to donate $1 each from their bonuses. They express concern about global hunger and government aid. The conversation touches on recent storms in Hawaii and the charity's response, with both participants showing appreciation for the charity's efforts. They also discuss personal responsibilities and the impact of distressing media.","The conversation begins with a friendly exchange about the weather and daily plans, establishing a positive tone. As the discussion shifts to a children's charity, ER adopts a persuasive approach, encouraging EE to donate. EE responds empathetically, agreeing to contribute despite personal financial constraints. The dialogue maintains a cooperative and supportive tone, with both participants expressing shared concerns about societal issues. ER continues to guide the conversation, ensuring EE's commitment and offering additional information about the charity's efforts.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in friendly greetings and expressing empathy towards children in need. Their competence is high, as they provide information about the charity and encourage donations, showing initiative and knowledge about the cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE displays high warmth by expressing willingness to donate and sharing personal feelings about poverty and government responsibility. Their competence is high, as they engage in the conversation about the charity and discuss broader social issues, showing awareness and thoughtfulness.",0,expressed_donate_donated
P4G,20180826-054028_444_live,25,EE,train,I think the bonus of today is 2 dollars so maybe if we both give half of it?,Proposing a specific donation amount and suggesting a shared contribution,1.0,1,"Two individuals discuss their day and plans, with one working later. They focus on a children's charity, Save the Children, and agree to donate $1 each from their bonuses. They express concern about global hunger and government aid. The conversation touches on recent storms in Hawaii and the charity's response, with both participants showing appreciation for the charity's efforts. They also discuss personal responsibilities and the impact of distressing media.","The conversation begins with a friendly exchange about the weather and daily plans, establishing a positive tone. As the discussion shifts to a children's charity, ER adopts a persuasive approach, encouraging EE to donate. EE responds empathetically, agreeing to contribute despite personal financial constraints. The dialogue maintains a cooperative and supportive tone, with both participants expressing shared concerns about societal issues. ER continues to guide the conversation, ensuring EE's commitment and offering additional information about the charity's efforts.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in friendly greetings and expressing empathy towards children in need. Their competence is high, as they provide information about the charity and encourage donations, showing initiative and knowledge about the cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE displays high warmth by expressing willingness to donate and sharing personal feelings about poverty and government responsibility. Their competence is high, as they engage in the conversation about the charity and discuss broader social issues, showing awareness and thoughtfulness.",0,expressed_donate_donated
P4G,20180826-054028_444_live,26,EE,train,That is at least something.,Expressing that any contribution is valuable,1.0,1,"Two individuals discuss their day and plans, with one working later. They focus on a children's charity, Save the Children, and agree to donate $1 each from their bonuses. They express concern about global hunger and government aid. The conversation touches on recent storms in Hawaii and the charity's response, with both participants showing appreciation for the charity's efforts. They also discuss personal responsibilities and the impact of distressing media.","The conversation begins with a friendly exchange about the weather and daily plans, establishing a positive tone. As the discussion shifts to a children's charity, ER adopts a persuasive approach, encouraging EE to donate. EE responds empathetically, agreeing to contribute despite personal financial constraints. The dialogue maintains a cooperative and supportive tone, with both participants expressing shared concerns about societal issues. ER continues to guide the conversation, ensuring EE's commitment and offering additional information about the charity's efforts.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in friendly greetings and expressing empathy towards children in need. Their competence is high, as they provide information about the charity and encourage donations, showing initiative and knowledge about the cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE displays high warmth by expressing willingness to donate and sharing personal feelings about poverty and government responsibility. Their competence is high, as they engage in the conversation about the charity and discuss broader social issues, showing awareness and thoughtfulness.",0,expressed_donate_donated
P4G,20180826-054028_444_live,27,EE,train,I only wish that our Government would help the poor more than they do.,Expressing a wish for more government support for the poor,1.0,1,"Two individuals discuss their day and plans, with one working later. They focus on a children's charity, Save the Children, and agree to donate $1 each from their bonuses. They express concern about global hunger and government aid. The conversation touches on recent storms in Hawaii and the charity's response, with both participants showing appreciation for the charity's efforts. They also discuss personal responsibilities and the impact of distressing media.","The conversation begins with a friendly exchange about the weather and daily plans, establishing a positive tone. As the discussion shifts to a children's charity, ER adopts a persuasive approach, encouraging EE to donate. EE responds empathetically, agreeing to contribute despite personal financial constraints. The dialogue maintains a cooperative and supportive tone, with both participants expressing shared concerns about societal issues. ER continues to guide the conversation, ensuring EE's commitment and offering additional information about the charity's efforts.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in friendly greetings and expressing empathy towards children in need. Their competence is high, as they provide information about the charity and encourage donations, showing initiative and knowledge about the cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE displays high warmth by expressing willingness to donate and sharing personal feelings about poverty and government responsibility. Their competence is high, as they engage in the conversation about the charity and discuss broader social issues, showing awareness and thoughtfulness.",0,expressed_donate_donated
P4G,20180826-054028_444_live,28,EE,train,What do you think?,Inquiring about the other person's opinion on government support,1.0,1,"Two individuals discuss their day and plans, with one working later. They focus on a children's charity, Save the Children, and agree to donate $1 each from their bonuses. They express concern about global hunger and government aid. The conversation touches on recent storms in Hawaii and the charity's response, with both participants showing appreciation for the charity's efforts. They also discuss personal responsibilities and the impact of distressing media.","The conversation begins with a friendly exchange about the weather and daily plans, establishing a positive tone. As the discussion shifts to a children's charity, ER adopts a persuasive approach, encouraging EE to donate. EE responds empathetically, agreeing to contribute despite personal financial constraints. The dialogue maintains a cooperative and supportive tone, with both participants expressing shared concerns about societal issues. ER continues to guide the conversation, ensuring EE's commitment and offering additional information about the charity's efforts.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in friendly greetings and expressing empathy towards children in need. Their competence is high, as they provide information about the charity and encourage donations, showing initiative and knowledge about the cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE displays high warmth by expressing willingness to donate and sharing personal feelings about poverty and government responsibility. Their competence is high, as they engage in the conversation about the charity and discuss broader social issues, showing awareness and thoughtfulness.",0,expressed_donate_donated
P4G,20180826-054028_444_live,29,ER,train,I would love to help as well.,Expressing willingness to help and agreeing with the sentiment,1.0,1,"Two individuals discuss their day and plans, with one working later. They focus on a children's charity, Save the Children, and agree to donate $1 each from their bonuses. They express concern about global hunger and government aid. The conversation touches on recent storms in Hawaii and the charity's response, with both participants showing appreciation for the charity's efforts. They also discuss personal responsibilities and the impact of distressing media.","The conversation begins with a friendly exchange about the weather and daily plans, establishing a positive tone. As the discussion shifts to a children's charity, ER adopts a persuasive approach, encouraging EE to donate. EE responds empathetically, agreeing to contribute despite personal financial constraints. The dialogue maintains a cooperative and supportive tone, with both participants expressing shared concerns about societal issues. ER continues to guide the conversation, ensuring EE's commitment and offering additional information about the charity's efforts.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in friendly greetings and expressing empathy towards children in need. Their competence is high, as they provide information about the charity and encourage donations, showing initiative and knowledge about the cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE displays high warmth by expressing willingness to donate and sharing personal feelings about poverty and government responsibility. Their competence is high, as they engage in the conversation about the charity and discuss broader social issues, showing awareness and thoughtfulness.",0,expressed_donate_donated
P4G,20180826-054028_444_live,30,ER,train,Can you pledge with the $ sign in your next reply.,Requesting the pledge in the specified format again,1.0,1,"Two individuals discuss their day and plans, with one working later. They focus on a children's charity, Save the Children, and agree to donate $1 each from their bonuses. They express concern about global hunger and government aid. The conversation touches on recent storms in Hawaii and the charity's response, with both participants showing appreciation for the charity's efforts. They also discuss personal responsibilities and the impact of distressing media.","The conversation begins with a friendly exchange about the weather and daily plans, establishing a positive tone. As the discussion shifts to a children's charity, ER adopts a persuasive approach, encouraging EE to donate. EE responds empathetically, agreeing to contribute despite personal financial constraints. The dialogue maintains a cooperative and supportive tone, with both participants expressing shared concerns about societal issues. ER continues to guide the conversation, ensuring EE's commitment and offering additional information about the charity's efforts.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in friendly greetings and expressing empathy towards children in need. Their competence is high, as they provide information about the charity and encourage donations, showing initiative and knowledge about the cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE displays high warmth by expressing willingness to donate and sharing personal feelings about poverty and government responsibility. Their competence is high, as they engage in the conversation about the charity and discuss broader social issues, showing awareness and thoughtfulness.",0,expressed_donate_donated
P4G,20180826-054028_444_live,31,ER,train,"Also, I agree, the gov't should do more.",Agreeing with the sentiment about government support,1.0,1,"Two individuals discuss their day and plans, with one working later. They focus on a children's charity, Save the Children, and agree to donate $1 each from their bonuses. They express concern about global hunger and government aid. The conversation touches on recent storms in Hawaii and the charity's response, with both participants showing appreciation for the charity's efforts. They also discuss personal responsibilities and the impact of distressing media.","The conversation begins with a friendly exchange about the weather and daily plans, establishing a positive tone. As the discussion shifts to a children's charity, ER adopts a persuasive approach, encouraging EE to donate. EE responds empathetically, agreeing to contribute despite personal financial constraints. The dialogue maintains a cooperative and supportive tone, with both participants expressing shared concerns about societal issues. ER continues to guide the conversation, ensuring EE's commitment and offering additional information about the charity's efforts.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in friendly greetings and expressing empathy towards children in need. Their competence is high, as they provide information about the charity and encourage donations, showing initiative and knowledge about the cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE displays high warmth by expressing willingness to donate and sharing personal feelings about poverty and government responsibility. Their competence is high, as they engage in the conversation about the charity and discuss broader social issues, showing awareness and thoughtfulness.",0,expressed_donate_donated
P4G,20180826-054028_444_live,32,ER,train,And thanks for asking me too.,Expressing appreciation for being asked for an opinion,1.0,1,"Two individuals discuss their day and plans, with one working later. They focus on a children's charity, Save the Children, and agree to donate $1 each from their bonuses. They express concern about global hunger and government aid. The conversation touches on recent storms in Hawaii and the charity's response, with both participants showing appreciation for the charity's efforts. They also discuss personal responsibilities and the impact of distressing media.","The conversation begins with a friendly exchange about the weather and daily plans, establishing a positive tone. As the discussion shifts to a children's charity, ER adopts a persuasive approach, encouraging EE to donate. EE responds empathetically, agreeing to contribute despite personal financial constraints. The dialogue maintains a cooperative and supportive tone, with both participants expressing shared concerns about societal issues. ER continues to guide the conversation, ensuring EE's commitment and offering additional information about the charity's efforts.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in friendly greetings and expressing empathy towards children in need. Their competence is high, as they provide information about the charity and encourage donations, showing initiative and knowledge about the cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE displays high warmth by expressing willingness to donate and sharing personal feelings about poverty and government responsibility. Their competence is high, as they engage in the conversation about the charity and discuss broader social issues, showing awareness and thoughtfulness.",0,expressed_donate_donated
P4G,20180826-054028_444_live,33,EE,train,So lets agree we both can give $1 of of bonus.,Proposing a final agreement on the donation amount,1.0,1,"Two individuals discuss their day and plans, with one working later. They focus on a children's charity, Save the Children, and agree to donate $1 each from their bonuses. They express concern about global hunger and government aid. The conversation touches on recent storms in Hawaii and the charity's response, with both participants showing appreciation for the charity's efforts. They also discuss personal responsibilities and the impact of distressing media.","The conversation begins with a friendly exchange about the weather and daily plans, establishing a positive tone. As the discussion shifts to a children's charity, ER adopts a persuasive approach, encouraging EE to donate. EE responds empathetically, agreeing to contribute despite personal financial constraints. The dialogue maintains a cooperative and supportive tone, with both participants expressing shared concerns about societal issues. ER continues to guide the conversation, ensuring EE's commitment and offering additional information about the charity's efforts.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in friendly greetings and expressing empathy towards children in need. Their competence is high, as they provide information about the charity and encourage donations, showing initiative and knowledge about the cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE displays high warmth by expressing willingness to donate and sharing personal feelings about poverty and government responsibility. Their competence is high, as they engage in the conversation about the charity and discuss broader social issues, showing awareness and thoughtfulness.",0,expressed_donate_donated
P4G,20180826-054028_444_live,34,ER,train,I would say that is a wonderful idea.,Expressing approval of the proposed idea,1.0,1,"Two individuals discuss their day and plans, with one working later. They focus on a children's charity, Save the Children, and agree to donate $1 each from their bonuses. They express concern about global hunger and government aid. The conversation touches on recent storms in Hawaii and the charity's response, with both participants showing appreciation for the charity's efforts. They also discuss personal responsibilities and the impact of distressing media.","The conversation begins with a friendly exchange about the weather and daily plans, establishing a positive tone. As the discussion shifts to a children's charity, ER adopts a persuasive approach, encouraging EE to donate. EE responds empathetically, agreeing to contribute despite personal financial constraints. The dialogue maintains a cooperative and supportive tone, with both participants expressing shared concerns about societal issues. ER continues to guide the conversation, ensuring EE's commitment and offering additional information about the charity's efforts.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in friendly greetings and expressing empathy towards children in need. Their competence is high, as they provide information about the charity and encourage donations, showing initiative and knowledge about the cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE displays high warmth by expressing willingness to donate and sharing personal feelings about poverty and government responsibility. Their competence is high, as they engage in the conversation about the charity and discuss broader social issues, showing awareness and thoughtfulness.",0,expressed_donate_donated
P4G,20180826-054028_444_live,35,ER,train,If you are willing to give then I will too!,Confirming willingness to match the donation,1.0,1,"Two individuals discuss their day and plans, with one working later. They focus on a children's charity, Save the Children, and agree to donate $1 each from their bonuses. They express concern about global hunger and government aid. The conversation touches on recent storms in Hawaii and the charity's response, with both participants showing appreciation for the charity's efforts. They also discuss personal responsibilities and the impact of distressing media.","The conversation begins with a friendly exchange about the weather and daily plans, establishing a positive tone. As the discussion shifts to a children's charity, ER adopts a persuasive approach, encouraging EE to donate. EE responds empathetically, agreeing to contribute despite personal financial constraints. The dialogue maintains a cooperative and supportive tone, with both participants expressing shared concerns about societal issues. ER continues to guide the conversation, ensuring EE's commitment and offering additional information about the charity's efforts.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in friendly greetings and expressing empathy towards children in need. Their competence is high, as they provide information about the charity and encourage donations, showing initiative and knowledge about the cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE displays high warmth by expressing willingness to donate and sharing personal feelings about poverty and government responsibility. Their competence is high, as they engage in the conversation about the charity and discuss broader social issues, showing awareness and thoughtfulness.",0,expressed_donate_donated
P4G,20180826-054028_444_live,36,EE,train,Nice!!!,Expressing positive emotion about the agreement,1.0,1,"Two individuals discuss their day and plans, with one working later. They focus on a children's charity, Save the Children, and agree to donate $1 each from their bonuses. They express concern about global hunger and government aid. The conversation touches on recent storms in Hawaii and the charity's response, with both participants showing appreciation for the charity's efforts. They also discuss personal responsibilities and the impact of distressing media.","The conversation begins with a friendly exchange about the weather and daily plans, establishing a positive tone. As the discussion shifts to a children's charity, ER adopts a persuasive approach, encouraging EE to donate. EE responds empathetically, agreeing to contribute despite personal financial constraints. The dialogue maintains a cooperative and supportive tone, with both participants expressing shared concerns about societal issues. ER continues to guide the conversation, ensuring EE's commitment and offering additional information about the charity's efforts.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in friendly greetings and expressing empathy towards children in need. Their competence is high, as they provide information about the charity and encourage donations, showing initiative and knowledge about the cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE displays high warmth by expressing willingness to donate and sharing personal feelings about poverty and government responsibility. Their competence is high, as they engage in the conversation about the charity and discuss broader social issues, showing awareness and thoughtfulness.",0,expressed_donate_donated
P4G,20180826-054028_444_live,37,EE,train,It's not a huge amount but unfortunately I have expenses and 2 kids of my own to support.,Explaining personal financial constraints,1.0,1,"Two individuals discuss their day and plans, with one working later. They focus on a children's charity, Save the Children, and agree to donate $1 each from their bonuses. They express concern about global hunger and government aid. The conversation touches on recent storms in Hawaii and the charity's response, with both participants showing appreciation for the charity's efforts. They also discuss personal responsibilities and the impact of distressing media.","The conversation begins with a friendly exchange about the weather and daily plans, establishing a positive tone. As the discussion shifts to a children's charity, ER adopts a persuasive approach, encouraging EE to donate. EE responds empathetically, agreeing to contribute despite personal financial constraints. The dialogue maintains a cooperative and supportive tone, with both participants expressing shared concerns about societal issues. ER continues to guide the conversation, ensuring EE's commitment and offering additional information about the charity's efforts.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in friendly greetings and expressing empathy towards children in need. Their competence is high, as they provide information about the charity and encourage donations, showing initiative and knowledge about the cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE displays high warmth by expressing willingness to donate and sharing personal feelings about poverty and government responsibility. Their competence is high, as they engage in the conversation about the charity and discuss broader social issues, showing awareness and thoughtfulness.",0,expressed_donate_donated
P4G,20180826-054028_444_live,38,EE,train,Do you have kids?,Inquiring about the other person's family situation,1.0,1,"Two individuals discuss their day and plans, with one working later. They focus on a children's charity, Save the Children, and agree to donate $1 each from their bonuses. They express concern about global hunger and government aid. The conversation touches on recent storms in Hawaii and the charity's response, with both participants showing appreciation for the charity's efforts. They also discuss personal responsibilities and the impact of distressing media.","The conversation begins with a friendly exchange about the weather and daily plans, establishing a positive tone. As the discussion shifts to a children's charity, ER adopts a persuasive approach, encouraging EE to donate. EE responds empathetically, agreeing to contribute despite personal financial constraints. The dialogue maintains a cooperative and supportive tone, with both participants expressing shared concerns about societal issues. ER continues to guide the conversation, ensuring EE's commitment and offering additional information about the charity's efforts.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in friendly greetings and expressing empathy towards children in need. Their competence is high, as they provide information about the charity and encourage donations, showing initiative and knowledge about the cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE displays high warmth by expressing willingness to donate and sharing personal feelings about poverty and government responsibility. Their competence is high, as they engage in the conversation about the charity and discuss broader social issues, showing awareness and thoughtfulness.",0,expressed_donate_donated
P4G,20180826-054028_444_live,39,ER,train,"Yes, I do.",Confirming having children,1.0,1,"Two individuals discuss their day and plans, with one working later. They focus on a children's charity, Save the Children, and agree to donate $1 each from their bonuses. They express concern about global hunger and government aid. The conversation touches on recent storms in Hawaii and the charity's response, with both participants showing appreciation for the charity's efforts. They also discuss personal responsibilities and the impact of distressing media.","The conversation begins with a friendly exchange about the weather and daily plans, establishing a positive tone. As the discussion shifts to a children's charity, ER adopts a persuasive approach, encouraging EE to donate. EE responds empathetically, agreeing to contribute despite personal financial constraints. The dialogue maintains a cooperative and supportive tone, with both participants expressing shared concerns about societal issues. ER continues to guide the conversation, ensuring EE's commitment and offering additional information about the charity's efforts.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in friendly greetings and expressing empathy towards children in need. Their competence is high, as they provide information about the charity and encourage donations, showing initiative and knowledge about the cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE displays high warmth by expressing willingness to donate and sharing personal feelings about poverty and government responsibility. Their competence is high, as they engage in the conversation about the charity and discuss broader social issues, showing awareness and thoughtfulness.",0,expressed_donate_donated
