dialogue_id,turn_id,utterance_idx,speaker,utterance,personal_attack,gpt-4o_speaker_intention
330374968.13787.13789,330376449.13927.13929,1,S_1," F-22, besides wiki_link, are you talking about external_link by Kiac? If not, exactly what'' are you referring to?",0,The speaker intends to seek clarification on what the other person is referring to  specifically asking if they are talking about a particular external link.
330510349.3683.3683,330510349.3694.3683,0,S_0," Um...did you even bother to read the article before you deleted it? (I've seen delete-happy admins before, but this is ridiculous.)
And, yes, ""Ready 'N Steady"" is significant, in my view. It's the only record (out of tens of thousands) that Joel Whitburn's never been able to find, making it practically a folk legend in record-collecting circles. It's worthy of inclusion; it's certainly not worthy of being deleted 30 seconds after I wrote it, before anyone's even seen it. (What happened to AfD procedures? Or do admins get to delete anything they want now?)",0,The speaker intends to express frustration and challenge the decision to delete the article  emphasizing the significance of the record and questioning the deletion process.
330510349.3683.3683,330513123.4087.4087,1,S_1," Sure I read it, and determined that it met the wiki_link criteria, since the artist in question doesn't have an article, and the deleted article itself even stated the recording itself is not known to exist. This isn't about being a ""delete-happy"" admin...the article just doesn't meet any criteria for inclusion. If you think otherwise, please provide references to show its notability. I'm easy. I've re-nominated wiki_link for deletion under the same criteria. Let's see what someone else thinks.",0,The speaker intends to justify the deletion decision by explaining the criteria for inclusion and inviting further evidence of notability.
330510349.3683.3683,330513631.4136.4136,2,S_0," Well, of course the artist doesn't have an article  the record may not even exist! As far as references, I have included them in this article.",0,The speaker intends to acknowledge the lack of an article for the artist and assert that references were provided in the article.
330612945.15042.15042,330612945.15052.15042,0,S_0," Hi, would you be able to help me with the history section of wiki_link? A reviewer from the wiki_link said it needs a good copyedit and has a ""factoid"" effect. Thank you,",0,The speaker intends to request assistance with the history section of wiki_link and seeks a copyedit to address feedback from a reviewer.
330612945.15042.15042,330900300.15153.15153,1,S_1," Greetings, Ctjf83. I am booked until next week and am not a very good writer. I can try to take a look on Monday or Tuesday. -",0,The speaker intends to inform the requester of their current unavailability and limited writing skills  while offering to help at a later date.
330980885.2806.2806,330980885.2816.2806,0,S_0, Please undo your close of wiki_link. This was done more than a day early. &,0,The speaker intends to request the reopening of a closed discussion  believing it was closed prematurely.
330980885.2806.2806,330982416.2869.2869,1,S_1, Do you imagine wiki_link is shifting in that discussion?,0,The speaker intends to question whether there is a change in consensus in the discussion.
330980885.2806.2806,331001018.2869.2869,2,S_0," Do you imagine wiki_link is shifting in that discussion?    #
:""The discussion lasts at least seven full days; afterwards, pages are deleted by an administrator if there is consensus to do so."" That's deletion policy. Sure, we can close earlier for a good reason, but you just seemed to be jumping the gun on those two closes. Impatience isn't a good reason to close early. &",0,The speaker intends to reiterate the question about consensus and provide an explanation of the deletion policy to justify their request.
331148644.595.595,331148644.616.595,0,S_0,Do you really think external_link is appropriate? ,0,The speaker is questioning the appropriateness of the external link  seeking the other person's opinion or justification.
331148644.595.595,331148887.642.642,1,S_1,"*Entirely, are you going to give me a civility or NPA warning? ",0,The speaker is expressing confidence in their stance and is questioning whether the other person intends to issue a warning.
331148644.595.595,331149263.669.669,2,S_0,"*Nope, what would be the point? I just wondered if you felt that kind of language to be appropriate, and apparently you do. ",0,The speaker is clarifying that they do not intend to issue a warning and is expressing curiosity about the other person's perspective on language appropriateness.
33128995.5275.5275,33128995.5296.5275,0,S_0,I even went to the CPC website and I couldn't figure out what they believe in. From what I saw they looked exactly like the Liberal party. Could somebody please explain how they differ? Why was this deleted from the article in the first place? ,0,The speaker seeks clarification on the differences between the CPC and the Liberal party and questions the removal of relevant information from an article.
33128995.5275.5275,33160018.5392.5392,1,S_1,*. Stephen Harper has also had a policy per day announcement each day during the election. ,0,The speaker intends to provide information about Stephen Harper's policy announcements during the election.
331383074.15202.15202,331383074.15230.15202,0,S_0,"(You recently wrote that in an AN thread) You may also be interested in wiki_link guidelines, which seem to have a rather to broad prohibition on wiki_links. I've recently external_link, but probably more tweaking is needed as there's no obvious distinction between a threat and a warning of that kind (not if using the dictionary meaning of the words). ",0,The speaker intends to inform S_1 about the guidelines and express uncertainty about the distinction between a threat and a warning.
331383074.15202.15202,331435296.15382.15382,1,S_1," A certain amount of context and common sense is required to interpret The Rules of Wikipedia.  We ought to avoid getting too detailed in the explanations because no matter how much we specify, those who lack social skills can try to lawyer The Rules to their advantage. Indeed, the more complex The Rules, the more opportunities for remonstration.  Such gauche behavior typically results in shunning, a befitting outcome.  Thus, it is simpler to keep The Rules concise, and let social pressure do the rest. ",0,The speaker intends to convey the importance of context and common sense in interpreting Wikipedia's rules and advocate for keeping the rules concise.
331383074.15202.15202,331498693.13054.13054,2,S_2,"Riding by on my white horse (ponderin' that musical -) thought I'd wish you the best of luck in the countin' ... and mention something I think you may have said something about yourself recently ... for instance  external_link at ANI ... caused by one of those critters who hang around saloons stirring up crap and drawin' it out. You might recognize one of the names in that blue-locked result ... begins with a P. Not, me, the other one. LoL Cheers, pardner. :::PS, external_link. (Pretty cool timing, added it just before the lock. -) ",0,The speaker intends to offer good luck to S_0  share a personal observation  and make a humorous remark about a situation involving external links.
331383074.15202.15202,331593506.12969.12969,3,S_0," Proofreader77, you wiki_link. Sorry, Jehochman, that this troll followed my contribs to your talk page on a completely unrelated matter. ",0,The speaker intends to apologize to Jehochman for the actions of a troll and acknowledge Proofreader77.
331688351.9969.9969,331688351.9977.9969,0,S_0,Does anybody want to lay odds on me getting less than 25% support in the current ArbCom election? ,0,The speaker is seeking opinions or predictions about their chances of receiving less than 25% support in the ArbCom election.
331688351.9969.9969,331689111.10015.10015,1,S_1,Are you counting the Chinese socks I bought you? -) ,0,The speaker is making a humorous remark about potential vote manipulation involving Chinese socks.
331688351.9969.9969,331689289.10038.10038,2,S_0,"Including any sort of undiscovered vote stacking, but excluding any disallowed votes.  The results as published and verified. ",0,The speaker is clarifying the conditions under which they are considering the election results.
331688351.9969.9969,331690655.10080.10080,3,S_2, I'll make the market 35%-40%. ,0,The speaker is offering their prediction on the speaker's election support percentage.
331688351.9969.9969,331694126.10101.10101,4,S_1,"I was thinking 35-45% ... but given secret ballots, could be 85-95% ;-) Payoff via paypal? -) ",0,The speaker is providing their own prediction and humorously suggesting a high percentage due to secret ballots  while also joking about a potential payoff method.
331688351.9969.9969,331706007.10150.10150,5,S_3,"You'll do better than you think, but if I'm being honest, I don't think you'll be elected. If you want a post-mortem: I'd be kind of shocked if very many people put a lot of stock in what FT2 or Elonka had to say. I know I didn't. On the other hand, just the fact that someone gets dragged down into the muck is usually enough to rob them of the dignity that people subconsciously (or consciously) expect from an Arb. On the other hand, you can start working on a userbox that says: ""Don't blame me - I voted for Jehochman."" P '''''' ",0,The speaker is offering a candid opinion on the speaker's election prospects and reflecting on the impact of negative campaigning  while also suggesting a humorous userbox idea.
331688351.9969.9969,331707943.10400.10400,6,S_0,Thanks for that.  I seem to get a lot done as as a free agent. Perhaps it is best to keep operating that way. Committees are inherently slow and indecisive. ,0,The speaker is expressing gratitude and reflecting on their effectiveness as an independent operator  suggesting a preference for not being part of a committee.
331688351.9969.9969,331710411.10471.10471,7,S_3,"Believe me, the day I decided that I no longer wanted to run in any kind of election on Wikipedia ever again was a very freeing moment. '''''' ",0,The speaker is sharing a personal experience about the relief of deciding not to run in elections again.
331688351.9969.9969,331733592.10541.10541,8,S_1,"I remember thinking previously that MastCell was pretty damn smart. Just confirmed. -) And, yep, I want one of those userboxes. Amen. ",0,The speaker is complimenting another participant and expressing agreement with the idea of a humorous userbox.
331688351.9969.9969,331816946.10600.10600,9,S_2,. ,0,The speaker is making a non-verbal contribution  possibly indicating agreement or acknowledgment.
331688351.9969.9969,331818100.10602.10602,10,S_0,[OUTDENT: 0] I look so...reasonable in that picture. ,0,The speaker is commenting on their appearance in a picture  possibly with a hint of self-deprecation.
334352973.10403.10403,334352973.10413.10403,0,S_0,"Why did you revert my changes on those Alternative Color Templates for NFL teams? I made those to actually have ''alternative'' colors for those teams, because right now, the actual and the alternative colors are the same for a number of teams. ",0,The speaker intends to question the reason behind the reversion of their changes and to justify their edits by explaining the purpose of having alternative colors.
334352973.10403.10403,334376612.10505.10505,1,S_1,Some of them just don't look good.►,0,The speaker intends to express their opinion that some of the changes do not look good  implying a justification for reverting them.
334352973.10403.10403,334607301.10534.10534,2,S_0,"You currently appear to be engaged in an '''wiki_link'''. Note that the wiki_link prohibits making more than three reversions on a single page within a 24-hour period. Additionally, users who perform several reversions in content disputes may be blocked for edit warring even if they do not technically violate the wiki_link. When in dispute with another editor you should first try to wiki_link to work towards wording and content that gains a wiki_link among editors. Should that prove unsuccessful, you are encouraged to seek wiki_link, and in some cases it may be appropriate to request wiki_link. Please stop the disruption, otherwise '''you may be wiki_link from editing'''. ",0,The speaker intends to warn the other party about the rules regarding edit reversions and the potential consequences of continued disruptive behavior  while also suggesting a collaborative approach to resolve the dispute.
33441878.11516.11516,33441878.11535.11516,0,S_0,"I need to explain to you why I did the thing. 1. the image i switched it the mushroom cloud and put the broken house down there 2. the nuclear attack caused great damage not considering what might've happened if the allies attacked japan. I'm not talking about the consequences of the allies attack on japan, just the nuclear attack and what it did. stop confusing the too. 3. I don't understand why and what you don't understand from the nuclear radiation issue, most all of the deaths 99% were caused by nuclear radiation, in other words, nuclear genes and stuff coming into the human genes and altering them forever and that's why many died (the severe) ones for the oncoming years and it was gradually decreased and disappeard i suppose. Also look at Chernobyl if you are not really familiar with nuclear atomic bomb and radiation. Atomic bomb doesn't really kill that much without radiation!. Explain your position coherently and then we can talk. Thanks ",0,The speaker intends to clarify their perspective on the impact of nuclear attacks  specifically focusing on the effects of nuclear radiation and its long-term consequences  and requests the other person to explain their position coherently for further discussion.
33441878.11516.11516,33444048.11898.11898,1,S_1," reply to 67.190.113.165: Unfortunately, your remarks here and in your ""edit summary"" comments on the article page are pretty much incomprehensible. You might want to hold off from contributing edits until your command of English is better. ",0,The speaker intends to criticize the previous speaker's communication skills  suggesting that their remarks are incomprehensible and advising them to improve their English before contributing further.
334490665.47054.47054,334490665.47064.47054,0,S_0,"Re the AfD, the easiest way is to delete the cut/paste created article under wiki_link, and move the old title to the new title, thus ensuring the history is kept. Let me know if you are agreeable to this and I'll do the honours. The AfD can then be procedurally closed. ",0,The speaker intends to propose a solution for handling the article deletion and movement while ensuring the history is preserved.
334490665.47054.47054,334491322.47190.47190,1,S_1,"I think we should resolve the issue of the actual name first. All evidence says that the airport's name has not changed, so there shouldn't be much to do by way of history. As it is, the new article (with the word ""international"" in it) was simply a copy-paste job from the old one. No history at all to worry about! Thanks for your suggestion though; I'll keep it in mind in future. ",0,The speaker intends to express a concern about resolving the issue of the airport's name and to acknowledge the suggestion while indicating a preference for a different approach.
334490665.47054.47054,334492307.47357.47357,2,S_0,"According to Rotorua District Council (& they should know!), the airport is now external_link. ",0,The speaker intends to provide evidence from a credible source to support the claim that the airport's name has changed.
334577218.13132.13132,334577218.13140.13132,0,S_0,"Hello. The ''wiki_link'' said one hour ago, ""The link between Mr. Abdulmuttalab and Yemeni extremists is still tenuous."" and ""It is still unclear if his claimed links with Al Qaeda-affiliated extremists in the country are genuine."" and ""But the possible link further stoked concerns about terrorism in Yemen."" When I woke up this morning, this article had been tranformed into speculation. I am thinking about sending this article to request for comments because I am unable to stay up 24 hours a day for a week. Comments? - ",0,The speaker intends to express concern about the transformation of an article and seeks feedback on whether to request comments due to their inability to monitor the article continuously.
334577218.13132.13132,334583696.13347.13347,1,S_1,"The article is one of the most visible articles now, so no need to request the attention of more eyes. ""because I am unable to stay up 24 hours a day for a week."" you may have a legitimate concern but this sounds like wiki_link. ",0,The speaker intends to reassure S_0 that the article is already visible and suggests that S_0's concern may be exaggerated.
334577218.13132.13132,334584699.13451.13451,2,S_0,"Yes I know I do not wiki_link. Good thinking, I will skip request for comments for the moment. But it is alarming. Thank you for your reply. - ",0,The speaker intends to acknowledge S_1's point and decides to hold off on requesting comments  while expressing continued concern and gratitude.
334577218.13132.13132,334591889.13549.13549,3,S_2,"There's been some concern about POV-pushing here, and I think that SusanLesch is just trying to say that there is indeed some speculation in the article, which I agree about. However, I don't think that it's serious enough to bother provoking another argument as before, because it ends up being a matter of source interpretation. Now, if it gets to the point of blatant misinformation, I'd remove that immediately. ",0,The speaker intends to acknowledge the presence of speculation in the article and express agreement  while suggesting that it is not severe enough to warrant further conflict unless it becomes misinformation.
334577218.13132.13132,334600892.13709.13709,4,S_3,"I likewise am concerned by edits such as external_link right now, in which pertinent information to the effect that the suspect told his parents he intended to remain in Yemen was deleted. ",0,The speaker intends to express concern about the deletion of pertinent information from the article and highlight a specific example.
334577218.13132.13132,334601424.13786.13786,5,S_0,"Epeefleche, that paragraph says ""Yemen"" three times, with the word ending three of four sentences. I tried to reduce that repetition. - ",0,The speaker intends to justify their editing decision by explaining the reason for reducing repetition in the article.
334586852.16024.16024,334586852.16038.16024,0,S_0," Susan, did u look at  ?",0,The speaker intends to inquire if Susan has looked at something  possibly expecting a response or confirmation.
334586852.16024.16024,334587549.16052.16052,1,S_1," If anyone was wondering what my IP address is, you can check the log. I expect that Huik01 will be blocked by the time I post this. -",0,The speaker intends to inform others about the availability of their IP address in the log and expresses an expectation that a user (Huik01) will be blocked soon.
334586945.13521.13521,334586945.13529.13521,0,S_0,Hi. Every source said that Abdulmutallab attended wiki_link until last night when the ''wiki_link'' said external_link that his degree is from wiki_link. Maybe they will correct that. - ,0,The speaker intends to share information about Abdulmutallab's educational background and express uncertainty about the accuracy of the information.
334586945.13521.13521,334587094.13622.13622,1,S_1,"Yes, wiki_link, came to America on rice? ",0,The speaker intends to confirm or question the information about Abdulmutallab's arrival in America  possibly with a hint of skepticism or sarcasm.
334586945.13521.13521,334588085.13645.13645,2,S_0,Huik01 spammed my talk page. - ,0,The speaker intends to inform the other person about an incident of spamming on their talk page.
335630795.5362.5362,335630795.5378.5362,0,S_0,Not sure where this best belongs... . ,0,The speaker is uncertain about the appropriate placement of the content.
335630795.5362.5362,335633064.5393.5393,1,S_1,I have put it in the history section at the end. see:wiki_link ,0,The speaker intends to inform about the action taken by placing the content in the history section.
335630795.5362.5362,335649480.5428.5428,2,S_2,It shouldn't go anywhere in the article. See wiki_link. ,0,The speaker intends to express disagreement with the inclusion of the content in the article.
335630795.5362.5362,335739553.5459.5459,3,S_1,However it has caused considerable change to the layout of the town centre and must surely warrant mention. ,0,The speaker intends to justify the inclusion of the content by highlighting its impact on the town centre.
335630795.5362.5362,335783222.5499.5499,4,S_3,"Eh? ""considerable change to the layout of the town centre"" - no it hasn't. A (small and insignificant) building has gone. (And presumably construction work will occur at some point to replace the lost building on that corner.) ",0,The speaker intends to challenge the claim of considerable change by downplaying the impact.
335630795.5362.5362,335844617.5591.5591,5,S_1,"Demolished a corner of the Shrewsbury Hotel? Blown out windows in Theatre Severn, Morris's, SSFC, Rowleys House and lots more buildings, even being felt from Monkmoor? ",0,The speaker intends to provide evidence of the impact to support their claim.
335630795.5362.5362,335845488.5656.5656,6,S_3,"Yeah, so how's that a ""considerable change to the layout of the town centre""? ",0,The speaker intends to question the significance of the impact described by S_1.
336219752.15629.15629,336219752.15641.15629,0,S_0,I post some interesting source on Hunzakuts being related to Hungarians. Would any one kindly help me on this please. ,0,The speaker seeks assistance and validation for their claim about the relationship between Hunzakuts and Hungarians.
336219752.15629.15629,336313778.15683.15683,1,S_1,"It's called pseudoscience, and it has no place in an encyclopedia. You could just as well say that the people of wiki_link and wiki_link are related to Hungarians because those names start with ""hun"" too. ",0,The speaker intends to dismiss the claim as pseudoscience and provide a counterargument to the speaker's assertion.
336323359.6050.6050,336323359.6060.6050,0,S_0,"Given the scope of the actions taken by this organization that are described in this article, I think we really need to examine the statement that this focus of this group is ""Marine Conservation"". Most of the actions described in this article seem to be the actions of pirates and/or terrorists, not actions taken by a conservation group. Given that this group now has a television series, I'm left wondering if the focus of this group isnt really profiteering. Could we consider changing the stated focus of this group from ""Marine Conservation"" to something else as marine conservation does not involve the destruction of property, the violation of Maritime Law, throwing toxic/caustic compounds into the sea or sinking/scuttling ships? I'm left wondering how much damage to the marine environment they've caused with each ship that they've scuttled as described in this article. Perhaps at the very least their focus should be changed to ""debated"". ",0,The speaker intends to question the true focus and intentions of the organization described in the article  suggesting that their actions are more aligned with piracy or terrorism rather than marine conservation.
336323359.6050.6050,336390229.6771.6771,1,S_1,Your comment would make a bit of sense if you could point out any similar activities that they are directing against people who cannot reasonably be perceived as doing severe damage to the environment. As it is you are arguing like someone who says that the police can't be described as keeping up order because they use violence. ,0,The speaker intends to challenge S_0's argument by suggesting that the organization's actions are justified if they are directed against those causing severe environmental damage  drawing a parallel to police using violence to maintain order.
336323359.6050.6050,336391330.6892.6892,2,S_2,"They don't have the mandate that police have. Regardless of their tactics, their goal ''is'' protecting marine wildlife. wiki_link might work in addition to marine conservation. I can't see any reason to remove it altogether though. ",0,The speaker intends to clarify that the organization does not have the same authority as the police but maintains that their goal is to protect marine wildlife  suggesting an additional descriptor rather than removing the marine conservation label.
336425981.26651.26651,336425981.26663.26651,0,S_0,"The ""conceptual model"" in the article is a wiki_link. If everybody can produce everything, there is not anymore any need for exchange and concepts like value and the whole labor theory of value are superfluous. Only from a capitalist point of view it makes sense to evaluate products in terms of labour needed to produce them. If products are not exchanged according to their labour value (or production price at a higher stage of analysis) one capitalist gets cheated to the benefit of the other one, and will sooner or later learn to exchange on an equal value basis or drop out of the market. ",0,The speaker intends to critique the concept of labor value in a capitalist economy and argue that if everyone can produce everything  the need for exchange and labor value becomes irrelevant.
336425981.26651.26651,337159405.26894.26894,1,S_1,"I'm not sure what your objection is. Your initial statement is false: ""If everybody can produce everything, there is not anymore any need for exchange"".  This raises the scenario of what capitalist economists call ""comparative advantage"". I am a pig farmer, but I could grow potatoes. There is still need for exchange because, for economic reasons, I choose to concentrate on pigs. Others concentrate on potatoes. On this basis there is exchange. ",0,The speaker intends to challenge S_0's statement by introducing the concept of comparative advantage  suggesting that even if everyone can produce everything  exchange is still necessary due to specialization.
336425981.26651.26651,337679458.27058.27058,2,S_0,"Exchange yes, but not on the basis of labour values. As a pig farmer you need a lot of labour to produce potatoes. You will be prepared to give away pigs produced in three hours to get potatotes produced by the potato grower in two hours because you yourself would need five hours to produce these potatoes. So where is the labour theory of value? ",0,The speaker intends to argue that exchange does not necessarily occur based on labor values  using the example of a pig farmer and potato grower to illustrate their point.
336425981.26651.26651,337851197.27195.27195,3,S_1,"Implicit in the LTV is the notion of what Marx calls ""socially necessary labour"", i.e., the amount of labour time ''generally'' used.  If someone can produce something with less labour they make an extra profit; if they use more, they are uncompetitive.  As Marx says, a lazy, incompetent, or otherwise inefficient worker does not produce more value.  But even if you ignore this point, there can still be exchange based on comparative labour amounts.  In order to take advantage of economies of scale, or merely based on whim or tradition, a farmer might concentrate on raising pigs, and exchange the excess for potatoes.  In a traditional peasant economy, in fact, it is the surplus that is traded, not the bulk of produce.  At a given time, a peasant might have an excess of pigs and a deficiency of potatoes (or turnips, to be more historically accurate).  He then exchanges the excess, knowing full well the relative labour values, because he produces both products himself. ",0,"The speaker intends to explain the concept of ""socially necessary labour"" within the labor theory of value and argue that exchange can still be based on comparative labor amounts  even if not directly on labor values."
336425981.26651.26651,337976995.27195.27195,4,S_2,"Frank can take about 3 hours to dig up 100lbs of spuds.  John can do it in 2.4.  Old Harry does it in 5hrs.  You can do it in 3.5.  You have a rough idea of how long it takes, how much effort it would be to do it yourself, and if you buy them from Frank and he demands goods it would take you 6 hours to produce, you'd either go to someone else, or do it yourself. ",0,The speaker intends to provide a practical example of how individuals assess labor time and effort in exchange situations  suggesting that people will choose the most efficient option.
336425981.26651.26651,338748233.27748.27748,5,S_0,"""..., or do it yourself."" That is my point: If you can do it yourself, why exchange? The same is true if only the surplus is traded. Who cares much about exchange values, it it is just a give away of superfluous things? ",0,The speaker intends to question the necessity of exchange if individuals can produce goods themselves  especially when only surplus goods are traded.
336425981.26651.26651,339460029.27884.27884,6,S_1,"I think the answer to that is obvious.  Perhaps I need another example: you spend all day fishing, I spend all day hunting a deer.  I have no wish to eat only venison for the next fortnight, so I exchange half of my venison for half of your fish.  You ask why I didn't just hunt for half a deer for half a day....??? ",0,The speaker intends to provide a counterexample to S_0's argument  illustrating a scenario where exchange is beneficial despite the ability to produce goods independently.
336553167.12996.13006,336553167.13006.13006,0,S_0," While creating the article on the wiki_link, I discovered something quite interesting. Google Books doesn't reveal all the sources. Take a look at the results from a Google Books search for ""American Journal of Physical Anthropology"", external_link Note that it says there are 2,210 of them. But if you scroll to the next page, it cuts off at 14! So how does one find the kind of sources I used to demonstrate notability of the AJPA without resorting to the claim that because some indexing service or another lists it, it must be notable? Be seaching with an additional word, for example external_link or external_link, or with the founder's name. This opens up the Google results somehow. I hope this offers some hope that journals can conform to ordinary wiki_link policy in future. If anybody has a journal which they think should have wiki_link but couldn't find any, let me know here so I can look into it.",0,The speaker intends to share an observation about the limitations of Google Books search results and provide a method to find more sources.
336553167.12996.13006,336571130.13415.13415,1,S_1," All Google services do that all the time. Try to search for, say, external_link in Google. It claims that there are ""about 46,600"" hits. Actually if you go to the 2nd page, you'll see that there are only 17 hits. With ""omitted results included"", you'll get 20. The figure 46,600 is just a wild guess, with little connection to the reality; just ignore it. —",0,The speaker intends to express skepticism about the accuracy of Google's reported search results and suggests ignoring them.
336583083.8382.8382,336583083.8400.8382,0,S_0,"Appears that there is now doubt the Ady Gill has Sunk! Quoting  86.139.39.189 "" appears to be a tacit admission of abandonment and perhaps assumption of sinking"" .. ""The most recent news I can find is from one hour ago, and again notes the vessel as abandoned but not sunk - "" '''  ''' ",0,The speaker intends to share information and express uncertainty about the status of the Ady Gill  while quoting another source to support their statement.
336583083.8382.8382,336585536.8524.8524,1,S_1,All sources in the last hour say it has sunk. ,0,The speaker intends to assert that the Ady Gill has indeed sunk  based on recent sources.
336583083.8382.8382,336587304.8686.8686,2,S_0,Farewell ''Ady Gill ''! Channel 9 News Sydney concurs that it HAS sunk! (& please sign your posts!) '''  ''' ,0,The speaker intends to confirm the sinking of the Ady Gill with additional evidence from Channel 9 News Sydney and remind the other speaker to sign their posts.
336595255.8284.8284,336595255.8295.8284,0,S_0,"I don't want to have to fill out all the forms in triplicate so could you blacklist uniteagainstfascism.org.uk please? It's a spoof website (the real one is at [EXTERNA_LINK: http://www.uaf.org.uk/]) being repeatedly inserted into the article. Article is currently semi-protected which will solve the problem for a while, but the link serves no useful purpose. Thanks. '''' ",0,The speaker intends to request action to blacklist a specific website to prevent unnecessary work and maintain article integrity.
336595255.8284.8284,336598509.8443.8443,1,S_1,* It's not currently linked anywhere. What's the issue?  () ,0,The speaker intends to seek clarification on the issue by questioning the current status of the link.
336604908.8548.8548,336604908.8572.8548,0,S_0,Please see AN discussion. I await your response. ,0,The speaker intends to prompt the other person to review a discussion and provide a response.
336604908.8548.8548,336610738.8590.8590,1,S_1,* Thanks for reinforcing my belief that lifting this ban is a bad idea. We're done here.  () ,0,The speaker intends to express gratitude sarcastically and conclude the conversation  indicating disagreement.
336604908.8548.8548,336610984.8632.8632,2,S_0,"Yep, that's about all it is. Your personal '''belief'''. See updated discussion on AN. ",0,The speaker intends to dismiss the other person's belief as merely personal and redirect them to an updated discussion.
336792863.10323.10323,336792863.10337.10323,0,S_0,Thank you for your kind reminder that the GW article is under article probation. I wonder if you could let be know whether this probation applies equally to AGW believers and AGW sceptics.  I notice that the greatest contributor to the section 'Climate history destroyed' after the archiving is yourself. I presume that it is my contribution to this section that prompted your message. ,0,The speaker seeks clarification on whether the article probation applies equally to all contributors and implies concern about potential bias.
336792863.10323.10323,336793878.10472.10472,1,S_1," It applies to all editors.  As I've noticed you around editing on global warming matters I thought I'd notify you, as I've notified other editors who in my estimation might not know of the probation or might not be aware that it applies to a particular article they have edited. ",0,The speaker intends to inform S_0 that the probation applies to all editors and explains the reason for notifying S_0.
336792863.10323.10323,336815722.10584.10584,2,S_0,So it is just a global warning. ,0,The speaker acknowledges the explanation and implies understanding that the probation is a general warning.
336792863.10323.10323,336935299.10680.10680,3,S_2,"Yep, TS has been doing a commendable job making sure that everyone is aware of the probation and logging it in wiki_link. So TS - consider yourself commended. - ",0,The speaker intends to commend TS for their efforts in ensuring awareness of the probation among editors.
336792863.10323.10323,337023912.10767.10767,4,S_3,"I'm OK with you re-factoring my TalkPage, but if you're going to do that, I think I should insist you put a stop to the re-factoring that goes on at other TalkPages, much of which reflects really badly on the articles where it's going on. ",0,The speaker expresses a desire for consistency in the re-factoring of TalkPages and implies dissatisfaction with current practices.
336871240.3829.3829,336871240.3855.3829,0,S_0, ... so I won't bother. I'll simply say that the quality of your writing has become exceptional over the last year or so.,0,The speaker intends to compliment S_1 on the improvement in their writing quality.
336871240.3829.3829,336873764.4061.4061,1,S_1," Thanks, its mostly from watching you tear my articles to bits )  I must say my involvement with Wikipedia has had some quite positive effects.  One of which, that might become the most important, is the serious consideration I'm now giving to moving away from television into teaching [children].  For that, however, I need to look at a degree.  I only have decent GCSEs and a National Diploma. Also, I'd planned to get  up and running today, but a burst water pipe put paid to that!",0,The speaker intends to express gratitude for the compliment and share personal reflections on career considerations and recent challenges.
336871240.3829.3829,336875697.4105.4105,2,S_0," When we lived in London we had a series of burst water pipe problems, and a series of rubbish plumbers who claimed to have fixed the problem, so I can sympathise. I think that degrees are in many ways funny things. I have a BSc, and my wife, who's presently lecturing at a Manchester College has a PhD. Neither of us thinks about our degrees, but perhaps we'd take them more seriously if we didn't have one; I think I probably would anyway. But once you've got one, it means nothing.",0,The speaker intends to empathize with S_1's situation and share personal experiences and opinions about the value of degrees.
337388037.12225.12225,337388037.12236.12225,0,S_0,", a page you substantially contributed to, has been nominated for wiki_link. Your opinions on the matter are welcome; please participate in the discussion by adding your comments at wiki_link and please be sure to wiki_link with four tildes (~~~~).  You are free to edit the content of  during the discussion but should not remove the miscellany for deletion template from the top of the page; such a removal will not end the deletion discussion.  Thank you.",0,The speaker intends to inform S_1 about the nomination of a page they contributed to and invites them to participate in the discussion.
337388037.12225.12225,337388842.12457.12457,1,S_1," Indeed, the pleasure is all mine. Thank you",0,The speaker intends to express gratitude and acknowledge the message from S_0.
337388037.12225.12225,337390641.12494.12494,2,S_0,It was a different page that was deleted earlier today. ╟─►─╢ ,0,The speaker intends to clarify that a different page was deleted earlier  possibly to correct a misunderstanding.
337479181.2630.2630,337479181.2640.2630,0,S_0," In the lede it goes on about his unviersiity an d he is a lawyer but he gets his money from handouts for poor people because he hasn't got a job, ... how sad it that? I don't need a online link , the fact that it was publically broadcast and I saw it is plenty, do you dispute that he is a poor person supported by government handouts?",0,The speaker intends to express disbelief and criticism towards the subject's financial situation and reliance on government support  while challenging the other speaker to dispute this claim.
337479181.2630.2630,337480970.2784.2784,1,S_1," I suggest you go and read wiki_link.  I'm warning you now - I view your behaviour today on wiki_link as disruptive, and blatantly wiki_link editing.  People are trying to create a neutral, balanced, and informative encyclopaedia.  I couldn't care less whether you like Mr Choudary or not, take your prejudices and irrelevant opinions elsewhere until you understand what those three words mean.",0,The speaker intends to advise the other speaker to consult a specific source for information  while warning them about their disruptive behavior and emphasizing the importance of neutrality and balance in the discussion.
337813018.13563.13563,337813018.13573.13563,0,S_0,"Wikipedia must necessarily be constrained.  It can't be everything to everyone.  There's a lot of things that people want Wikipedia to be.  We need to stick to being an encyclopedia... which means we generally only cover previously published thought, rather than original research.   I definitely understand where you are coming from, using the power of Wikipedia for other things... but I'm afraid if we did that we'd lose focus about what we are here for.  A new wiki style project for open peer review or original research would be something that I would be very interested in seeing someday. ",0,The speaker intends to explain the constraints and purpose of Wikipedia  emphasizing the importance of sticking to its role as an encyclopedia and expressing interest in a separate project for original research.
