dataset,dialogue_id,utterance_idx,speaker,split,utterance,gpt-4o_intention,donation_amount,donation_made,scm_summary,traditional_summary,scd_summary
P4G,20180825-102556_172_live,19,ER,train,no and i regret that i've been so selfish,Express regret about not donating before,1.0,1,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing concern for children and encouraging donations. Their competence is high as they provide clear information about the organization and suggest practical ways to contribute, showing understanding and initiative.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE shows high warmth by expressing interest in helping children and considering a significant donation. Their competence is high as they ask insightful questions and critically evaluate the impact of donations, indicating thoughtful engagement with the topic.","ER and EE discuss donating to Save the Children, an NGO supporting children's rights and relief efforts. ER suggests a one-time donation from their task payment, proposing they each donate half. EE expresses concern about the impact of donations but agrees to the plan. ER admits regret for not donating before, emphasizing the importance of helping children. EE remains uncertain but acknowledges the potential life-saving impact of their contribution.","The conversation begins with ER expressing enthusiasm for donating to a charity, aiming to persuade EE by providing information about the organization. EE shows interest and considers a donation, discussing the logistics and expressing a willingness to contribute. As the conversation progresses, both speakers reflect on the moral implications of their decision, with EE expressing some skepticism about the impact of donations. ER maintains a persuasive stance, while EE remains uncertain but contemplative about the decision."
P4G,20180825-111850_152_live,0,ER,train,Good afternoon.,Greeting,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in a friendly and informative manner, sharing personal experiences, and expressing concern for charitable causes. ER also shows high competence by providing detailed information about the charity, referencing specific ratings, and articulating a thoughtful approach to donations.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth through enthusiastic responses and showing interest in the conversation. EE's competence is high, as evidenced by their critical thinking about charity donations and willingness to engage in a meaningful discussion about the topic.","Two people discuss the charity Save the Children, with one sharing information about its global aid efforts, including work in Syria and education for girls. They express skepticism about charities due to past scandals but note Save the Children's high rating on Charity Navigator. One person plans to donate to the charity and invites the other to consider donating as well.","The conversation begins with a neutral exchange of pleasantries before transitioning into ER sharing information about a charity, Save the Children, which they have been researching. EE expresses interest and surprise at the charity's work, while also revealing skepticism about charities in general. ER acknowledges this skepticism but reassures EE with positive ratings from Charity Navigator. The conversation concludes with ER expressing an intention to donate and inviting EE to consider doing the same, highlighting a shift towards persuasion and action."
P4G,20180825-111850_152_live,1,EE,train,Hey there how is it going?,Inquiring about well-being,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in a friendly and informative manner, sharing personal experiences, and expressing concern for charitable causes. ER also shows high competence by providing detailed information about the charity, referencing specific ratings, and articulating a thoughtful approach to donations.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth through enthusiastic responses and showing interest in the conversation. EE's competence is high, as evidenced by their critical thinking about charity donations and willingness to engage in a meaningful discussion about the topic.","Two people discuss the charity Save the Children, with one sharing information about its global aid efforts, including work in Syria and education for girls. They express skepticism about charities due to past scandals but note Save the Children's high rating on Charity Navigator. One person plans to donate to the charity and invites the other to consider donating as well.","The conversation begins with a neutral exchange of pleasantries before transitioning into ER sharing information about a charity, Save the Children, which they have been researching. EE expresses interest and surprise at the charity's work, while also revealing skepticism about charities in general. ER acknowledges this skepticism but reassures EE with positive ratings from Charity Navigator. The conversation concludes with ER expressing an intention to donate and inviting EE to consider doing the same, highlighting a shift towards persuasion and action."
P4G,20180825-111850_152_live,2,ER,train,It's going alright.,Responding to inquiry,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in a friendly and informative manner, sharing personal experiences, and expressing concern for charitable causes. ER also shows high competence by providing detailed information about the charity, referencing specific ratings, and articulating a thoughtful approach to donations.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth through enthusiastic responses and showing interest in the conversation. EE's competence is high, as evidenced by their critical thinking about charity donations and willingness to engage in a meaningful discussion about the topic.","Two people discuss the charity Save the Children, with one sharing information about its global aid efforts, including work in Syria and education for girls. They express skepticism about charities due to past scandals but note Save the Children's high rating on Charity Navigator. One person plans to donate to the charity and invites the other to consider donating as well.","The conversation begins with a neutral exchange of pleasantries before transitioning into ER sharing information about a charity, Save the Children, which they have been researching. EE expresses interest and surprise at the charity's work, while also revealing skepticism about charities in general. ER acknowledges this skepticism but reassures EE with positive ratings from Charity Navigator. The conversation concludes with ER expressing an intention to donate and inviting EE to consider doing the same, highlighting a shift towards persuasion and action."
P4G,20180825-111850_152_live,3,ER,train,I've just been reading about a charity called Save the Children.,Introducing a topic,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in a friendly and informative manner, sharing personal experiences, and expressing concern for charitable causes. ER also shows high competence by providing detailed information about the charity, referencing specific ratings, and articulating a thoughtful approach to donations.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth through enthusiastic responses and showing interest in the conversation. EE's competence is high, as evidenced by their critical thinking about charity donations and willingness to engage in a meaningful discussion about the topic.","Two people discuss the charity Save the Children, with one sharing information about its global aid efforts, including work in Syria and education for girls. They express skepticism about charities due to past scandals but note Save the Children's high rating on Charity Navigator. One person plans to donate to the charity and invites the other to consider donating as well.","The conversation begins with a neutral exchange of pleasantries before transitioning into ER sharing information about a charity, Save the Children, which they have been researching. EE expresses interest and surprise at the charity's work, while also revealing skepticism about charities in general. ER acknowledges this skepticism but reassures EE with positive ratings from Charity Navigator. The conversation concludes with ER expressing an intention to donate and inviting EE to consider doing the same, highlighting a shift towards persuasion and action."
P4G,20180825-111850_152_live,4,ER,train,Have you heard of it?,Asking for knowledge confirmation,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in a friendly and informative manner, sharing personal experiences, and expressing concern for charitable causes. ER also shows high competence by providing detailed information about the charity, referencing specific ratings, and articulating a thoughtful approach to donations.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth through enthusiastic responses and showing interest in the conversation. EE's competence is high, as evidenced by their critical thinking about charity donations and willingness to engage in a meaningful discussion about the topic.","Two people discuss the charity Save the Children, with one sharing information about its global aid efforts, including work in Syria and education for girls. They express skepticism about charities due to past scandals but note Save the Children's high rating on Charity Navigator. One person plans to donate to the charity and invites the other to consider donating as well.","The conversation begins with a neutral exchange of pleasantries before transitioning into ER sharing information about a charity, Save the Children, which they have been researching. EE expresses interest and surprise at the charity's work, while also revealing skepticism about charities in general. ER acknowledges this skepticism but reassures EE with positive ratings from Charity Navigator. The conversation concludes with ER expressing an intention to donate and inviting EE to consider doing the same, highlighting a shift towards persuasion and action."
P4G,20180825-111850_152_live,5,EE,train,I've heard a little bit about it but don't know too much.,Providing limited knowledge,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in a friendly and informative manner, sharing personal experiences, and expressing concern for charitable causes. ER also shows high competence by providing detailed information about the charity, referencing specific ratings, and articulating a thoughtful approach to donations.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth through enthusiastic responses and showing interest in the conversation. EE's competence is high, as evidenced by their critical thinking about charity donations and willingness to engage in a meaningful discussion about the topic.","Two people discuss the charity Save the Children, with one sharing information about its global aid efforts, including work in Syria and education for girls. They express skepticism about charities due to past scandals but note Save the Children's high rating on Charity Navigator. One person plans to donate to the charity and invites the other to consider donating as well.","The conversation begins with a neutral exchange of pleasantries before transitioning into ER sharing information about a charity, Save the Children, which they have been researching. EE expresses interest and surprise at the charity's work, while also revealing skepticism about charities in general. ER acknowledges this skepticism but reassures EE with positive ratings from Charity Navigator. The conversation concludes with ER expressing an intention to donate and inviting EE to consider doing the same, highlighting a shift towards persuasion and action."
P4G,20180825-111850_152_live,6,ER,train,"From what I've read, it's a nonprofit that helps children in difficult situations around the world.",Providing information,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in a friendly and informative manner, sharing personal experiences, and expressing concern for charitable causes. ER also shows high competence by providing detailed information about the charity, referencing specific ratings, and articulating a thoughtful approach to donations.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth through enthusiastic responses and showing interest in the conversation. EE's competence is high, as evidenced by their critical thinking about charity donations and willingness to engage in a meaningful discussion about the topic.","Two people discuss the charity Save the Children, with one sharing information about its global aid efforts, including work in Syria and education for girls. They express skepticism about charities due to past scandals but note Save the Children's high rating on Charity Navigator. One person plans to donate to the charity and invites the other to consider donating as well.","The conversation begins with a neutral exchange of pleasantries before transitioning into ER sharing information about a charity, Save the Children, which they have been researching. EE expresses interest and surprise at the charity's work, while also revealing skepticism about charities in general. ER acknowledges this skepticism but reassures EE with positive ratings from Charity Navigator. The conversation concludes with ER expressing an intention to donate and inviting EE to consider doing the same, highlighting a shift towards persuasion and action."
P4G,20180825-111850_152_live,7,ER,train,I was reading about their aid work in Syria and how they've helped young girls in developing countries receive schooling.,Providing additional information,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in a friendly and informative manner, sharing personal experiences, and expressing concern for charitable causes. ER also shows high competence by providing detailed information about the charity, referencing specific ratings, and articulating a thoughtful approach to donations.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth through enthusiastic responses and showing interest in the conversation. EE's competence is high, as evidenced by their critical thinking about charity donations and willingness to engage in a meaningful discussion about the topic.","Two people discuss the charity Save the Children, with one sharing information about its global aid efforts, including work in Syria and education for girls. They express skepticism about charities due to past scandals but note Save the Children's high rating on Charity Navigator. One person plans to donate to the charity and invites the other to consider donating as well.","The conversation begins with a neutral exchange of pleasantries before transitioning into ER sharing information about a charity, Save the Children, which they have been researching. EE expresses interest and surprise at the charity's work, while also revealing skepticism about charities in general. ER acknowledges this skepticism but reassures EE with positive ratings from Charity Navigator. The conversation concludes with ER expressing an intention to donate and inviting EE to consider doing the same, highlighting a shift towards persuasion and action."
P4G,20180825-111850_152_live,8,EE,train,Oh wow!,Expressing amazement,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in a friendly and informative manner, sharing personal experiences, and expressing concern for charitable causes. ER also shows high competence by providing detailed information about the charity, referencing specific ratings, and articulating a thoughtful approach to donations.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth through enthusiastic responses and showing interest in the conversation. EE's competence is high, as evidenced by their critical thinking about charity donations and willingness to engage in a meaningful discussion about the topic.","Two people discuss the charity Save the Children, with one sharing information about its global aid efforts, including work in Syria and education for girls. They express skepticism about charities due to past scandals but note Save the Children's high rating on Charity Navigator. One person plans to donate to the charity and invites the other to consider donating as well.","The conversation begins with a neutral exchange of pleasantries before transitioning into ER sharing information about a charity, Save the Children, which they have been researching. EE expresses interest and surprise at the charity's work, while also revealing skepticism about charities in general. ER acknowledges this skepticism but reassures EE with positive ratings from Charity Navigator. The conversation concludes with ER expressing an intention to donate and inviting EE to consider doing the same, highlighting a shift towards persuasion and action."
P4G,20180825-111850_152_live,9,EE,train,That's incredible.,Expressing admiration,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in a friendly and informative manner, sharing personal experiences, and expressing concern for charitable causes. ER also shows high competence by providing detailed information about the charity, referencing specific ratings, and articulating a thoughtful approach to donations.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth through enthusiastic responses and showing interest in the conversation. EE's competence is high, as evidenced by their critical thinking about charity donations and willingness to engage in a meaningful discussion about the topic.","Two people discuss the charity Save the Children, with one sharing information about its global aid efforts, including work in Syria and education for girls. They express skepticism about charities due to past scandals but note Save the Children's high rating on Charity Navigator. One person plans to donate to the charity and invites the other to consider donating as well.","The conversation begins with a neutral exchange of pleasantries before transitioning into ER sharing information about a charity, Save the Children, which they have been researching. EE expresses interest and surprise at the charity's work, while also revealing skepticism about charities in general. ER acknowledges this skepticism but reassures EE with positive ratings from Charity Navigator. The conversation concludes with ER expressing an intention to donate and inviting EE to consider doing the same, highlighting a shift towards persuasion and action."
P4G,20180825-111850_152_live,10,EE,train,I wasn't aware that they did all of that.,Expressing lack of awareness,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in a friendly and informative manner, sharing personal experiences, and expressing concern for charitable causes. ER also shows high competence by providing detailed information about the charity, referencing specific ratings, and articulating a thoughtful approach to donations.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth through enthusiastic responses and showing interest in the conversation. EE's competence is high, as evidenced by their critical thinking about charity donations and willingness to engage in a meaningful discussion about the topic.","Two people discuss the charity Save the Children, with one sharing information about its global aid efforts, including work in Syria and education for girls. They express skepticism about charities due to past scandals but note Save the Children's high rating on Charity Navigator. One person plans to donate to the charity and invites the other to consider donating as well.","The conversation begins with a neutral exchange of pleasantries before transitioning into ER sharing information about a charity, Save the Children, which they have been researching. EE expresses interest and surprise at the charity's work, while also revealing skepticism about charities in general. ER acknowledges this skepticism but reassures EE with positive ratings from Charity Navigator. The conversation concludes with ER expressing an intention to donate and inviting EE to consider doing the same, highlighting a shift towards persuasion and action."
P4G,20180825-111850_152_live,11,ER,train,"This morning, I was also reading about an ebola outbreak in the Congo (I think).",Sharing additional information,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in a friendly and informative manner, sharing personal experiences, and expressing concern for charitable causes. ER also shows high competence by providing detailed information about the charity, referencing specific ratings, and articulating a thoughtful approach to donations.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth through enthusiastic responses and showing interest in the conversation. EE's competence is high, as evidenced by their critical thinking about charity donations and willingness to engage in a meaningful discussion about the topic.","Two people discuss the charity Save the Children, with one sharing information about its global aid efforts, including work in Syria and education for girls. They express skepticism about charities due to past scandals but note Save the Children's high rating on Charity Navigator. One person plans to donate to the charity and invites the other to consider donating as well.","The conversation begins with a neutral exchange of pleasantries before transitioning into ER sharing information about a charity, Save the Children, which they have been researching. EE expresses interest and surprise at the charity's work, while also revealing skepticism about charities in general. ER acknowledges this skepticism but reassures EE with positive ratings from Charity Navigator. The conversation concludes with ER expressing an intention to donate and inviting EE to consider doing the same, highlighting a shift towards persuasion and action."
P4G,20180825-111850_152_live,12,ER,train,I imagine they'll help there if they aren't stretched too thin.,Speculating,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in a friendly and informative manner, sharing personal experiences, and expressing concern for charitable causes. ER also shows high competence by providing detailed information about the charity, referencing specific ratings, and articulating a thoughtful approach to donations.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth through enthusiastic responses and showing interest in the conversation. EE's competence is high, as evidenced by their critical thinking about charity donations and willingness to engage in a meaningful discussion about the topic.","Two people discuss the charity Save the Children, with one sharing information about its global aid efforts, including work in Syria and education for girls. They express skepticism about charities due to past scandals but note Save the Children's high rating on Charity Navigator. One person plans to donate to the charity and invites the other to consider donating as well.","The conversation begins with a neutral exchange of pleasantries before transitioning into ER sharing information about a charity, Save the Children, which they have been researching. EE expresses interest and surprise at the charity's work, while also revealing skepticism about charities in general. ER acknowledges this skepticism but reassures EE with positive ratings from Charity Navigator. The conversation concludes with ER expressing an intention to donate and inviting EE to consider doing the same, highlighting a shift towards persuasion and action."
P4G,20180825-111850_152_live,13,EE,train,So save the children is a worldwide organization it sounds like!,Confirming understanding,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in a friendly and informative manner, sharing personal experiences, and expressing concern for charitable causes. ER also shows high competence by providing detailed information about the charity, referencing specific ratings, and articulating a thoughtful approach to donations.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth through enthusiastic responses and showing interest in the conversation. EE's competence is high, as evidenced by their critical thinking about charity donations and willingness to engage in a meaningful discussion about the topic.","Two people discuss the charity Save the Children, with one sharing information about its global aid efforts, including work in Syria and education for girls. They express skepticism about charities due to past scandals but note Save the Children's high rating on Charity Navigator. One person plans to donate to the charity and invites the other to consider donating as well.","The conversation begins with a neutral exchange of pleasantries before transitioning into ER sharing information about a charity, Save the Children, which they have been researching. EE expresses interest and surprise at the charity's work, while also revealing skepticism about charities in general. ER acknowledges this skepticism but reassures EE with positive ratings from Charity Navigator. The conversation concludes with ER expressing an intention to donate and inviting EE to consider doing the same, highlighting a shift towards persuasion and action."
P4G,20180825-111850_152_live,14,ER,train,It is!,Affirming,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in a friendly and informative manner, sharing personal experiences, and expressing concern for charitable causes. ER also shows high competence by providing detailed information about the charity, referencing specific ratings, and articulating a thoughtful approach to donations.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth through enthusiastic responses and showing interest in the conversation. EE's competence is high, as evidenced by their critical thinking about charity donations and willingness to engage in a meaningful discussion about the topic.","Two people discuss the charity Save the Children, with one sharing information about its global aid efforts, including work in Syria and education for girls. They express skepticism about charities due to past scandals but note Save the Children's high rating on Charity Navigator. One person plans to donate to the charity and invites the other to consider donating as well.","The conversation begins with a neutral exchange of pleasantries before transitioning into ER sharing information about a charity, Save the Children, which they have been researching. EE expresses interest and surprise at the charity's work, while also revealing skepticism about charities in general. ER acknowledges this skepticism but reassures EE with positive ratings from Charity Navigator. The conversation concludes with ER expressing an intention to donate and inviting EE to consider doing the same, highlighting a shift towards persuasion and action."
P4G,20180825-111850_152_live,15,ER,train,Do you ever donate to organizations like this?,Inquiring about donation habits,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in a friendly and informative manner, sharing personal experiences, and expressing concern for charitable causes. ER also shows high competence by providing detailed information about the charity, referencing specific ratings, and articulating a thoughtful approach to donations.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth through enthusiastic responses and showing interest in the conversation. EE's competence is high, as evidenced by their critical thinking about charity donations and willingness to engage in a meaningful discussion about the topic.","Two people discuss the charity Save the Children, with one sharing information about its global aid efforts, including work in Syria and education for girls. They express skepticism about charities due to past scandals but note Save the Children's high rating on Charity Navigator. One person plans to donate to the charity and invites the other to consider donating as well.","The conversation begins with a neutral exchange of pleasantries before transitioning into ER sharing information about a charity, Save the Children, which they have been researching. EE expresses interest and surprise at the charity's work, while also revealing skepticism about charities in general. ER acknowledges this skepticism but reassures EE with positive ratings from Charity Navigator. The conversation concludes with ER expressing an intention to donate and inviting EE to consider doing the same, highlighting a shift towards persuasion and action."
P4G,20180825-111850_152_live,16,ER,train,"My brother, sister, and I replaced birthday gifts with charity donations a few years ago.",Sharing personal experience,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in a friendly and informative manner, sharing personal experiences, and expressing concern for charitable causes. ER also shows high competence by providing detailed information about the charity, referencing specific ratings, and articulating a thoughtful approach to donations.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth through enthusiastic responses and showing interest in the conversation. EE's competence is high, as evidenced by their critical thinking about charity donations and willingness to engage in a meaningful discussion about the topic.","Two people discuss the charity Save the Children, with one sharing information about its global aid efforts, including work in Syria and education for girls. They express skepticism about charities due to past scandals but note Save the Children's high rating on Charity Navigator. One person plans to donate to the charity and invites the other to consider donating as well.","The conversation begins with a neutral exchange of pleasantries before transitioning into ER sharing information about a charity, Save the Children, which they have been researching. EE expresses interest and surprise at the charity's work, while also revealing skepticism about charities in general. ER acknowledges this skepticism but reassures EE with positive ratings from Charity Navigator. The conversation concludes with ER expressing an intention to donate and inviting EE to consider doing the same, highlighting a shift towards persuasion and action."
P4G,20180825-111850_152_live,17,ER,train,It saved on clutter and felt great to give to charities.,Explaining benefits of personal experience,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in a friendly and informative manner, sharing personal experiences, and expressing concern for charitable causes. ER also shows high competence by providing detailed information about the charity, referencing specific ratings, and articulating a thoughtful approach to donations.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth through enthusiastic responses and showing interest in the conversation. EE's competence is high, as evidenced by their critical thinking about charity donations and willingness to engage in a meaningful discussion about the topic.","Two people discuss the charity Save the Children, with one sharing information about its global aid efforts, including work in Syria and education for girls. They express skepticism about charities due to past scandals but note Save the Children's high rating on Charity Navigator. One person plans to donate to the charity and invites the other to consider donating as well.","The conversation begins with a neutral exchange of pleasantries before transitioning into ER sharing information about a charity, Save the Children, which they have been researching. EE expresses interest and surprise at the charity's work, while also revealing skepticism about charities in general. ER acknowledges this skepticism but reassures EE with positive ratings from Charity Navigator. The conversation concludes with ER expressing an intention to donate and inviting EE to consider doing the same, highlighting a shift towards persuasion and action."
P4G,20180825-111850_152_live,18,EE,train,"I've given to a few charities before, but never this one.",Sharing personal experience,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in a friendly and informative manner, sharing personal experiences, and expressing concern for charitable causes. ER also shows high competence by providing detailed information about the charity, referencing specific ratings, and articulating a thoughtful approach to donations.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth through enthusiastic responses and showing interest in the conversation. EE's competence is high, as evidenced by their critical thinking about charity donations and willingness to engage in a meaningful discussion about the topic.","Two people discuss the charity Save the Children, with one sharing information about its global aid efforts, including work in Syria and education for girls. They express skepticism about charities due to past scandals but note Save the Children's high rating on Charity Navigator. One person plans to donate to the charity and invites the other to consider donating as well.","The conversation begins with a neutral exchange of pleasantries before transitioning into ER sharing information about a charity, Save the Children, which they have been researching. EE expresses interest and surprise at the charity's work, while also revealing skepticism about charities in general. ER acknowledges this skepticism but reassures EE with positive ratings from Charity Navigator. The conversation concludes with ER expressing an intention to donate and inviting EE to consider doing the same, highlighting a shift towards persuasion and action."
P4G,20180825-111850_152_live,19,EE,train,I'm always so skeptical of charities to be honest.,Expressing skepticism,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in a friendly and informative manner, sharing personal experiences, and expressing concern for charitable causes. ER also shows high competence by providing detailed information about the charity, referencing specific ratings, and articulating a thoughtful approach to donations.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth through enthusiastic responses and showing interest in the conversation. EE's competence is high, as evidenced by their critical thinking about charity donations and willingness to engage in a meaningful discussion about the topic.","Two people discuss the charity Save the Children, with one sharing information about its global aid efforts, including work in Syria and education for girls. They express skepticism about charities due to past scandals but note Save the Children's high rating on Charity Navigator. One person plans to donate to the charity and invites the other to consider donating as well.","The conversation begins with a neutral exchange of pleasantries before transitioning into ER sharing information about a charity, Save the Children, which they have been researching. EE expresses interest and surprise at the charity's work, while also revealing skepticism about charities in general. ER acknowledges this skepticism but reassures EE with positive ratings from Charity Navigator. The conversation concludes with ER expressing an intention to donate and inviting EE to consider doing the same, highlighting a shift towards persuasion and action."
P4G,20180825-111850_152_live,20,ER,train,Same here.,Expressing agreement,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in a friendly and informative manner, sharing personal experiences, and expressing concern for charitable causes. ER also shows high competence by providing detailed information about the charity, referencing specific ratings, and articulating a thoughtful approach to donations.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth through enthusiastic responses and showing interest in the conversation. EE's competence is high, as evidenced by their critical thinking about charity donations and willingness to engage in a meaningful discussion about the topic.","Two people discuss the charity Save the Children, with one sharing information about its global aid efforts, including work in Syria and education for girls. They express skepticism about charities due to past scandals but note Save the Children's high rating on Charity Navigator. One person plans to donate to the charity and invites the other to consider donating as well.","The conversation begins with a neutral exchange of pleasantries before transitioning into ER sharing information about a charity, Save the Children, which they have been researching. EE expresses interest and surprise at the charity's work, while also revealing skepticism about charities in general. ER acknowledges this skepticism but reassures EE with positive ratings from Charity Navigator. The conversation concludes with ER expressing an intention to donate and inviting EE to consider doing the same, highlighting a shift towards persuasion and action."
P4G,20180825-111850_152_live,21,ER,train,I remember reading about some questionable charities following hurricanes in Haiti and Puerto Rico.,Providing an example,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in a friendly and informative manner, sharing personal experiences, and expressing concern for charitable causes. ER also shows high competence by providing detailed information about the charity, referencing specific ratings, and articulating a thoughtful approach to donations.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth through enthusiastic responses and showing interest in the conversation. EE's competence is high, as evidenced by their critical thinking about charity donations and willingness to engage in a meaningful discussion about the topic.","Two people discuss the charity Save the Children, with one sharing information about its global aid efforts, including work in Syria and education for girls. They express skepticism about charities due to past scandals but note Save the Children's high rating on Charity Navigator. One person plans to donate to the charity and invites the other to consider donating as well.","The conversation begins with a neutral exchange of pleasantries before transitioning into ER sharing information about a charity, Save the Children, which they have been researching. EE expresses interest and surprise at the charity's work, while also revealing skepticism about charities in general. ER acknowledges this skepticism but reassures EE with positive ratings from Charity Navigator. The conversation concludes with ER expressing an intention to donate and inviting EE to consider doing the same, highlighting a shift towards persuasion and action."
P4G,20180825-111850_152_live,22,ER,train,It's a bummer when that money gets siphoned off.,Expressing disappointment,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in a friendly and informative manner, sharing personal experiences, and expressing concern for charitable causes. ER also shows high competence by providing detailed information about the charity, referencing specific ratings, and articulating a thoughtful approach to donations.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth through enthusiastic responses and showing interest in the conversation. EE's competence is high, as evidenced by their critical thinking about charity donations and willingness to engage in a meaningful discussion about the topic.","Two people discuss the charity Save the Children, with one sharing information about its global aid efforts, including work in Syria and education for girls. They express skepticism about charities due to past scandals but note Save the Children's high rating on Charity Navigator. One person plans to donate to the charity and invites the other to consider donating as well.","The conversation begins with a neutral exchange of pleasantries before transitioning into ER sharing information about a charity, Save the Children, which they have been researching. EE expresses interest and surprise at the charity's work, while also revealing skepticism about charities in general. ER acknowledges this skepticism but reassures EE with positive ratings from Charity Navigator. The conversation concludes with ER expressing an intention to donate and inviting EE to consider doing the same, highlighting a shift towards persuasion and action."
P4G,20180825-111850_152_live,23,ER,train,I just looked up Save the Children on Charity Navigator and they give the org an 88.3 rating out of 100 including a 97 for transparency.,Providing credibility information,0.0,0,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by engaging in a friendly and informative manner, sharing personal experiences, and expressing concern for charitable causes. ER also shows high competence by providing detailed information about the charity, referencing specific ratings, and articulating a thoughtful approach to donations.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE exhibits high warmth through enthusiastic responses and showing interest in the conversation. EE's competence is high, as evidenced by their critical thinking about charity donations and willingness to engage in a meaningful discussion about the topic.","Two people discuss the charity Save the Children, with one sharing information about its global aid efforts, including work in Syria and education for girls. They express skepticism about charities due to past scandals but note Save the Children's high rating on Charity Navigator. One person plans to donate to the charity and invites the other to consider donating as well.","The conversation begins with a neutral exchange of pleasantries before transitioning into ER sharing information about a charity, Save the Children, which they have been researching. EE expresses interest and surprise at the charity's work, while also revealing skepticism about charities in general. ER acknowledges this skepticism but reassures EE with positive ratings from Charity Navigator. The conversation concludes with ER expressing an intention to donate and inviting EE to consider doing the same, highlighting a shift towards persuasion and action."
