dataset,dialogue_id,utterance_idx,speaker,split,utterance,gpt-4o_intention,donation_amount,donation_made,traditional_summary,scm_summary,scd_summary
P4G,20180825-075658_709_live,0,ER,train,Hi!,Greeting the other person,0.0,0,ER greets the recipient and inquires about their well-being before asking if they would be interested in making a donation to a charity.,"user1 (ER):
  warmth: high
  competence: high
  explanation: User1 initiates the conversation with a friendly greeting and inquiry about the other person's well-being, indicating high warmth. Their approach to introducing the idea of a charity donation is straightforward and clear, suggesting high competence in communication.","The conversation begins with a friendly greeting and an inquiry about the other person's well-being, establishing a warm and approachable tone. The speaker then shifts to a persuasive strategy, introducing the idea of making a donation to a charity. This transition indicates an intention to engage the other person in a potentially altruistic action, maintaining a positive and inviting atmosphere throughout the interaction."
P4G,20180825-075658_709_live,1,ER,train,How are you doing today?,Inquiring about the other person's well-being,0.0,0,ER greets the recipient and inquires about their well-being before asking if they would be interested in making a donation to a charity.,"user1 (ER):
  warmth: high
  competence: high
  explanation: User1 initiates the conversation with a friendly greeting and inquiry about the other person's well-being, indicating high warmth. Their approach to introducing the idea of a charity donation is straightforward and clear, suggesting high competence in communication.","The conversation begins with a friendly greeting and an inquiry about the other person's well-being, establishing a warm and approachable tone. The speaker then shifts to a persuasive strategy, introducing the idea of making a donation to a charity. This transition indicates an intention to engage the other person in a potentially altruistic action, maintaining a positive and inviting atmosphere throughout the interaction."
P4G,20180825-075658_709_live,2,ER,train,Would you be interested today in making a donation to a charity?,Introducing the topic of making a donation to a charity,0.0,0,ER greets the recipient and inquires about their well-being before asking if they would be interested in making a donation to a charity.,"user1 (ER):
  warmth: high
  competence: high
  explanation: User1 initiates the conversation with a friendly greeting and inquiry about the other person's well-being, indicating high warmth. Their approach to introducing the idea of a charity donation is straightforward and clear, suggesting high competence in communication.","The conversation begins with a friendly greeting and an inquiry about the other person's well-being, establishing a warm and approachable tone. The speaker then shifts to a persuasive strategy, introducing the idea of making a donation to a charity. This transition indicates an intention to engage the other person in a potentially altruistic action, maintaining a positive and inviting atmosphere throughout the interaction."
P4G,20180825-075844_569_live,0,ER,train,Have you ever heard of the charity children?,Initiate conversation and introduce the topic of a charity,0.25,1,"ER mistakenly referred to ""Save the Children"" as ""charity children"" and corrected themselves. They explained to EE that Save the Children is an international nongovernmental organization.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates warmth by apologizing for the typing error, indicating a friendly and considerate demeanor. Their competence is shown through their ability to correct the mistake and provide clear information about the organization, suggesting they are knowledgeable and articulate.

user2 (EE):
  warmth: high
  competence: low
  explanation: EE shows warmth by expressing interest in learning more about the organization, indicating openness and engagement. However, their competence is perceived as low due to their lack of initial knowledge about the organization, which is a common and understandable gap.","The conversation begins with ER introducing a topic, but quickly correcting a mistake, showing a willingness to clarify and ensure accurate communication. EE expresses curiosity, prompting ER to apologize for the error and provide more detailed information. ER's approach is patient and informative, aiming to engage EE's interest and understanding. Throughout, ER maintains a helpful and corrective tone, while EE remains open and inquisitive, fostering a cooperative and informative exchange."
P4G,20180825-075844_569_live,1,EE,train,"I don't think so, what do they support?",Express lack of knowledge and seek more information,0.25,1,"ER mistakenly referred to ""Save the Children"" as ""charity children"" and corrected themselves. They explained to EE that Save the Children is an international nongovernmental organization.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates warmth by apologizing for the typing error, indicating a friendly and considerate demeanor. Their competence is shown through their ability to correct the mistake and provide clear information about the organization, suggesting they are knowledgeable and articulate.

user2 (EE):
  warmth: high
  competence: low
  explanation: EE shows warmth by expressing interest in learning more about the organization, indicating openness and engagement. However, their competence is perceived as low due to their lack of initial knowledge about the organization, which is a common and understandable gap.","The conversation begins with ER introducing a topic, but quickly correcting a mistake, showing a willingness to clarify and ensure accurate communication. EE expresses curiosity, prompting ER to apologize for the error and provide more detailed information. ER's approach is patient and informative, aiming to engage EE's interest and understanding. Throughout, ER maintains a helpful and corrective tone, while EE remains open and inquisitive, fostering a cooperative and informative exchange."
P4G,20180825-075844_569_live,2,ER,train,I'm sorry.,Apologize for a mistake,0.25,1,"ER mistakenly referred to ""Save the Children"" as ""charity children"" and corrected themselves. They explained to EE that Save the Children is an international nongovernmental organization.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates warmth by apologizing for the typing error, indicating a friendly and considerate demeanor. Their competence is shown through their ability to correct the mistake and provide clear information about the organization, suggesting they are knowledgeable and articulate.

user2 (EE):
  warmth: high
  competence: low
  explanation: EE shows warmth by expressing interest in learning more about the organization, indicating openness and engagement. However, their competence is perceived as low due to their lack of initial knowledge about the organization, which is a common and understandable gap.","The conversation begins with ER introducing a topic, but quickly correcting a mistake, showing a willingness to clarify and ensure accurate communication. EE expresses curiosity, prompting ER to apologize for the error and provide more detailed information. ER's approach is patient and informative, aiming to engage EE's interest and understanding. Throughout, ER maintains a helpful and corrective tone, while EE remains open and inquisitive, fostering a cooperative and informative exchange."
P4G,20180825-075844_569_live,3,ER,train,It's save the children.,Correct the previous mistake,0.25,1,"ER mistakenly referred to ""Save the Children"" as ""charity children"" and corrected themselves. They explained to EE that Save the Children is an international nongovernmental organization.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates warmth by apologizing for the typing error, indicating a friendly and considerate demeanor. Their competence is shown through their ability to correct the mistake and provide clear information about the organization, suggesting they are knowledgeable and articulate.

user2 (EE):
  warmth: high
  competence: low
  explanation: EE shows warmth by expressing interest in learning more about the organization, indicating openness and engagement. However, their competence is perceived as low due to their lack of initial knowledge about the organization, which is a common and understandable gap.","The conversation begins with ER introducing a topic, but quickly correcting a mistake, showing a willingness to clarify and ensure accurate communication. EE expresses curiosity, prompting ER to apologize for the error and provide more detailed information. ER's approach is patient and informative, aiming to engage EE's interest and understanding. Throughout, ER maintains a helpful and corrective tone, while EE remains open and inquisitive, fostering a cooperative and informative exchange."
P4G,20180825-075844_569_live,4,ER,train,My fingers don't type very well.,Explain the reason for the mistake,0.25,1,"ER mistakenly referred to ""Save the Children"" as ""charity children"" and corrected themselves. They explained to EE that Save the Children is an international nongovernmental organization.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates warmth by apologizing for the typing error, indicating a friendly and considerate demeanor. Their competence is shown through their ability to correct the mistake and provide clear information about the organization, suggesting they are knowledgeable and articulate.

user2 (EE):
  warmth: high
  competence: low
  explanation: EE shows warmth by expressing interest in learning more about the organization, indicating openness and engagement. However, their competence is perceived as low due to their lack of initial knowledge about the organization, which is a common and understandable gap.","The conversation begins with ER introducing a topic, but quickly correcting a mistake, showing a willingness to clarify and ensure accurate communication. EE expresses curiosity, prompting ER to apologize for the error and provide more detailed information. ER's approach is patient and informative, aiming to engage EE's interest and understanding. Throughout, ER maintains a helpful and corrective tone, while EE remains open and inquisitive, fostering a cooperative and informative exchange."
P4G,20180825-075844_569_live,5,ER,train,It's an international nongovernmental organization.,Provide additional information about the charity,0.25,1,"ER mistakenly referred to ""Save the Children"" as ""charity children"" and corrected themselves. They explained to EE that Save the Children is an international nongovernmental organization.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates warmth by apologizing for the typing error, indicating a friendly and considerate demeanor. Their competence is shown through their ability to correct the mistake and provide clear information about the organization, suggesting they are knowledgeable and articulate.

user2 (EE):
  warmth: high
  competence: low
  explanation: EE shows warmth by expressing interest in learning more about the organization, indicating openness and engagement. However, their competence is perceived as low due to their lack of initial knowledge about the organization, which is a common and understandable gap.","The conversation begins with ER introducing a topic, but quickly correcting a mistake, showing a willingness to clarify and ensure accurate communication. EE expresses curiosity, prompting ER to apologize for the error and provide more detailed information. ER's approach is patient and informative, aiming to engage EE's interest and understanding. Throughout, ER maintains a helpful and corrective tone, while EE remains open and inquisitive, fostering a cooperative and informative exchange."
P4G,20180825-075913_208_live,0,ER,train,Would you be interested in donating to Save the Children ?,To solicit a donation for Save the Children.,0.0,0,ER is asking EE if they would be interested in donating to Save the Children. EE expresses a general interest in donating and requests more information about the organization.,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER initiates the conversation with a charitable request, indicating a prosocial and warm demeanor. The ability to engage in such a conversation suggests competence in communication and understanding of the cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE expresses a willingness to donate, showing warmth and a positive attitude. By asking for more information, EE demonstrates competence, indicating an interest in understanding the details before committing.","The conversation begins with ER initiating a request for a donation to Save the Children. EE responds positively, expressing a general willingness to donate. EE then seeks more information, indicating an openness to consider the request further. ER's approach is straightforward, while EE's response is inquisitive and open-minded, suggesting a potential for engagement if provided with additional details. The interaction is cooperative, with EE showing interest in learning more before making a decision."
P4G,20180825-075913_208_live,1,EE,train,I am one who like to donate.,To express a general willingness to donate.,0.0,0,ER is asking EE if they would be interested in donating to Save the Children. EE expresses a general interest in donating and requests more information about the organization.,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER initiates the conversation with a charitable request, indicating a prosocial and warm demeanor. The ability to engage in such a conversation suggests competence in communication and understanding of the cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE expresses a willingness to donate, showing warmth and a positive attitude. By asking for more information, EE demonstrates competence, indicating an interest in understanding the details before committing.","The conversation begins with ER initiating a request for a donation to Save the Children. EE responds positively, expressing a general willingness to donate. EE then seeks more information, indicating an openness to consider the request further. ER's approach is straightforward, while EE's response is inquisitive and open-minded, suggesting a potential for engagement if provided with additional details. The interaction is cooperative, with EE showing interest in learning more before making a decision."
P4G,20180825-075913_208_live,2,EE,train,Can you tell me more about it?,To request more information about the charity.,0.0,0,ER is asking EE if they would be interested in donating to Save the Children. EE expresses a general interest in donating and requests more information about the organization.,"user1 (ER):
  warmth: high
  competence: high
  explanation: ER initiates the conversation with a charitable request, indicating a prosocial and warm demeanor. The ability to engage in such a conversation suggests competence in communication and understanding of the cause.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE expresses a willingness to donate, showing warmth and a positive attitude. By asking for more information, EE demonstrates competence, indicating an interest in understanding the details before committing.","The conversation begins with ER initiating a request for a donation to Save the Children. EE responds positively, expressing a general willingness to donate. EE then seeks more information, indicating an openness to consider the request further. ER's approach is straightforward, while EE's response is inquisitive and open-minded, suggesting a potential for engagement if provided with additional details. The interaction is cooperative, with EE showing interest in learning more before making a decision."
P4G,20180825-080131_220_live,0,ER,train,Hello there!,Greeting,0.15,1,"ER introduces the international organization Save the Children to EE, explaining that it is a non-governmental organization focused on promoting children's rights, providing relief, and supporting children in developing countries. EE is somewhat familiar with the organization but not entirely sure about its specifics.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER initiates the conversation with a friendly greeting and provides informative details about an organization, indicating a willingness to share knowledge and engage positively, reflecting both high warmth and competence.

user2 (EE):
  warmth: low
  competence: low
  explanation: EE responds with minimal engagement and shows limited knowledge about the topic, which suggests a lack of enthusiasm and expertise, resulting in perceptions of low warmth and competence.","The conversation begins with a friendly greeting from ER, who then introduces the topic of an international organization. EE responds with mild familiarity but uncertainty. ER takes on an informative role, providing a brief explanation about the organization. The interaction is characterized by ER's intention to inform and EE's openness to learning, with ER maintaining a persuasive and educational approach throughout."
P4G,20180825-080131_220_live,1,ER,train,Have you heard of the international organization Save the Children?,Introducing topic,0.15,1,"ER introduces the international organization Save the Children to EE, explaining that it is a non-governmental organization focused on promoting children's rights, providing relief, and supporting children in developing countries. EE is somewhat familiar with the organization but not entirely sure about its specifics.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER initiates the conversation with a friendly greeting and provides informative details about an organization, indicating a willingness to share knowledge and engage positively, reflecting both high warmth and competence.

user2 (EE):
  warmth: low
  competence: low
  explanation: EE responds with minimal engagement and shows limited knowledge about the topic, which suggests a lack of enthusiasm and expertise, resulting in perceptions of low warmth and competence.","The conversation begins with a friendly greeting from ER, who then introduces the topic of an international organization. EE responds with mild familiarity but uncertainty. ER takes on an informative role, providing a brief explanation about the organization. The interaction is characterized by ER's intention to inform and EE's openness to learning, with ER maintaining a persuasive and educational approach throughout."
P4G,20180825-080131_220_live,2,EE,train,Hi.,Greeting,0.15,1,"ER introduces the international organization Save the Children to EE, explaining that it is a non-governmental organization focused on promoting children's rights, providing relief, and supporting children in developing countries. EE is somewhat familiar with the organization but not entirely sure about its specifics.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER initiates the conversation with a friendly greeting and provides informative details about an organization, indicating a willingness to share knowledge and engage positively, reflecting both high warmth and competence.

user2 (EE):
  warmth: low
  competence: low
  explanation: EE responds with minimal engagement and shows limited knowledge about the topic, which suggests a lack of enthusiasm and expertise, resulting in perceptions of low warmth and competence.","The conversation begins with a friendly greeting from ER, who then introduces the topic of an international organization. EE responds with mild familiarity but uncertainty. ER takes on an informative role, providing a brief explanation about the organization. The interaction is characterized by ER's intention to inform and EE's openness to learning, with ER maintaining a persuasive and educational approach throughout."
P4G,20180825-080131_220_live,3,EE,train,It sounds familiar but I'm not sure.,Expressing uncertainty,0.15,1,"ER introduces the international organization Save the Children to EE, explaining that it is a non-governmental organization focused on promoting children's rights, providing relief, and supporting children in developing countries. EE is somewhat familiar with the organization but not entirely sure about its specifics.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER initiates the conversation with a friendly greeting and provides informative details about an organization, indicating a willingness to share knowledge and engage positively, reflecting both high warmth and competence.

user2 (EE):
  warmth: low
  competence: low
  explanation: EE responds with minimal engagement and shows limited knowledge about the topic, which suggests a lack of enthusiasm and expertise, resulting in perceptions of low warmth and competence.","The conversation begins with a friendly greeting from ER, who then introduces the topic of an international organization. EE responds with mild familiarity but uncertainty. ER takes on an informative role, providing a brief explanation about the organization. The interaction is characterized by ER's intention to inform and EE's openness to learning, with ER maintaining a persuasive and educational approach throughout."
P4G,20180825-080131_220_live,4,ER,train,"Save the Children is a non-governmental organizaton that promotes children's rights, provides relief, and helps support children in developing countries.",Providing information,0.15,1,"ER introduces the international organization Save the Children to EE, explaining that it is a non-governmental organization focused on promoting children's rights, providing relief, and supporting children in developing countries. EE is somewhat familiar with the organization but not entirely sure about its specifics.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER initiates the conversation with a friendly greeting and provides informative details about an organization, indicating a willingness to share knowledge and engage positively, reflecting both high warmth and competence.

user2 (EE):
  warmth: low
  competence: low
  explanation: EE responds with minimal engagement and shows limited knowledge about the topic, which suggests a lack of enthusiasm and expertise, resulting in perceptions of low warmth and competence.","The conversation begins with a friendly greeting from ER, who then introduces the topic of an international organization. EE responds with mild familiarity but uncertainty. ER takes on an informative role, providing a brief explanation about the organization. The interaction is characterized by ER's intention to inform and EE's openness to learning, with ER maintaining a persuasive and educational approach throughout."
P4G,20180825-080436_824_live,0,ER,train,"Hello, I support the Save the Children Federation and I am looking to obtain contributions for this worthy cause",Introduce the cause and seek contributions,10.0,1,"The conversation involves ER seeking contributions for the Save the Children Federation, a global charity aiding children and families in emergencies. EE inquires about the charity's activities and confirms its worldwide, non-discriminatory nature.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing support for a charitable cause and emphasizing non-discrimination. Their competence is high as they provide clear information about the charity's global reach and purpose.

user2 (EE):
  warmth: low
  competence: high
  explanation: EE's warmth is low due to their direct and questioning approach, which lacks expressions of empathy or support. However, their competence is high as they ask relevant questions to gather more information about the charity.","The conversation begins with ER expressing a supportive and persuasive intention to gather contributions for a charity. EE responds with curiosity and seeks clarification about the charity's activities and scope. ER maintains a consistent informative and persuasive approach, providing answers to EE's inquiries. EE's questions indicate a cautious interest, while ER's responses aim to build trust and credibility for the charity's global and inclusive mission."
P4G,20180825-080436_824_live,1,EE,train,"Hello, what do the Save the Children Federation do?",Request information about the organization,10.0,1,"The conversation involves ER seeking contributions for the Save the Children Federation, a global charity aiding children and families in emergencies. EE inquires about the charity's activities and confirms its worldwide, non-discriminatory nature.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing support for a charitable cause and emphasizing non-discrimination. Their competence is high as they provide clear information about the charity's global reach and purpose.

user2 (EE):
  warmth: low
  competence: high
  explanation: EE's warmth is low due to their direct and questioning approach, which lacks expressions of empathy or support. However, their competence is high as they ask relevant questions to gather more information about the charity.","The conversation begins with ER expressing a supportive and persuasive intention to gather contributions for a charity. EE responds with curiosity and seeks clarification about the charity's activities and scope. ER maintains a consistent informative and persuasive approach, providing answers to EE's inquiries. EE's questions indicate a cautious interest, while ER's responses aim to build trust and credibility for the charity's global and inclusive mission."
P4G,20180825-080436_824_live,2,ER,train,The Save the Children Federation helps children and families in emergency situations,Provide information about the organization's mission,10.0,1,"The conversation involves ER seeking contributions for the Save the Children Federation, a global charity aiding children and families in emergencies. EE inquires about the charity's activities and confirms its worldwide, non-discriminatory nature.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing support for a charitable cause and emphasizing non-discrimination. Their competence is high as they provide clear information about the charity's global reach and purpose.

user2 (EE):
  warmth: low
  competence: high
  explanation: EE's warmth is low due to their direct and questioning approach, which lacks expressions of empathy or support. However, their competence is high as they ask relevant questions to gather more information about the charity.","The conversation begins with ER expressing a supportive and persuasive intention to gather contributions for a charity. EE responds with curiosity and seeks clarification about the charity's activities and scope. ER maintains a consistent informative and persuasive approach, providing answers to EE's inquiries. EE's questions indicate a cautious interest, while ER's responses aim to build trust and credibility for the charity's global and inclusive mission."
P4G,20180825-080436_824_live,3,EE,train,Such as?,Request specific examples of the organization's work,10.0,1,"The conversation involves ER seeking contributions for the Save the Children Federation, a global charity aiding children and families in emergencies. EE inquires about the charity's activities and confirms its worldwide, non-discriminatory nature.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing support for a charitable cause and emphasizing non-discrimination. Their competence is high as they provide clear information about the charity's global reach and purpose.

user2 (EE):
  warmth: low
  competence: high
  explanation: EE's warmth is low due to their direct and questioning approach, which lacks expressions of empathy or support. However, their competence is high as they ask relevant questions to gather more information about the charity.","The conversation begins with ER expressing a supportive and persuasive intention to gather contributions for a charity. EE responds with curiosity and seeks clarification about the charity's activities and scope. ER maintains a consistent informative and persuasive approach, providing answers to EE's inquiries. EE's questions indicate a cautious interest, while ER's responses aim to build trust and credibility for the charity's global and inclusive mission."
P4G,20180825-080436_824_live,4,EE,train,Is it a global charity?,Clarify the scope of the organization's operations,10.0,1,"The conversation involves ER seeking contributions for the Save the Children Federation, a global charity aiding children and families in emergencies. EE inquires about the charity's activities and confirms its worldwide, non-discriminatory nature.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing support for a charitable cause and emphasizing non-discrimination. Their competence is high as they provide clear information about the charity's global reach and purpose.

user2 (EE):
  warmth: low
  competence: high
  explanation: EE's warmth is low due to their direct and questioning approach, which lacks expressions of empathy or support. However, their competence is high as they ask relevant questions to gather more information about the charity.","The conversation begins with ER expressing a supportive and persuasive intention to gather contributions for a charity. EE responds with curiosity and seeks clarification about the charity's activities and scope. ER maintains a consistent informative and persuasive approach, providing answers to EE's inquiries. EE's questions indicate a cautious interest, while ER's responses aim to build trust and credibility for the charity's global and inclusive mission."
P4G,20180825-080436_824_live,5,ER,train,"Yes, It is a world wide charity, that does not discriminate",Confirm the global nature of the organization,10.0,1,"The conversation involves ER seeking contributions for the Save the Children Federation, a global charity aiding children and families in emergencies. EE inquires about the charity's activities and confirms its worldwide, non-discriminatory nature.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER demonstrates high warmth by expressing support for a charitable cause and emphasizing non-discrimination. Their competence is high as they provide clear information about the charity's global reach and purpose.

user2 (EE):
  warmth: low
  competence: high
  explanation: EE's warmth is low due to their direct and questioning approach, which lacks expressions of empathy or support. However, their competence is high as they ask relevant questions to gather more information about the charity.","The conversation begins with ER expressing a supportive and persuasive intention to gather contributions for a charity. EE responds with curiosity and seeks clarification about the charity's activities and scope. ER maintains a consistent informative and persuasive approach, providing answers to EE's inquiries. EE's questions indicate a cautious interest, while ER's responses aim to build trust and credibility for the charity's global and inclusive mission."
P4G,20180825-080802_964_live,0,ER,train,"Hi, good morning!",Greeting,1.0,1,The conversation is a brief exchange where ER greets EE and inquires if they've read about the charity Save the Children. EE responds that they haven't read anything recently but are somewhat familiar with the charity.,"user1 (ER):
  warmth: high
  competence: high
  explanation: User1 initiates the conversation with a friendly greeting and shows interest in discussing a charitable organization, suggesting a cooperative and considerate demeanor. Their inquiry about the charity indicates they are informed and engaged, reflecting competence.

user2 (EE):
  warmth: low
  competence: low
  explanation: User2 responds with minimal engagement and does not reciprocate the friendly greeting. Their admission of not having read about the charity and providing only a vague familiarity suggests a lack of initiative and depth in the topic, indicating lower competence.","The conversation begins with a friendly greeting and a question about prior research on a charity. The first speaker seems interested in discussing the topic, while the second speaker admits to not having read about it but expresses some familiarity. The exchange maintains a cordial tone, with the first speaker likely aiming to inform or discuss further, while the second speaker remains open but not fully prepared to engage deeply."
P4G,20180825-080802_964_live,1,EE,train,Hello!,Greeting,1.0,1,The conversation is a brief exchange where ER greets EE and inquires if they've read about the charity Save the Children. EE responds that they haven't read anything recently but are somewhat familiar with the charity.,"user1 (ER):
  warmth: high
  competence: high
  explanation: User1 initiates the conversation with a friendly greeting and shows interest in discussing a charitable organization, suggesting a cooperative and considerate demeanor. Their inquiry about the charity indicates they are informed and engaged, reflecting competence.

user2 (EE):
  warmth: low
  competence: low
  explanation: User2 responds with minimal engagement and does not reciprocate the friendly greeting. Their admission of not having read about the charity and providing only a vague familiarity suggests a lack of initiative and depth in the topic, indicating lower competence.","The conversation begins with a friendly greeting and a question about prior research on a charity. The first speaker seems interested in discussing the topic, while the second speaker admits to not having read about it but expresses some familiarity. The exchange maintains a cordial tone, with the first speaker likely aiming to inform or discuss further, while the second speaker remains open but not fully prepared to engage deeply."
P4G,20180825-080802_964_live,2,ER,train,Were you able to read a little about the charity Save the Children?,Inquiry about prior knowledge,1.0,1,The conversation is a brief exchange where ER greets EE and inquires if they've read about the charity Save the Children. EE responds that they haven't read anything recently but are somewhat familiar with the charity.,"user1 (ER):
  warmth: high
  competence: high
  explanation: User1 initiates the conversation with a friendly greeting and shows interest in discussing a charitable organization, suggesting a cooperative and considerate demeanor. Their inquiry about the charity indicates they are informed and engaged, reflecting competence.

user2 (EE):
  warmth: low
  competence: low
  explanation: User2 responds with minimal engagement and does not reciprocate the friendly greeting. Their admission of not having read about the charity and providing only a vague familiarity suggests a lack of initiative and depth in the topic, indicating lower competence.","The conversation begins with a friendly greeting and a question about prior research on a charity. The first speaker seems interested in discussing the topic, while the second speaker admits to not having read about it but expresses some familiarity. The exchange maintains a cordial tone, with the first speaker likely aiming to inform or discuss further, while the second speaker remains open but not fully prepared to engage deeply."
P4G,20180825-080802_964_live,3,EE,train,"No, I didn't see anything.",Response to inquiry,1.0,1,The conversation is a brief exchange where ER greets EE and inquires if they've read about the charity Save the Children. EE responds that they haven't read anything recently but are somewhat familiar with the charity.,"user1 (ER):
  warmth: high
  competence: high
  explanation: User1 initiates the conversation with a friendly greeting and shows interest in discussing a charitable organization, suggesting a cooperative and considerate demeanor. Their inquiry about the charity indicates they are informed and engaged, reflecting competence.

user2 (EE):
  warmth: low
  competence: low
  explanation: User2 responds with minimal engagement and does not reciprocate the friendly greeting. Their admission of not having read about the charity and providing only a vague familiarity suggests a lack of initiative and depth in the topic, indicating lower competence.","The conversation begins with a friendly greeting and a question about prior research on a charity. The first speaker seems interested in discussing the topic, while the second speaker admits to not having read about it but expresses some familiarity. The exchange maintains a cordial tone, with the first speaker likely aiming to inform or discuss further, while the second speaker remains open but not fully prepared to engage deeply."
P4G,20180825-080802_964_live,4,EE,train,I'm a little familiar with the charity though.,Providing additional information,1.0,1,The conversation is a brief exchange where ER greets EE and inquires if they've read about the charity Save the Children. EE responds that they haven't read anything recently but are somewhat familiar with the charity.,"user1 (ER):
  warmth: high
  competence: high
  explanation: User1 initiates the conversation with a friendly greeting and shows interest in discussing a charitable organization, suggesting a cooperative and considerate demeanor. Their inquiry about the charity indicates they are informed and engaged, reflecting competence.

user2 (EE):
  warmth: low
  competence: low
  explanation: User2 responds with minimal engagement and does not reciprocate the friendly greeting. Their admission of not having read about the charity and providing only a vague familiarity suggests a lack of initiative and depth in the topic, indicating lower competence.","The conversation begins with a friendly greeting and a question about prior research on a charity. The first speaker seems interested in discussing the topic, while the second speaker admits to not having read about it but expresses some familiarity. The exchange maintains a cordial tone, with the first speaker likely aiming to inform or discuss further, while the second speaker remains open but not fully prepared to engage deeply."
P4G,20180825-081502_364_live,0,ER,train,Hi!,Greeting the other person,0.0,0,"ER and EE are having a friendly conversation about the beautiful weather. ER mentions enjoying the weather while sitting at their desk, and EE expresses a desire to take a walk later to enjoy the day.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER initiates the conversation with a friendly greeting and shows interest in user2's well-being, indicating high warmth. They also express contentment and engage in the conversation smoothly, suggesting high competence.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE reciprocates the friendly tone and shares their positive feelings about the day, demonstrating high warmth. Their engagement and ability to maintain the flow of conversation indicate high competence.","The conversation begins with friendly greetings and mutual inquiries about well-being, establishing a positive and casual tone. Both speakers express contentment and appreciation for the weather, creating a shared sense of enjoyment. The conversation maintains a light and upbeat sentiment throughout, with both participants expressing intentions to enjoy the day, suggesting a mutual interest in leisure and relaxation."
P4G,20180825-081502_364_live,1,ER,train,How are you today?,Inquiring about the other person's well-being,0.0,0,"ER and EE are having a friendly conversation about the beautiful weather. ER mentions enjoying the weather while sitting at their desk, and EE expresses a desire to take a walk later to enjoy the day.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER initiates the conversation with a friendly greeting and shows interest in user2's well-being, indicating high warmth. They also express contentment and engage in the conversation smoothly, suggesting high competence.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE reciprocates the friendly tone and shares their positive feelings about the day, demonstrating high warmth. Their engagement and ability to maintain the flow of conversation indicate high competence.","The conversation begins with friendly greetings and mutual inquiries about well-being, establishing a positive and casual tone. Both speakers express contentment and appreciation for the weather, creating a shared sense of enjoyment. The conversation maintains a light and upbeat sentiment throughout, with both participants expressing intentions to enjoy the day, suggesting a mutual interest in leisure and relaxation."
P4G,20180825-081502_364_live,2,EE,train,Hey there how's it going?,Greeting the other person and asking about their well-being,0.0,0,"ER and EE are having a friendly conversation about the beautiful weather. ER mentions enjoying the weather while sitting at their desk, and EE expresses a desire to take a walk later to enjoy the day.","user1 (ER):
  warmth: high
  competence: high
  explanation: ER initiates the conversation with a friendly greeting and shows interest in user2's well-being, indicating high warmth. They also express contentment and engage in the conversation smoothly, suggesting high competence.

user2 (EE):
  warmth: high
  competence: high
  explanation: EE reciprocates the friendly tone and shares their positive feelings about the day, demonstrating high warmth. Their engagement and ability to maintain the flow of conversation indicate high competence.","The conversation begins with friendly greetings and mutual inquiries about well-being, establishing a positive and casual tone. Both speakers express contentment and appreciation for the weather, creating a shared sense of enjoyment. The conversation maintains a light and upbeat sentiment throughout, with both participants expressing intentions to enjoy the day, suggesting a mutual interest in leisure and relaxation."
