dataset,dialogue_id,utterance_idx,speaker,utterance,gpt-4o_speaker_intention
ji,8d9f0d18-1d6e-11e9-86a2-6c96cfdf0295,6,recruiter,Google could maybe work,Indicate potential availability at Google
ji,8d9f0d18-1d6e-11e9-86a2-6c96cfdf0295,7,worker,i should say a manager position,Clarify the type of position they are interested in
ji,8d9f0d18-1d6e-11e9-86a2-6c96cfdf0295,8,recruiter,Are you willing to work in beijing?,Inquire about the worker's willingness to relocate
ji,8d9f0d18-1d6e-11e9-86a2-6c96cfdf0295,9,worker,its the one place i would prefer not to,Express unwillingness to relocate to Beijing
ji,8d9f0d18-1d6e-11e9-86a2-6c96cfdf0295,10,worker,any other of the other 3 i am completely fine with,Express openness to other locations
ji,8d9f0d18-1d6e-11e9-86a2-6c96cfdf0295,11,worker,in exchange i will accept a low low salary,Offer to accept a lower salary in exchange for preferred location
ji,8d9f0d18-1d6e-11e9-86a2-6c96cfdf0295,12,recruiter,let's try seoul,Suggest an alternative location
ji,8d9f0d18-1d6e-11e9-86a2-6c96cfdf0295,13,worker,ok how about this,Propose a negotiation or counteroffer
ji,8d9f0d18-1d6e-11e9-86a2-6c96cfdf0295,14,recruiter,I'll have to bump down holidays,Indicate a potential trade-off in terms of benefits
ji,8d9f0d18-1d6e-11e9-86a2-6c96cfdf0295,15,worker,3 acceptable?,Seek confirmation on the acceptability of the trade-off
ji,8d9f0d18-1d6e-11e9-86a2-6c96cfdf0295,16,recruiter,The position isn't our top priority and the location isn't ideal for us,Express that the position and location are not priorities
ji,8d9f0d18-1d6e-11e9-86a2-6c96cfdf0295,17,worker,ok i accept thank you,Accept the offer and express gratitude
ji,97009ee4-1d6e-11e9-a5af-6c96cfdf0295,0,recruiter,Hi,Initiate conversation
ji,97009ee4-1d6e-11e9-a5af-6c96cfdf0295,1,worker,hello,Respond to greeting
ji,97009ee4-1d6e-11e9-a5af-6c96cfdf0295,2,recruiter,What kind of packages do you hav available?,Inquire about available packages
ji,97009ee4-1d6e-11e9-a5af-6c96cfdf0295,3,worker,I'm not sure what kind of packages you need,Express uncertainty and request clarification
ji,97009ee4-1d6e-11e9-a5af-6c96cfdf0295,4,recruiter,I am looking for a designer position at Amazon.,Specify interest in a designer position at Amazon
ji,97009ee4-1d6e-11e9-a5af-6c96cfdf0295,5,worker,"Oh, that's great.  I love designing",Express enthusiasm for designing
ji,97009ee4-1d6e-11e9-a5af-6c96cfdf0295,6,recruiter,Anywhere except for Tokyo.,Specify location preference by excluding Tokyo
ji,97009ee4-1d6e-11e9-a5af-6c96cfdf0295,7,worker,How about Seoul>,Suggest an alternative location (Seoul)
ji,97009ee4-1d6e-11e9-a5af-6c96cfdf0295,8,recruiter,Ok,Agree to the suggested location
ji,97009ee4-1d6e-11e9-a5af-6c96cfdf0295,9,recruiter,Perfect thanks.,Express satisfaction and gratitude
ji,89e2cdb8-1d6e-11e9-afac-6c96cfdf0295,0,worker,hello,initiate conversation
ji,89e2cdb8-1d6e-11e9-afac-6c96cfdf0295,1,recruiter,hello,acknowledge greeting
ji,89e2cdb8-1d6e-11e9-afac-6c96cfdf0295,2,worker,am looking for job in google or amazon,express desire to find a job at Google or Amazon
ji,89e2cdb8-1d6e-11e9-afac-6c96cfdf0295,3,recruiter,how about this?,offer a job opportunity
ji,89e2cdb8-1d6e-11e9-afac-6c96cfdf0295,4,recruiter,working with amazon in tokyo?,specify job location and company
ji,89e2cdb8-1d6e-11e9-afac-6c96cfdf0295,5,recruiter,A designer position is available that looks like it would suit you,provide job details and suggest suitability
ji,89e2cdb8-1d6e-11e9-afac-6c96cfdf0295,6,worker,i can work anywhere am flexible,express willingness to work in any location
ji,89e2cdb8-1d6e-11e9-afac-6c96cfdf0295,7,recruiter,"the weekly holiday is close to being what we would like to achieve, what about this?",highlight a job benefit to persuade the worker
ji,945bfbb6-1d6e-11e9-b9aa-6c96cfdf0295,0,recruiter,hey,Initiate conversation
ji,945bfbb6-1d6e-11e9-b9aa-6c96cfdf0295,1,worker,hi,Respond to greeting
ji,945bfbb6-1d6e-11e9-b9aa-6c96cfdf0295,2,recruiter,what position are you looking for,Inquire about the worker's job preference
ji,945bfbb6-1d6e-11e9-b9aa-6c96cfdf0295,3,worker,"amazon sales, ideally, id give up the salary for that",Express desire for a specific position and willingness to negotiate salary
ji,945bfbb6-1d6e-11e9-b9aa-6c96cfdf0295,4,recruiter,ok,Acknowledge the worker's preference
ji,945bfbb6-1d6e-11e9-b9aa-6c96cfdf0295,5,recruiter,sydney or beijing,Inquire about preferred work location
ji,945bfbb6-1d6e-11e9-b9aa-6c96cfdf0295,6,worker,"workplace, tokyo or beijing",Clarify preferred work locations
ji,945bfbb6-1d6e-11e9-b9aa-6c96cfdf0295,7,worker,beijing,Confirm preference for Beijing
ji,945bfbb6-1d6e-11e9-b9aa-6c96cfdf0295,8,worker,"thats in the 60s for me, ill meet you in the middle with holidays",Propose a negotiation on salary and holidays
ji,92aa842c-1d6e-11e9-9793-6c96cfdf0295,0,recruiter,hey are you here?,To check the presence of the worker
ji,92aa842c-1d6e-11e9-9793-6c96cfdf0295,1,worker,hey,To acknowledge the recruiter's message
ji,92aa842c-1d6e-11e9-9793-6c96cfdf0295,2,worker,yes,To confirm their presence
ji,92aa842c-1d6e-11e9-9793-6c96cfdf0295,3,recruiter,can I get designer at amazon?,To inquire about the possibility of a designer position at Amazon
ji,92aa842c-1d6e-11e9-9793-6c96cfdf0295,4,recruiter,nvmd,To retract the previous question
ji,92aa842c-1d6e-11e9-9793-6c96cfdf0295,5,recruiter,you're worker,To acknowledge the worker's identity
ji,92aa842c-1d6e-11e9-9793-6c96cfdf0295,6,worker,what about google engineer,To inquire about the possibility of an engineering position at Google
ji,92aa842c-1d6e-11e9-9793-6c96cfdf0295,7,recruiter,which job do you like?,To understand the worker's job preference
ji,92aa842c-1d6e-11e9-9793-6c96cfdf0295,8,recruiter,sure,To agree or confirm the possibility of a job
ji,92aa842c-1d6e-11e9-9793-6c96cfdf0295,9,worker,in sydney,To specify the desired job location
ji,92aa842c-1d6e-11e9-9793-6c96cfdf0295,10,worker,can we get a higher salary,To negotiate for a higher salary
ji,92aa842c-1d6e-11e9-9793-6c96cfdf0295,11,recruiter,Ill give you 36 if you keep the holidays at 4,To offer a specific salary with a condition on holidays
ji,91b18624-1d6e-11e9-af45-6c96cfdf0295,0,worker,sales at Amazon,To inform the recruiter about their current job position
ji,91b18624-1d6e-11e9-af45-6c96cfdf0295,1,worker,Beijing 6 days a week,To provide information about their work location and schedule
ji,91b18624-1d6e-11e9-af45-6c96cfdf0295,2,worker,35/hr,To state their current hourly wage
ji,91b18624-1d6e-11e9-af45-6c96cfdf0295,3,recruiter,$15,To propose an initial offer for the hourly wage
ji,91b18624-1d6e-11e9-af45-6c96cfdf0295,4,worker,Way too low. $25,To express dissatisfaction with the offer and propose a counteroffer
ji,91b18624-1d6e-11e9-af45-6c96cfdf0295,5,recruiter,$20,To negotiate by increasing the offer
ji,91b18624-1d6e-11e9-af45-6c96cfdf0295,6,worker,$22,To continue negotiating by slightly increasing their counteroffer
ji,91b18624-1d6e-11e9-af45-6c96cfdf0295,7,recruiter,$21,To make a final counteroffer
ji,91b18624-1d6e-11e9-af45-6c96cfdf0295,8,worker,deal?,To seek confirmation on the acceptance of the offer
ji,91b18624-1d6e-11e9-af45-6c96cfdf0295,9,recruiter,$21,To confirm the final offer
ji,91b18624-1d6e-11e9-af45-6c96cfdf0295,10,worker,ok,To accept the final offer
ji,8f285ac2-1d6e-11e9-9b54-6c96cfdf0295,0,recruiter,hello there!,Initiate conversation and greet the worker.
ji,8f285ac2-1d6e-11e9-9b54-6c96cfdf0295,1,worker,Hello,Respond to the greeting and acknowledge the recruiter.
ji,8f285ac2-1d6e-11e9-9b54-6c96cfdf0295,2,recruiter,tell me about your skills/the positions you'd be looking for,Request information about the worker's skills and job preferences.
ji,8f285ac2-1d6e-11e9-9b54-6c96cfdf0295,3,worker,"I am looking for an engineering position at Amazon or Apple, or sales at either if they are availabl",Express desire for specific job positions at Amazon or Apple.
ji,8f285ac2-1d6e-11e9-9b54-6c96cfdf0295,4,worker,e,Clarify the previous message due to a typing error.
ji,8f285ac2-1d6e-11e9-9b54-6c96cfdf0295,5,worker,I really need a larger salary due to my experience in the field,Express need for a higher salary based on experience.
ji,8f285ac2-1d6e-11e9-9b54-6c96cfdf0295,6,worker,I am willing to take less days off,Indicate willingness to compromise on days off for a better salary.
ji,8f285ac2-1d6e-11e9-9b54-6c96cfdf0295,7,recruiter,"if you want a high salary, you'll need to work engineering at google or facebook. Or if you're comfortable with it, the highest pay is coming from facebook and google managerial positions",Provide information on where high salaries can be found and suggest alternatives.
ji,8f285ac2-1d6e-11e9-9b54-6c96cfdf0295,8,worker,And can work in Seoul or Beijing,State flexibility in working location.
ji,8f285ac2-1d6e-11e9-9b54-6c96cfdf0295,9,recruiter,I can see what I can do for you with Amazon though if you'd like,Offer to explore opportunities at Amazon for the worker.
ji,8f285ac2-1d6e-11e9-9b54-6c96cfdf0295,10,worker,Facebook engineering would be better for good pay and location,Express preference for a Facebook engineering position for better pay and location.
ji,8f285ac2-1d6e-11e9-9b54-6c96cfdf0295,11,recruiter,I'll give you the requested location,Agree to accommodate the worker's location request.
ji,8f285ac2-1d6e-11e9-9b54-6c96cfdf0295,12,worker,I am willing to see what we can do with FB,Show openness to exploring opportunities with Facebook.
ji,8f285ac2-1d6e-11e9-9b54-6c96cfdf0295,13,worker,Seoul would be best,Express preference for Seoul as the best location.
ji,8f285ac2-1d6e-11e9-9b54-6c96cfdf0295,14,recruiter,"this will be the best in Beijing. Seoul has no positions. If you want a higher salary, you'll need to go to Tokyo.",Inform the worker about the best available position in Beijing and suggest Tokyo for higher salary.
ji,8f285ac2-1d6e-11e9-9b54-6c96cfdf0295,15,worker,Would have to have max pay and at least 4 days off.  I might could do Tokyo for Amazon.,State conditions for accepting a position in Tokyo  including maximum pay and days off.
ji,8f285ac2-1d6e-11e9-9b54-6c96cfdf0295,16,worker,"Could go down to 3 days off, but the salary is still way low.",Indicate willingness to reduce days off but express dissatisfaction with the salary.
ji,8f285ac2-1d6e-11e9-9b54-6c96cfdf0295,17,recruiter,"that's the best salary for the position you're looking for, I told you what was in demand",Reiterate that the offered salary is the best available for the desired position.
ji,8f285ac2-1d6e-11e9-9b54-6c96cfdf0295,18,worker,"I can't take that, your first offer was better.",Reject the current offer and express preference for the initial offer.
ji,96db1340-1d6e-11e9-8cec-6c96cfdf0295,0,worker,hello,initiate conversation
ji,96db1340-1d6e-11e9-8cec-6c96cfdf0295,1,recruiter,hello!,acknowledge greeting and reciprocate
ji,96db1340-1d6e-11e9-8cec-6c96cfdf0295,2,recruiter,i have great google jobs!,inform about job opportunities
ji,96db1340-1d6e-11e9-8cec-6c96cfdf0295,3,recruiter,manager or designer,provide specific job roles available
ji,96db1340-1d6e-11e9-8cec-6c96cfdf0295,4,worker,im looking for something in beijing,express location preference for job
ji,96db1340-1d6e-11e9-8cec-6c96cfdf0295,5,worker,i would love a Designer google job,express interest in a specific job role
ji,96db1340-1d6e-11e9-8cec-6c96cfdf0295,6,recruiter,ok great,acknowledge worker's interest
ji,96db1340-1d6e-11e9-8cec-6c96cfdf0295,7,recruiter,as far as beijing... it is very very low for me so i can do that but i wont be able tog vie you a high salary or holiday,explain limitations regarding location preference
ji,96db1340-1d6e-11e9-8cec-6c96cfdf0295,8,recruiter,to give*,correct previous message
ji,96db1340-1d6e-11e9-8cec-6c96cfdf0295,9,worker,tokyo ?,inquire about alternative location
ji,96db1340-1d6e-11e9-8cec-6c96cfdf0295,10,recruiter,it would be this,provide information about the alternative location
ji,96db1340-1d6e-11e9-8cec-6c96cfdf0295,11,recruiter,thats the best i can do because its so low,clarify limitations regarding the alternative location
ji,96db1340-1d6e-11e9-8cec-6c96cfdf0295,12,recruiter,if you can do seoul... i can do a lot more for you,suggest another location with better opportunities
ji,96db1340-1d6e-11e9-8cec-6c96cfdf0295,13,worker,let go to seoul,agree to consider the suggested location
ji,96db1340-1d6e-11e9-8cec-6c96cfdf0295,14,recruiter,are any of those working for you,confirm if the options are acceptable
ji,96db1340-1d6e-11e9-8cec-6c96cfdf0295,15,recruiter,ill meet you at 44?,suggest a meeting time
ji,96db1340-1d6e-11e9-8cec-6c96cfdf0295,16,worker,can you do this ?,seek confirmation or clarification
ji,94cf6358-1d6e-11e9-9dcf-6c96cfdf0295,0,worker,Hello,Initiate conversation
ji,94cf6358-1d6e-11e9-9dcf-6c96cfdf0295,1,recruiter,Hi,Respond to greeting
ji,94cf6358-1d6e-11e9-9dcf-6c96cfdf0295,2,recruiter,What are you looking for,Inquire about worker's job preferences
ji,94cf6358-1d6e-11e9-9dcf-6c96cfdf0295,3,recruiter,I have good apple manager jobs,Offer job opportunities at Apple
ji,94cf6358-1d6e-11e9-9dcf-6c96cfdf0295,4,worker,"Position is very important to me, Engineer or Designer",Express preference for specific job positions
ji,94cf6358-1d6e-11e9-9dcf-6c96cfdf0295,5,worker,I like Amazon or Google,Express preference for specific companies
ji,94cf6358-1d6e-11e9-9dcf-6c96cfdf0295,6,worker,How about more salary,Inquire about salary options
ji,94cf6358-1d6e-11e9-9dcf-6c96cfdf0295,7,recruiter,I can do 9 more an hour,Offer a salary increase
ji,94cf6358-1d6e-11e9-9dcf-6c96cfdf0295,8,worker,I think this is fair,Express agreement with the salary offer
ji,8aa81564-1d6e-11e9-abd2-6c96cfdf0295,0,recruiter,hello,Initiate conversation
ji,8aa81564-1d6e-11e9-abd2-6c96cfdf0295,1,worker,Hello!,Respond to greeting
ji,8aa81564-1d6e-11e9-abd2-6c96cfdf0295,2,recruiter,how can i help you,Offer assistance
ji,8aa81564-1d6e-11e9-abd2-6c96cfdf0295,3,worker,I am looking to become an engineer for Amazon,Express desire to work as an engineer at Amazon
ji,8aa81564-1d6e-11e9-abd2-6c96cfdf0295,4,recruiter,"sorry this is not available, i can do apple",Inform about unavailability and offer alternative
ji,8aa81564-1d6e-11e9-abd2-6c96cfdf0295,5,worker,I have not had very good experiences int he past with Apple,Express dissatisfaction with past experiences at Apple
ji,8aa81564-1d6e-11e9-abd2-6c96cfdf0295,6,worker,Is there an open engineering [position with facebook instead?,Inquire about engineering positions at Facebook
ji,8aa81564-1d6e-11e9-abd2-6c96cfdf0295,7,recruiter,we have designer for amazon,Inform about available designer position at Amazon
ji,8aa81564-1d6e-11e9-abd2-6c96cfdf0295,8,worker,oh great a designer with amazon would be great,Express interest in the designer position at Amazon
ji,8aa81564-1d6e-11e9-abd2-6c96cfdf0295,9,recruiter,engineer position only at Apple,Reiterate availability of engineer position only at Apple
ji,8aa81564-1d6e-11e9-abd2-6c96cfdf0295,10,worker,With the designer position at amazon I am looking to work 3-5 days,Specify work schedule preference for the designer position at Amazon
ji,92865f18-1d6e-11e9-b085-6c96cfdf0295,0,recruiter,hi,Initiate conversation
ji,92865f18-1d6e-11e9-b085-6c96cfdf0295,1,worker,hi,Respond to greeting
ji,92865f18-1d6e-11e9-b085-6c96cfdf0295,2,recruiter,what positions are available?,Inquire about available job positions
ji,92865f18-1d6e-11e9-b085-6c96cfdf0295,3,recruiter,Amazon engineer,Provide job position option
ji,92865f18-1d6e-11e9-b085-6c96cfdf0295,4,recruiter,or designer,Provide alternative job position option
ji,92865f18-1d6e-11e9-b085-6c96cfdf0295,5,recruiter,Sydney or Beijing,Provide location options for the job
ji,92865f18-1d6e-11e9-b085-6c96cfdf0295,6,recruiter,??,Prompt for a response or confirmation
ji,92865f18-1d6e-11e9-b085-6c96cfdf0295,7,worker,no,Reject the options provided
ji,92865f18-1d6e-11e9-b085-6c96cfdf0295,8,worker,that is bad,Express dissatisfaction with the options
ji,92865f18-1d6e-11e9-b085-6c96cfdf0295,9,recruiter,What should I change?,Seek feedback or suggestions for improvement
ji,92865f18-1d6e-11e9-b085-6c96cfdf0295,10,worker,"I would like google engineer, facebook engineer",Express preference for specific job positions
ji,92865f18-1d6e-11e9-b085-6c96cfdf0295,11,worker,or sales for any company,Provide additional job position preference
ji,92865f18-1d6e-11e9-b085-6c96cfdf0295,12,worker,seoul or sydney,Specify preferred job locations
ji,92865f18-1d6e-11e9-b085-6c96cfdf0295,13,worker,and flexible on the rest,Indicate flexibility on other job aspects
ji,8cc406f0-1d6e-11e9-9279-6c96cfdf0295,0,recruiter,Calling all managers!,To attract the attention of managers
ji,8cc406f0-1d6e-11e9-9279-6c96cfdf0295,1,recruiter,And designers!,To attract the attention of designers
ji,8cc406f0-1d6e-11e9-9279-6c96cfdf0295,2,recruiter,Amazon and Apple are hiring!,To inform about job openings at Amazon and Apple
ji,8cc406f0-1d6e-11e9-9279-6c96cfdf0295,3,worker,"Hi, I am looking for a job at Amazon or Google, could do a manager at Amazon if the weekly holiday is great.  Designer at Amazon would be better.",To express interest in a job at Amazon or Google and specify preferences
ji,8cc406f0-1d6e-11e9-9279-6c96cfdf0295,4,worker,Can work anywhere except Sydney.,To specify a location constraint for potential job opportunities
ji,8cc406f0-1d6e-11e9-9279-6c96cfdf0295,5,recruiter,"More days off is doable, but fewer workdays means a lower salary...",To inform about the trade-off between more days off and salary
ji,8cc406f0-1d6e-11e9-9279-6c96cfdf0295,6,worker,I will be willing to accept a lower salary.,To express willingness to accept a lower salary for more days off
ji,8a8e88a6-1d6e-11e9-a24c-6c96cfdf0295,0,recruiter,"Hi, how much are you looking to make?",To inquire about the worker's salary expectations
ji,8a8e88a6-1d6e-11e9-a24c-6c96cfdf0295,1,worker,I would like a hirer salary,To express a desire for a higher salary
ji,8a8e88a6-1d6e-11e9-a24c-6c96cfdf0295,2,recruiter,i can give you 20.00 and hour,To propose an initial salary offer
ji,8a8e88a6-1d6e-11e9-a24c-6c96cfdf0295,3,worker,I believe I deserve 35.00,To assert their belief in deserving a higher salary
ji,8a8e88a6-1d6e-11e9-a24c-6c96cfdf0295,4,recruiter,"That may be so, but in the market I can only offer 25",To justify the salary offer based on market conditions
ji,8a8e88a6-1d6e-11e9-a24c-6c96cfdf0295,5,worker,would you be willing to give me $30.00 an hour?,To negotiate for a higher salary than offered
ji,8a8e88a6-1d6e-11e9-a24c-6c96cfdf0295,6,recruiter,let's compromise at 27.00,To propose a compromise on the salary
ji,8a8e88a6-1d6e-11e9-a24c-6c96cfdf0295,7,worker,If you agree to $28.00 then I will accept the position.,To make a final counteroffer and express willingness to accept the position
ji,8a8e88a6-1d6e-11e9-a24c-6c96cfdf0295,8,recruiter,"ok, I will agree to 28.00",To agree to the worker's counteroffer
ji,92baaadc-1d6e-11e9-a717-6c96cfdf0295,0,worker,hi!,greet the recruiter
ji,92baaadc-1d6e-11e9-a717-6c96cfdf0295,1,recruiter,How are you today?,initiate small talk and check on the worker's well-being
ji,92baaadc-1d6e-11e9-a717-6c96cfdf0295,2,worker,im good,respond to the recruiter's inquiry and indicate a positive state
ji,92baaadc-1d6e-11e9-a717-6c96cfdf0295,3,worker,i have 2 minutes to complete this hit!,inform the recruiter of the time constraint for completing the task
ji,92baaadc-1d6e-11e9-a717-6c96cfdf0295,4,worker,or it expires,emphasize the urgency by stating the consequence of not completing the task in time
ji,92baaadc-1d6e-11e9-a717-6c96cfdf0295,5,worker,google jobs?,seek the recruiter's opinion or information about Google jobs
ji,92baaadc-1d6e-11e9-a717-6c96cfdf0295,6,worker,thoughts?,request the recruiter's thoughts or feedback on the previous question
ji,92baaadc-1d6e-11e9-a717-6c96cfdf0295,7,worker,counter?...,ask if the recruiter has a counteroffer or alternative suggestion
ji,92baaadc-1d6e-11e9-a717-6c96cfdf0295,8,recruiter,"Okay then, let's get started.",acknowledge the urgency and agree to proceed with the task
ji,92baaadc-1d6e-11e9-a717-6c96cfdf0295,9,worker,anything?,seek confirmation or response from the recruiter
ji,92baaadc-1d6e-11e9-a717-6c96cfdf0295,10,worker,40 seconds,remind the recruiter of the remaining time to emphasize urgency
ji,8b2e3aa4-1d6e-11e9-ac9e-6c96cfdf0295,0,worker,hello,initiate conversation
ji,8b2e3aa4-1d6e-11e9-ac9e-6c96cfdf0295,1,recruiter,hi there,acknowledge and reciprocate greeting
ji,8b2e3aa4-1d6e-11e9-ac9e-6c96cfdf0295,2,worker,I want a sales job at Google,express desire for a sales job at Google
ji,8b2e3aa4-1d6e-11e9-ac9e-6c96cfdf0295,3,worker,or enginner job at Google,express alternative desire for an engineering job at Google
ji,8b2e3aa4-1d6e-11e9-ac9e-6c96cfdf0295,4,worker,or engineer at facebook,express alternative desire for an engineering job at Facebook
ji,8b2e3aa4-1d6e-11e9-ac9e-6c96cfdf0295,5,worker,in Tokyo,express location preference for Tokyo
ji,8b2e3aa4-1d6e-11e9-ac9e-6c96cfdf0295,6,recruiter,how about manager at Facebook?,suggest alternative job position as a manager at Facebook
ji,8b2e3aa4-1d6e-11e9-ac9e-6c96cfdf0295,7,recruiter,"I can get you Beijing, it's close",suggest alternative location in Beijing
ji,8b2e3aa4-1d6e-11e9-ac9e-6c96cfdf0295,8,worker,"no, how about designer?",decline manager position and suggest interest in a designer role
ji,8b2e3aa4-1d6e-11e9-ac9e-6c96cfdf0295,9,worker,beijing works,accept alternative location in Beijing
ji,8b2e3aa4-1d6e-11e9-ac9e-6c96cfdf0295,10,recruiter,Facebook Designer in Beijing?,confirm understanding of worker's interest in a designer role at Facebook in Beijing
ji,8b2e3aa4-1d6e-11e9-ac9e-6c96cfdf0295,11,recruiter,I can do that,express capability to fulfill the request
ji,8b2e3aa4-1d6e-11e9-ac9e-6c96cfdf0295,12,worker,how is that?,seek confirmation or clarification on the offer
ji,8b2e3aa4-1d6e-11e9-ac9e-6c96cfdf0295,13,recruiter,I'll accept that,confirm acceptance of the proposed job arrangement
ji,93b92bca-1d6e-11e9-a90c-6c96cfdf0295,0,recruiter,hi,Initiate conversation
ji,93b92bca-1d6e-11e9-a90c-6c96cfdf0295,1,worker,hello! lets make a good deal for both of us,Express desire for a mutually beneficial agreement
ji,93b92bca-1d6e-11e9-a90c-6c96cfdf0295,2,recruiter,sounds great,Agree to the proposal of a mutually beneficial deal
ji,93b92bca-1d6e-11e9-a90c-6c96cfdf0295,3,recruiter,where would you like to work?,Inquire about the worker's preferred work location
ji,93b92bca-1d6e-11e9-a90c-6c96cfdf0295,4,worker,do you have a manager available at google?,Express interest in a managerial position at Google
ji,93b92bca-1d6e-11e9-a90c-6c96cfdf0295,5,worker,or apple?,Express interest in a managerial position at Apple
ji,93b92bca-1d6e-11e9-a90c-6c96cfdf0295,6,recruiter,i have lots of positions at google,Inform about available positions at Google
ji,93b92bca-1d6e-11e9-a90c-6c96cfdf0295,7,worker,manager?,Clarify interest in a managerial position
ji,93b92bca-1d6e-11e9-a90c-6c96cfdf0295,8,recruiter,manager frankly isnt ideal,Express that a managerial position is not ideal
ji,93b92bca-1d6e-11e9-a90c-6c96cfdf0295,9,recruiter,but i can swing it,Indicate willingness to accommodate the request
ji,93b92bca-1d6e-11e9-a90c-6c96cfdf0295,10,worker,sales?,Inquire about sales positions
ji,93b92bca-1d6e-11e9-a90c-6c96cfdf0295,11,recruiter,that is much better,Express preference for a sales position
ji,93b92bca-1d6e-11e9-a90c-6c96cfdf0295,12,recruiter,what about location?,Inquire about preferred work location
ji,93b92bca-1d6e-11e9-a90c-6c96cfdf0295,13,worker,tokyo,State preference for Tokyo as the work location
ji,93b92bca-1d6e-11e9-a90c-6c96cfdf0295,14,worker,?,Seek confirmation on the location preference
ji,93b92bca-1d6e-11e9-a90c-6c96cfdf0295,15,recruiter,done,Confirm agreement on the location
ji,93b92bca-1d6e-11e9-a90c-6c96cfdf0295,16,recruiter,holidays?,Inquire about holiday preferences
ji,93b92bca-1d6e-11e9-a90c-6c96cfdf0295,17,worker,i can compromise on salary if i get a good weekly holiday,Express willingness to compromise on salary for better holidays
ji,93b92bca-1d6e-11e9-a90c-6c96cfdf0295,18,worker,thats more important ot me,Emphasize the importance of holidays over salary
ji,93b92bca-1d6e-11e9-a90c-6c96cfdf0295,19,recruiter,ok,Acknowledge the worker's preference
ji,93b92bca-1d6e-11e9-a90c-6c96cfdf0295,20,worker,which ismore imp to you?,Inquire about the recruiter's priority between pay and holidays
ji,93b92bca-1d6e-11e9-a90c-6c96cfdf0295,21,recruiter,pay is more important to be low,Express preference for keeping pay low
ji,93b92bca-1d6e-11e9-a90c-6c96cfdf0295,22,recruiter,so i can give holidays,Indicate willingness to offer more holidays
ji,93b92bca-1d6e-11e9-a90c-6c96cfdf0295,23,recruiter,4?,Propose 4 holidays
ji,93b92bca-1d6e-11e9-a90c-6c96cfdf0295,24,recruiter,5?,Propose 5 holidays
ji,93b92bca-1d6e-11e9-a90c-6c96cfdf0295,25,recruiter,i can do 5 and find a pay scale that works i think,Express willingness to accommodate 5 holidays with a suitable pay scale
ji,93b92bca-1d6e-11e9-a90c-6c96cfdf0295,26,worker,how is 24 and 5?,Propose a specific pay and holiday combination
ji,93b92bca-1d6e-11e9-a90c-6c96cfdf0295,27,worker,or i can even do 23 and 5,Offer an alternative pay and holiday combination
ji,93b92bca-1d6e-11e9-a90c-6c96cfdf0295,28,worker,oops,Acknowledge a mistake in the previous proposal
ji,93b92bca-1d6e-11e9-a90c-6c96cfdf0295,29,worker,does that work?,Seek confirmation on the proposed terms
ji,8ccd1c06-1d6e-11e9-9180-6c96cfdf0295,0,worker,Hello.,Initiate conversation
ji,8ccd1c06-1d6e-11e9-9180-6c96cfdf0295,1,recruiter,Hi there,Respond to greeting
ji,8ccd1c06-1d6e-11e9-9180-6c96cfdf0295,2,worker,I would like to get hired by your company,Express desire to be hired by the company
ji,8ccd1c06-1d6e-11e9-9180-6c96cfdf0295,3,worker,I am flexible on company but prefer Google or Apple.,Indicate flexibility with company preference
ji,8ccd1c06-1d6e-11e9-9180-6c96cfdf0295,4,worker,My experience is with design and sales.,Provide information about experience
ji,8ccd1c06-1d6e-11e9-9180-6c96cfdf0295,5,worker,Could we work out a deal; salary would be reasonable at 39,Propose a negotiation on salary
ji,8ccd1c06-1d6e-11e9-9180-6c96cfdf0295,6,recruiter,"Ok, let's see if we can get you a job as a google designer",Express willingness to help find a job at Google
ji,8ccd1c06-1d6e-11e9-9180-6c96cfdf0295,7,worker,Google is OK for the company.,Confirm Google as an acceptable company
ji,8ccd1c06-1d6e-11e9-9180-6c96cfdf0295,8,worker,Which cities do you have available?,Inquire about available job locations
ji,8ccd1c06-1d6e-11e9-9180-6c96cfdf0295,9,worker,I could go anywhere except Beijing.,Express flexibility with location except for Beijing
ji,8ccd1c06-1d6e-11e9-9180-6c96cfdf0295,10,recruiter,Tokyo is your only option then,Provide information about available location
ji,8ccd1c06-1d6e-11e9-9180-6c96cfdf0295,11,worker,I see. That would be acceptable.,Express acceptance of the location
ji,8ccd1c06-1d6e-11e9-9180-6c96cfdf0295,12,worker,Works for me. We have a deal,Confirm agreement to the terms
ji,8ccd1c06-1d6e-11e9-9180-6c96cfdf0295,13,worker,I look forward to joining your excellent team!,Express enthusiasm about joining the team
ji,8ccd1c06-1d6e-11e9-9180-6c96cfdf0295,14,recruiter,Likewise,Reciprocate enthusiasm
ji,8ccd1c06-1d6e-11e9-9180-6c96cfdf0295,15,worker,Accepting now.,Confirm acceptance of the offer
ji,91479322-1d6e-11e9-b9c3-6c96cfdf0295,0,worker,Hello!,To greet the recruiter and initiate the conversation.
ji,91479322-1d6e-11e9-b9c3-6c96cfdf0295,1,worker,My dream job is a Manager at Apple.,To express their career aspiration and interest in a specific job role at a specific company.
ji,91479322-1d6e-11e9-b9c3-6c96cfdf0295,2,recruiter,hello!,To acknowledge the worker's greeting and reciprocate it.
ji,91479322-1d6e-11e9-b9c3-6c96cfdf0295,3,recruiter,let me see what I have,To indicate willingness to check available job opportunities for the worker.
