dataset,dialogue_id,utterance_idx,speaker,split,utterance,gpt-4o_intention
casino,59,11,mturk_agent_1,train,I am not going to give you all the water. I am not backing down on this. What if our fire gets out of hand like you said. I will need at least one or we will not make a deal.,Refuse to give all the water and insist on keeping at least one for safety.
casino,59,12,mturk_agent_2,train,"How about this then. I'll give you one food, one water and two firewood.",Propose a final trade offer to resolve the negotiation.
casino,533,0,mturk_agent_2,train,Hi! I'm super excited to go camping with my family as a great way to vacation due to Covid19. My kid is so restless from being cooped up in the house all the time. Are you planning on going camping too?,Expressing excitement about camping and inquiring about the other person's plans
casino,533,1,mturk_agent_1,train,"I am! It is the perfect way to get away and still manage to social distance! I am worried about having enough water though, are you short on any supplies?",Confirming plans to go camping and expressing concern about supplies
casino,533,2,mturk_agent_2,train,"I think I'm good. I'm not 100% sure. My husband likes to do adventures on the fly. He got these water filter straw thingies from Amazon and said that if we run out of the water I packed, that we can drink the water in the lake but I don't really trust the straws.",Sharing uncertainty about supplies and expressing distrust in water filter straws
casino,533,3,mturk_agent_1,train,"Sounds like you need water too. How about you take 2 water, 1 food, and 1 firewood?",Suggesting a way to split supplies
casino,533,4,mturk_agent_2,train,"I don't know, you said you're worried about having enough water too. I'm excited to make campfires though! My kid hasn't had a campfire smore yet so I'm super excited to see his face of joy when he experiences it.",Expressing concern about water and sharing excitement about campfires
casino,533,5,mturk_agent_1,train,"I am worried about water but also could use a little more food, just in case. I am looking forward to a nice campfire as well!",Reiterating concern about water and expressing need for more food
casino,533,6,mturk_agent_2,train,I know! Camping's so much fun! Where do you plan to be going?,Expressing excitement about camping and asking about the other person's plans
casino,533,7,mturk_agent_1,train,"We will be camping up north, nothing around for miles!",Sharing specific camping location
casino,533,8,mturk_agent_2,train,"Ooh, that sounds like you're really roughing it! What kind of activities do you plan to do? I'm planning to really tire my kid out and do a lot of hiking. My husband's also excited to practice ""survival skills"" and wants to do a lot of fishing and foraging too.",Commenting on the other person's plans and sharing own plans for activities
casino,533,9,mturk_agent_1,train,"We will be going with my sons, we are going to be doing a lot of fishing if weather permits! Practicing survival skills sounds fun, and useful! How would you like to split the extra supplies?",Sharing plans for activities and asking about splitting supplies
casino,579,0,mturk_agent_1,train,hello there my fellow camping friend,Initiate conversation and establish camaraderie
casino,579,1,mturk_agent_2,train,"Hi! I'm most interested in acquiring firewood, since I don't want my fire to burn out on the trip. What are you looking for?",Express primary interest and inquire about the other person's needs
casino,579,2,mturk_agent_1,train,I am also looking for firewood. Since I was a child i have always enjoyed camp fires. They mean a lot to me,Express shared interest and personal significance of the item
casino,579,3,mturk_agent_2,train,"Okay so we can think about splitting the firewood. 🙂 I'm also interested in water because I plan to do a lot of activities like hiking and kayaking, so it will be helpful for me to be able to hydrate more.",Propose a potential solution and express secondary interest
casino,579,4,mturk_agent_1,train,That is okay. What about i get 2 packages of firewood and then you get 2 packages of water. Is that okay with you?,Propose a specific trade arrangement
casino,579,5,mturk_agent_2,train,"Since I'm most interested in firewood, I would want 3 waters if you're going to get more firewood.",Negotiate for a better deal based on primary interest
casino,579,6,mturk_agent_1,train,Nice. That's okay with me. You get 3 waters and a I get 3 firewood,Agree to the proposed terms
casino,579,7,mturk_agent_2,train,I was actually saying you get 2 firewood and I get 3 waters. Then you could have 2 food and I get 1 food.,Clarify the terms and propose a balanced trade
casino,579,8,mturk_agent_1,train,That's seems fair to me since we all need food to eat,Agree to the clarified terms and acknowledge the necessity of food
casino,579,9,mturk_agent_2,train,"Okay, I'm glad we were able to work something out!",Express satisfaction with the agreement
casino,579,10,mturk_agent_1,train,Am also glad.You are more interested in water. Do you drink a lot of water frequently?,Show interest in the other person's habits and confirm the agreement
casino,579,11,mturk_agent_2,train,"Yes, I drink a lot of water because I'm a big and active guy. You can go ahead and submit the deal now if you want.",Explain personal habits and prompt for finalizing the deal
casino,579,12,mturk_agent_1,train,Okay. It was nice sharing with you,Express satisfaction with the interaction and conclude the conversation
casino,47,0,mturk_agent_2,train,"Hi, how are you, ready for the big camping trip?!",Initiate conversation and express enthusiasm for the camping trip
casino,47,1,mturk_agent_1,train,Yep.  I am excited.  I could really use the decompression and time away from society.,Express excitement and need for relaxation
casino,47,2,mturk_agent_2,train,"I agree, can't wait to unplug. As far as supplies go, I think its going to be hot and sunny where I'm going, wouldn't mind a bunch of extra water.",Agree and express anticipation  mention need for extra water
casino,47,3,mturk_agent_1,train,Water is extremely important to me too.  I can give you 2 waters if you give me all 3 firewoods.,Emphasize importance of water and propose a trade
casino,47,4,mturk_agent_2,train,"Hmm, ok, thats pretty fair. I do have a larger group going as well, so would it be okay if I got 2 extra food then?",Consider the proposal and request additional food
casino,47,5,mturk_agent_1,train,I think that will work.,Agree to the modified trade
casino,47,6,mturk_agent_2,train,"Ok, great!🙂 Just to recap, I'll get 2 water, 0 firewood, 2 food, you get the rest.",Confirm the trade details
casino,47,7,mturk_agent_1,train,That's right.  Thanks for making this part of planning for the trip easy,Confirm agreement and express gratitude
casino,47,8,mturk_agent_2,train,"same to you, enjoy the trip",Reciprocate gratitude and wish well
casino,47,9,mturk_agent_1,train,"Thanks, you as well.",Express thanks and reciprocate well wishes
casino,518,0,mturk_agent_2,train,"Hello, how are you?",Initiate conversation
casino,518,1,mturk_agent_1,train,"Hello! I'm doing well, hope you are too 🙂",Respond to greeting and express well-being
casino,518,2,mturk_agent_2,train,I am!  So are you going camping as well?,Confirm own well-being and inquire about camping plans
casino,518,3,mturk_agent_1,train,Yes! I've been looking forward to this trip for a while and I'm so excited,Express excitement about the camping trip
casino,518,4,mturk_agent_2,train,"Yeah me too, so apparently there are some extra supplies up for grabs we need to divvy up between us.  Do you have any thoughts on how we should do that?",Introduce the topic of extra supplies and seek input on distribution
casino,518,5,mturk_agent_1,train,"I was thinking we can say which ones we want more? Or depending on where we are camping and our camping abilities, we might need some materials more over others",Suggest a method for dividing supplies based on needs and preferences
casino,518,6,mturk_agent_2,train,"That sounds good to me!  I heard where we are going it is going to be really cold the next couple of nights so we definitely need extra firewood.  We also have a pretty big group so extra food and water would come in handy too.  So how about I take 2 of the extra firewood, 1 extra water and 2 extra food?",Agree with the suggestion and propose a specific distribution of supplies
casino,518,7,mturk_agent_1,train,"Oh we have a substantial group as well, one of which is newly pregnant. Since we could find firewood ourselves, how about you take 2 firewood, 1 water, 1 food?",Counter-propose a different distribution based on group needs
casino,518,8,mturk_agent_2,train,"We could really use that extra water and food, maybe you would be interested a little bit more firewood?  How about I take 1 firewood, 2 water, and 2 food?  I've got a big group of guys to feed.",Negotiate for more water and food  offering more firewood in return
casino,518,9,mturk_agent_1,train,"I completely understand 🙂 However, my group won't really need the firewood much. We'd need the food more since we have some kids with us and the fathers are like lumberjacks haha. 2 firewood, 1 water, 1 food would work best",Explain group's needs and insist on the proposed distribution
casino,518,10,mturk_agent_2,train,I suppose that seems pretty fair to me.  You have a deal!,Agree to the proposed distribution and conclude the negotiation
casino,593,0,mturk_agent_2,train,Hi there! How are you?,Initiate conversation and establish rapport
casino,593,1,mturk_agent_1,train,Hello good morning I'm well thank you.,Respond politely and reciprocate the greeting
casino,593,2,mturk_agent_2,train,"Let's talk about what we need. First, I don't eat meat, so I really feel like I'd need a little extra food, as I couldn't hunt or forage for food at all. I feel like I could survive without a ton of water, but would need water, as I hike a lot and cant trust any sources",State personal needs and preferences for the trip
casino,593,3,mturk_agent_1,train,"I've also planned my trip to include a lot of hiking and so I have a high priority for extra water, as like you've said you need to stay hydrated on your hike and you can't trust any source. How can we divide up the water as that seems to be the number one priority for us both.",Express agreement and propose a plan for resource division
casino,593,4,mturk_agent_2,train,"That works well, as long as I can have 2 food, I'll certainly give you 2 water, and I will have one water and you'll have one extra food",Agree to the proposed plan and specify the terms of the exchange
casino,593,5,mturk_agent_1,train,I would be most happy to make a concession on the food for an extra ration of water. Are you going to require any firewood if you don't need any I think i'll take the 3 rations so I can have a nice bonfire.,Negotiate further by offering a concession and inquiring about additional needs
casino,593,6,mturk_agent_2,train,"I do believe I would need at least one firewood, but am willing to give up 2, so you can have a nice big bonfire 🙂",Agree to the concession and express willingness to compromise
casino,593,7,mturk_agent_1,train,You have been most thoughtful during this negotiation I just want to say thank you for being so helpful.🙂,Express gratitude and appreciation for the cooperation
casino,593,8,mturk_agent_2,train,"absolutly! You as well. So just to confirm. Me 2 food 1 water, 1 firewood. You, 1 food, 2 water, and 2 firewood? Sound good?",Confirm the agreed-upon arrangement and seek final agreement
casino,593,9,mturk_agent_1,train,"That looks like the correct arrangement, and again thank you and I wish you the best on your camping trip",Confirm the arrangement and extend well wishes
casino,593,10,mturk_agent_2,train,sounds good! Looking forward to camping! maybe we'll run into each other on the trail! ;),Express enthusiasm and suggest a potential future encounter
casino,467,0,mturk_agent_1,train,"hello, I need plenty of food, I have lots of friends we are camping together.",Expressing a need for food and explaining the context of camping with friends.
casino,467,1,mturk_agent_2,train,"bro i need aslo food, it is  my first priority",Expressing a similar need for food and stating it as a priority.
casino,467,2,mturk_agent_1,train,what is is your second item in your priority list?,Inquiring about the second priority item of the other speaker.
casino,467,3,mturk_agent_2,train,firewood,Stating that firewood is the second priority item.
casino,467,4,mturk_agent_1,train,"what/ we have same priority items, how do we split this to ensure equitably",Expressing surprise at having the same priority items and seeking a fair way to split them.
casino,467,5,mturk_agent_2,train,"2 food , 1 firewood ,2 water for me is it ok?",Proposing a specific distribution of items.
casino,467,6,mturk_agent_1,train,not fair at all☹️,Expressing dissatisfaction with the proposed distribution.
casino,467,7,mturk_agent_2,train,"then what will do,",Asking for a suggestion on what to do next.
casino,467,8,mturk_agent_1,train,"if you take two food, then I take all the wood and two two water and one food",Proposing an alternative distribution of items.
casino,467,9,mturk_agent_2,train,no then u have to give 3 food for me,Rejecting the alternative and demanding more food.
casino,467,10,mturk_agent_1,train,I can have two food then and one wood and you can have the rest of the items,Proposing another distribution where they take two food and one wood.
casino,467,11,mturk_agent_2,train,"bro make it 3 food for me, u can take 3 fire wood  give me to water",Counter-proposing a distribution with three food for themselves.
casino,467,12,mturk_agent_1,train,"you are not being fair, bare in mind we have same priority, so if you take all the food you have to give me the wood and water, or you can take all the wood and water and give me the food",Accusing the other of being unfair and proposing two options for distribution.
casino,467,13,mturk_agent_2,train,"you also not fare,you also not  ready to give a give offer, give me 3 food , remaining one firewood one water 3 1 1",Accusing the first speaker of being unfair and proposing a final distribution.
casino,467,14,mturk_agent_1,train,"no, I think I will just walk away",Expressing frustration and threatening to walk away.
casino,467,15,mturk_agent_2,train,bro u also not offer a good deal,Reiterating that the first speaker has not offered a good deal.
casino,467,16,mturk_agent_1,train,"one food, three wood.",Proposing a new distribution of one food and three wood.
casino,467,17,mturk_agent_2,train,"bro it is not a fair deal give me 2 food, one firewood 2 water",Rejecting the new proposal and suggesting another distribution.
casino,467,18,mturk_agent_1,train,if you think I am not being fair can I have what you are asking for?,Challenging the fairness of the other speaker's demands.
casino,467,19,mturk_agent_2,train,"you told me i not fair that why i told you are not fare,3 food for me  will give 3 firewood for me, give 2 water for me, other we can end the deal and both we can forget the bonus",Defending their position and making a final offer.
casino,467,20,mturk_agent_1,train,ok,Agreeing to end the negotiation.
casino,467,21,mturk_agent_2,train,"then what will do ? if you ok for 3 food for me , 3 firefor you, 2 water for me , for this deal we can go forward?",Seeking confirmation on the final offer and suggesting a way forward.
casino,467,22,mturk_agent_1,train,"of course not. you just took all the priority items and you still want two water. I am going to make the last offer. you take two food and two water, I take one food, three wood and aone water.",Rejecting the final offer and making a last proposal.
casino,467,23,mturk_agent_2,train,bro  make food as 3 and send me offer on that box,Insisting on having three food and asking to formalize the offer.
casino,588,0,mturk_agent_2,train,hello,Greeting
casino,588,1,mturk_agent_1,train,Hi how are you?,Polite inquiry about well-being
casino,588,2,mturk_agent_2,train,I am good. How are You.   I was just thinking about how I need extra water due to a medical condition.  How about I take all 3 waters?,Responding to inquiry and making a request for all 3 waters
casino,588,3,mturk_agent_1,train,I am okay. How about I give you one and half then I get some firewood from you?,Responding to well-being inquiry and making a counter-offer
casino,588,4,mturk_agent_2,train,"No I need at least 2 waters.  But I am willing to give you all 3 foods, if I get all the firewood.  Does that work for you?",Stating needs and making a new offer
casino,588,5,mturk_agent_1,train,Okay I will give you 2 waters. I actually need more of firewood. If I can get 2 I will be glad.,Agreeing partially and making a new request
casino,588,6,mturk_agent_2,train,"Well I really need the firewood because I have small kids with me and it would be hard for me to get some free time to get the firewood, but I would be willing to give you 2 firewood since I get two waters.  What are your thoughts about the food?",Explaining needs and making a new offer
casino,588,7,mturk_agent_1,train,Okay what about ! firewood and 1 and half water. I don't want to run low on supplies so soon. It will be so bad for me. You can keep your firewood because of the kids.,Proposing a compromise and expressing concern
casino,588,8,mturk_agent_2,train,"We can't split the water in halves, so we gotta choose.  I need the food packages because I forgot to pack any food and I can't fish.  How about I get 2 water, 1 firewood, and 2 food?  Can we agree on that?",Clarifying constraints and making a final offer
casino,588,9,mturk_agent_1,train,No problem.,Agreeing to the final offer
casino,88,0,mturk_agent_2,train,"Hello, I'm excited for our camping trip!",Express excitement about the camping trip
casino,88,1,mturk_agent_1,train,"Hey buddy, yes I'm so pumped for it.",Share excitement and agreement about the trip
casino,88,2,mturk_agent_2,train,Okay so I'm planning this super cool backpacking expedition up the waterfall but I'm going to need all the additional water and food for everyone.,Inform about the backpacking expedition plan and request additional resources
casino,88,3,mturk_agent_1,train,All of the additional water and food? That doesn't seem very fair. ☹️,Express concern and disagreement about the fairness of the resource distribution
casino,88,4,mturk_agent_2,train,"Well I'll be splitting it with everyone on the trip as we go up. The people that choose to stay will still get all their basic supplies of food and water. The backpacking trip is going to take three days though, we're gonna need the resources😮",Clarify the resource distribution plan and justify the need for additional resources
casino,88,5,mturk_agent_1,train,I see. Which resource do you desire most?,Seek clarification on which specific resource is most needed
casino,88,6,mturk_agent_2,train,Well I was thinking you could get all the extra firewood and work on the group meal and bonfire for friday night,Propose a task and resource allocation for mturk_agent_1
casino,88,7,mturk_agent_1,train,"I like the sound of getting the firewood, but I can't just accept no food or water.",Express partial agreement but raise a concern about the lack of food and water
casino,88,8,mturk_agent_2,train,"I'll give you one of the extra food so you have a little extra to cook for everyone but I'm really gonna need all that extra water, it's going to be really hot this weekend and the folks at the capsite get to sit in the shade all day",Offer a compromise by providing some extra food but emphasize the need for extra water
casino,88,9,mturk_agent_1,train,"Now we are making progress. But come on, I will need at least one water to make sure I'm hydrated. I wouldn't want to get heatstroke out in the woods.",Negotiate further by requesting at least one extra water for hydration
casino,88,10,mturk_agent_2,train,"The basic supplies include water, the additional supplies are just extra. Plus I think there's a well nearby!",Reiterate the availability of basic supplies and suggest an alternative water source
casino,88,11,mturk_agent_1,train,"Bro, come on. I've tried to accomodate your needs, but you are asking for too much.",Express frustration and assert that the demands are unreasonable
casino,486,0,mturk_agent_2,train,Hello how are you?,Initiate conversation and greet
casino,486,1,mturk_agent_1,train,Hello! I am doing well. How about you?,Respond to greeting and reciprocate inquiry
casino,486,2,mturk_agent_2,train,I'm doing well. I'm trying to prepare for this camping trip.,Respond to inquiry and share personal activity
casino,486,3,mturk_agent_1,train,Me too.🙂,Express agreement and share similar activity
casino,486,4,mturk_agent_2,train,What are you looking for?,Inquire about specific needs
casino,486,5,mturk_agent_1,train,Firewood. I need 3. What do you need?,State specific need and inquire about the other’s needs
casino,486,6,mturk_agent_2,train,"I'm looking for mostly water and food. I have some firewood, but I don't think I could trade all 3.",State own needs and provide information about available resources
casino,486,7,mturk_agent_1,train,Ok. COuld I have all 3 if I gave you 3 food and 2 water?,Propose a trade
casino,486,8,mturk_agent_2,train,Would you do 3 water and 2 food?,Counter-propose a trade
casino,486,9,mturk_agent_1,train,"Sure, that would work for me",Accept counter-proposal
casino,11,0,mturk_agent_1,train,hi how are you are you ready for your trip,Greeting and inquiring about readiness for the trip
casino,11,1,mturk_agent_2,train,"I'm ready, I just would like to have a little extra stuff. How about you?",Confirming readiness and reciprocating the question
casino,11,2,mturk_agent_1,train,yes I could use some extra food since i am hiking with my kids and they all have a friend that comes along...lol,Expressing need for extra food and providing context
casino,11,3,mturk_agent_2,train,I know how that goes...We are planning on hiking too and we could also use some extra food.,Relating to the situation and expressing similar need
casino,11,4,mturk_agent_1,train,well I am sure between you and me we will find a way....,Expressing optimism about finding a solution together
casino,11,5,mturk_agent_2,train,"I really need some food, but I could also use extra firewood. It is supposed to be pretty cold at night and we would love to cook up some smores.",Stating specific needs and providing reasons
casino,11,6,mturk_agent_1,train,I hear you we have the same issues well you can have either 2 food or 2 firewood what would you prefer?,Offering a choice between food and firewood
casino,11,7,mturk_agent_2,train,"I would prefer 2 food. I could give you 1 food, 2 firewood and 2 water?",Stating preference and making a trade offer
casino,11,8,mturk_agent_1,train,"that sounds like a good deal to me,",Agreeing to the proposed deal
casino,11,9,mturk_agent_2,train,"Okay, that is great. Have fun!",Expressing satisfaction and wishing well
casino,611,0,mturk_agent_2,train,hello,Greeting the other participant.
casino,611,1,mturk_agent_1,train,"Hello how are you, I was wondering if its okay with you, If i can get 3 waters, 2 firewoods, and 1 food? what are your thoughts?",Initiating negotiation and making a request for supplies.
casino,611,2,mturk_agent_2,train,i cant afford to give you all 3 waters because i would need some for myself,Expressing inability to fulfill the entire request for water.
casino,611,3,mturk_agent_1,train,"I completely understand, I have a large family coming along, I really need the extra supplies, as for the food and firewood are you okay with the amount?",Explaining the need for extra supplies and seeking confirmation on the other items.
casino,611,4,mturk_agent_2,train,i am an avid water drinker. i can afford to give you 2 water for three firewood though,Offering a counter-proposal involving water and firewood.
casino,611,5,mturk_agent_1,train,"I have alot of children, and those little rascals can chug water like there is no tomorrow, will you allow me to get the 3 waters and you can have 2 firewood and and 3 foods, what do you think?",Explaining the high demand for water and making a new proposal.
casino,611,6,mturk_agent_2,train,i need the firewood because i tend to catch a cold easily and also scared of the dark. i can give you 2 water and 2 food for 3 firewood and i food,Explaining personal needs and making another counter-proposal.
casino,611,7,mturk_agent_1,train,will you allow me to get 3 waters and you can have the 3 firewood and 2 foods? 🙂,Reiterating the request for 3 waters and making a final proposal.
casino,611,8,mturk_agent_2,train,"yes i can agree to that, thats a good compromise",Agreeing to the final proposal and acknowledging the compromise.
casino,611,9,mturk_agent_1,train,"yay, thank you so much! to very I am getting 3 waters, 0 firewood, and 1 food?",Expressing gratitude and confirming the details of the agreement.
casino,611,10,mturk_agent_2,train,"i will be getting 3 firewood, 0 water and 2 food",Confirming their understanding of the agreement details.
casino,611,11,mturk_agent_1,train,"perfect! submitting deal, thank you so much for understanding",Expressing satisfaction and indicating the submission of the deal.
casino,611,12,mturk_agent_2,train,i am glad we were able to reach an agreement,Expressing contentment with reaching an agreement.
casino,524,0,mturk_agent_2,train,"Hello, how are you today?",Greeting and initiating conversation
casino,524,1,mturk_agent_1,train,I am good. How are you?,Responding to greeting and reciprocating the question
casino,524,2,mturk_agent_2,train,Doing good! Kinda slow today,Sharing personal state and setting a casual tone
casino,524,3,mturk_agent_1,train,I just started. Looking forward to your trip? I really need lots of water. I hope you will take that into consideration.,Providing personal context and making a request
casino,524,4,mturk_agent_2,train,Yup I have water but need firewood to keep warm. My trip is going to be cold.,Acknowledging the request and sharing personal needs
casino,524,5,mturk_agent_1,train,"You can have all the firewood you need! I need a bit of extra food too. Would you consider 3 water, 2 food, and 0 wood for me?",Offering a solution and proposing a trade
casino,524,6,mturk_agent_2,train,Yeah I can do that!,Agreeing to the proposed trade
casino,524,7,mturk_agent_1,train,sounds awesome! Thank you so much!,Expressing gratitude and satisfaction
casino,524,8,mturk_agent_2,train,"What about 0 firewood, 3 water and 1 food?",Proposing an alternative trade
casino,524,9,mturk_agent_1,train,"Oh I thought you agreed with 3 water, 2 food and 0 water for me ☹️",Expressing confusion and reiterating the initial agreement
casino,524,10,mturk_agent_2,train,Yeah that can work! Was trying to bargin 🙂,Conceding to the initial agreement and explaining the intention to negotiate
casino,425,0,mturk_agent_1,train,Hi! How are you today?,Initiate conversation and establish rapport
casino,425,1,mturk_agent_2,train,I'm doing well! How are you?,Respond to greeting and reciprocate inquiry
casino,425,2,mturk_agent_1,train,I am doing quite well myself. Why are you camping today?,Express well-being and inquire about the reason for camping
casino,425,3,mturk_agent_2,train,Well my sister and her husband are celebrating their anniversary this weekend so we volunteered to watch her daughters. We decided it would be fun to take her kids and ours camping! What about you? 🙂,Explain reason for camping and reciprocate inquiry
casino,425,4,mturk_agent_1,train,That is really nice of you! I hope they have fun! My family had this trip planned for quite awhile. We have an extra person with us because my son begged me for his friend to come. I couldn't say no. 🙂,Compliment and share personal camping context
casino,425,5,mturk_agent_2,train,I have definitely been there before! With taking all the kids I'm worried about them getting dehydrated. I also have a 7 month old that needs water to make her bottles! I was hoping to get 3 extra packaged of water for sure.,Express concern about hydration and request extra water
casino,425,6,mturk_agent_1,train,That is one of my fears as well. Does you seven month old breast feed? I am hoping for the water as well. I would love to give them to you if I had extra. Is there anything else you need?,Express empathy  inquire about breastfeeding  and offer help
casino,425,7,mturk_agent_2,train,"No they don't ☹️ She is starting to eat a few solid food items. So if I had some extra food that would help. I think if I had 2 waters, 2 food, and 1 firewood to be able to cook and keep things clean I would have enough.",Clarify feeding situation and specify needs
casino,425,8,mturk_agent_1,train,"I can give you 2 waters, but I would need all the food because my group is bigger. You can have two firewood.",Offer partial fulfillment of needs and negotiate resources
casino,425,9,mturk_agent_2,train,I would need at least 1 food.,State minimum requirement for food
casino,425,10,mturk_agent_1,train,"I could give you one food, but I would need to have 2 waters to make my food last by making soup.",Offer compromise and explain necessity
casino,425,11,mturk_agent_2,train,How about I get 2 waters and 3 firewood?,Propose alternative resource distribution
casino,425,12,mturk_agent_1,train,"I think I can give you two waters, and 2 firewood.",Agree to a slightly modified resource distribution
casino,507,0,mturk_agent_1,train,Hi! I am looking forward to making a deal with you today.,Initiate conversation and express eagerness to make a deal
casino,507,1,mturk_agent_2,train,"Hello, that sounds good. How are you today?",Respond positively and inquire about the other person's well-being
casino,507,2,mturk_agent_1,train,I am doing okay but am in need of some supplies. What about you?,Share personal state and express need for supplies; reciprocate inquiry
casino,507,3,mturk_agent_2,train,Same here. My kids are really looking forward to this. What is most important to you?,Express similar need and mention children's anticipation; ask about priorities
casino,507,4,mturk_agent_1,train,Firewood! I need it to cook my food and also to stay warm. What about you?,State primary need (firewood) and ask about the other person's needs
casino,507,5,mturk_agent_2,train,That is the same for me as well. My kids were really looking forward to making s'mores and telling stories by the campfire. That's all they've been talking about,Agree on the importance of firewood and elaborate on children's excitement
casino,507,6,mturk_agent_1,train,"Awesome, I'd be happy to negotiate that. What is your second most needed item?",Express willingness to negotiate and inquire about the second priority item
casino,507,7,mturk_agent_2,train,I'll need water. My kids take medications and need to stay hydrated.,State second priority item (water) and provide a reason
casino,507,8,mturk_agent_1,train,Absolutely. My second most needed item is food so that works out well.,Agree and state own second priority item (food)  indicating compatibility
casino,507,9,mturk_agent_2,train,Well I am happy to give you all my food in exchange for all your water.,Propose a specific trade (all food for all water)
casino,507,10,mturk_agent_1,train,We can do that! How do you want to split up the firewood?,Agree to the trade and ask about the division of firewood
casino,507,11,mturk_agent_2,train,It's an odd number so someone has to get 2. But in order to make it fair if one of us takes two then the other should get one of the lower priority items. What do you think?,Propose a fair method to split the firewood and seek agreement
casino,507,12,mturk_agent_1,train,That sounds fair to me! I am good either way.,Agree to the proposed method and express flexibility
casino,507,13,mturk_agent_2,train,That's very nice of you. If it is ok with you them I'll take two firewood and 2 water and you can have the rest.,Express gratitude and finalize the proposed distribution of items
casino,33,0,mturk_agent_1,train,hello,initiate conversation
casino,33,1,mturk_agent_2,train,hi,respond to greeting
casino,33,2,mturk_agent_1,train,In this extra package I need two food,express need for extra food
casino,33,3,mturk_agent_2,train,wow that is a much,express surprise at the request
casino,33,4,mturk_agent_1,train,because of my big size I want two extra food package,justify the need for extra food
casino,33,5,mturk_agent_2,train,i will give you that in exchange for 1 food and 3 water with 2 firewood,propose a counter-offer
casino,33,6,mturk_agent_1,train,please consider my request i'm big in size so please accept to give two pack of food and 2 water and 1 firewood,plead and propose a modified deal
casino,33,7,mturk_agent_2,train,cool,acknowledge the request
casino,33,8,mturk_agent_1,train,do you accept my deal?,seek confirmation of the deal
casino,33,9,mturk_agent_2,train,u said i will have 2 food 2 firewood and 1 water?,clarify the terms of the deal
casino,566,0,mturk_agent_2,train,"hi, I'm looking forward to going camping soon",Expressing excitement about an upcoming camping trip
casino,566,1,mturk_agent_1,train,Me too! Camping is so much fun,Agreeing and sharing enthusiasm about camping
casino,566,2,mturk_agent_2,train,I will want to get some extra supplies before I go.,Stating the need to get extra supplies before the trip
casino,566,3,mturk_agent_1,train,Same. My family is coming with me so I want to make sure we are extra prepared,Agreeing and explaining the need for extra preparation due to family joining
casino,566,4,mturk_agent_2,train,Me too. We invited a lot of extra friends,Agreeing and mentioning inviting extra friends
casino,566,5,mturk_agent_1,train,I am hoping we have enough food. I'm worried we might run out so I'd like to get some more,Expressing concern about having enough food and the intention to get more
casino,566,6,mturk_agent_2,train,I know we need extra food too and some firewood. Maybe a little water but we shouldn't need too much,Agreeing on the need for extra food and listing additional supplies needed
casino,566,7,mturk_agent_1,train,It sounds like we are looking for the same things. I think there are some extra we can share. Do you have an idea about how it can be the most fair?,Noting the similarity in needs and suggesting sharing supplies fairly
casino,566,8,mturk_agent_2,train,how about I'll give you 2 food if you give me 2 firewood and 2 of the water?,Proposing a specific trade of supplies
casino,566,9,mturk_agent_1,train,I think that is a fair deal!,Agreeing to the proposed trade
casino,566,10,mturk_agent_2,train,"great, let's do it",Confirming the agreement to proceed with the trade
casino,556,0,mturk_agent_1,train,"Hi, how are you today",Initiate conversation and establish rapport
casino,556,1,mturk_agent_2,train,Super.  So happy I can fly.,Express positive mood and exaggerate happiness
casino,556,2,mturk_agent_1,train,Thats great. Do you have any extra firewood you could trade by any chance?,Express approval and inquire about trading firewood
casino,556,3,mturk_agent_2,train,"Sure, I want to make sure I have one firewood at a minimum.",Agree to trade and set a condition for the trade
casino,556,4,mturk_agent_1,train,What would you want in return?,Inquire about the desired return for the trade
casino,556,5,mturk_agent_2,train,I like to eat.  I think extra food is good.  Are you willing to let me have all three food packs? 🙂,Express preference for food and propose a trade condition
casino,556,6,mturk_agent_1,train,"I would want to keep at least one packet of food for myself, unless you want to just swap 3 firewoods for 3 packets of food, to keep it simple?",Negotiate the terms of the trade and propose an alternative
casino,556,7,mturk_agent_2,train,I like your plan.  It is simple. I will agree to that.,Express agreement and approval of the proposed trade
casino,556,8,mturk_agent_1,train,"So all that is left is water, i guess i should atleast drink alot of it if i wont eat much haha 🙂",Make a light-hearted comment and transition to discussing water
casino,556,9,mturk_agent_2,train,"For sure, and you will need some way to put out the fire. 😮",Agree and make a practical observation about fire safety
casino,556,10,mturk_agent_1,train,"Haha good point, you worked with me on the firewood so i am ok with you getting two waters and i will get one, deal?",Make a humorous remark and propose a water distribution deal
casino,556,11,mturk_agent_2,train,I think that is generous of you.  Thank you and I agree.,Express gratitude and agree to the proposed deal
casino,32,0,mturk_agent_1,train,Hello!🙂,Greeting
casino,32,1,mturk_agent_2,train,"Hello, how are you?",Inquiring about well-being
casino,32,2,mturk_agent_1,train,"I'm fine, let's talk about how we can come to a fair deal.",Expressing readiness to negotiate
casino,32,3,mturk_agent_2,train,"Sure, my number one item if food if you can spare any.",Stating primary need
casino,32,4,mturk_agent_1,train,It'd be nice if we can both get an even split right?,Proposing fair distribution
casino,32,5,mturk_agent_2,train,Well some needs are higher than others.  I need more food but I can give up some firewood or water.,Explaining differing needs and offering a trade
casino,32,6,mturk_agent_1,train,I think we can start off with 3 water for me and 3 food for you,Proposing initial trade terms
casino,32,7,mturk_agent_2,train,That sounds good. What about firewood?,Agreeing to initial terms and inquiring about additional item
