dataset,dialogue_id,utterance_idx,speaker,utterance,gpt-4o_speaker_intention,Salary,Position,Weekly holiday,Workplace,Company
ji,90b15fe2-1d6e-11e9-bcf5-6c96cfdf0295,29,worker,i know i think we are both going to have to settle to try and get to 65 or so... it doesnt look like we are set up for success with this one,To suggest a compromise and express concern about the situation,46.0,Manager,2.0,Beijing,Google
ji,90b15fe2-1d6e-11e9-bcf5-6c96cfdf0295,30,recruiter,yeah,To agree with the worker's assessment,46.0,Manager,2.0,Beijing,Google
ji,90b15fe2-1d6e-11e9-bcf5-6c96cfdf0295,31,recruiter,OK. I'll try this then,To indicate they will attempt a new strategy,46.0,Manager,2.0,Beijing,Google
ji,90b15fe2-1d6e-11e9-bcf5-6c96cfdf0295,32,recruiter,We in the ballpark yet?,To inquire if the new offer is acceptable,46.0,Manager,2.0,Beijing,Google
ji,90b15fe2-1d6e-11e9-bcf5-6c96cfdf0295,33,worker,thats lower than the first offer ha... im at a 40 now..,To express dissatisfaction with the new offer,46.0,Manager,2.0,Beijing,Google
ji,90b15fe2-1d6e-11e9-bcf5-6c96cfdf0295,34,recruiter,jeez,To express surprise at the worker's response,46.0,Manager,2.0,Beijing,Google
ji,90b15fe2-1d6e-11e9-bcf5-6c96cfdf0295,35,worker,let me see if i can sen you something and let me know what you think,To propose sending a counteroffer,46.0,Manager,2.0,Beijing,Google
ji,90b23c34-1d6e-11e9-8f87-6c96cfdf0295,0,recruiter,Heya there,Initiate conversation,20.0,Designer,4.0,Sydney,Amazon
ji,90b23c34-1d6e-11e9-8f87-6c96cfdf0295,1,recruiter,Hope all is going well tnght,Express hope for the worker's well-being,20.0,Designer,4.0,Sydney,Amazon
ji,90b23c34-1d6e-11e9-8f87-6c96cfdf0295,2,worker,Hello.,Acknowledge the greeting,20.0,Designer,4.0,Sydney,Amazon
ji,90b23c34-1d6e-11e9-8f87-6c96cfdf0295,3,worker,"You too, I am looking for a job with Amazon.",Express desire to find a job with Amazon,20.0,Designer,4.0,Sydney,Amazon
ji,90b23c34-1d6e-11e9-8f87-6c96cfdf0295,4,recruiter,Almost all my open positions are designers or manager,Inform about the types of open positions available,20.0,Designer,4.0,Sydney,Amazon
ji,90b23c34-1d6e-11e9-8f87-6c96cfdf0295,5,worker,I could do a Amazon designer,Express willingness to work as a designer at Amazon,20.0,Designer,4.0,Sydney,Amazon
ji,90b23c34-1d6e-11e9-8f87-6c96cfdf0295,6,recruiter,I have a decent manager at amazon but it's not the best for me and I would have to be a bit lower salaryman,Provide information about a manager position at Amazon and express personal reservations,20.0,Designer,4.0,Sydney,Amazon
ji,90b23c34-1d6e-11e9-8f87-6c96cfdf0295,7,recruiter,Designer a bit worse. But o cN make it work,Express willingness to make the designer position work despite challenges,20.0,Designer,4.0,Sydney,Amazon
ji,90b23c34-1d6e-11e9-8f87-6c96cfdf0295,8,worker,I could deal with a lower salary.,Express willingness to accept a lower salary,20.0,Designer,4.0,Sydney,Amazon
ji,90b23c34-1d6e-11e9-8f87-6c96cfdf0295,9,recruiter,*But I can . Ok one sec,Clarify previous message and indicate a need for a moment to check details,20.0,Designer,4.0,Sydney,Amazon
ji,90b23c34-1d6e-11e9-8f87-6c96cfdf0295,10,worker,I can work anywhere except Seoul,Express flexibility in work location with an exception,20.0,Designer,4.0,Sydney,Amazon
ji,90b23c34-1d6e-11e9-8f87-6c96cfdf0295,11,recruiter,Okay sydney goodm,Confirm Sydney as a suitable location,20.0,Designer,4.0,Sydney,Amazon
ji,90b4a68c-1d6e-11e9-a5cf-6c96cfdf0295,0,recruiter,"Hi, can I help you find a job",To offer assistance in finding a job,30.0,Manager,4.0,Seoul,Apple
ji,90b4a68c-1d6e-11e9-a5cf-6c96cfdf0295,1,worker,Hello. I would like either a manager job at Facebook or Apple and 4 days a week holiday.,To express specific job preferences and conditions,30.0,Manager,4.0,Seoul,Apple
ji,90b4a68c-1d6e-11e9-a5cf-6c96cfdf0295,2,recruiter,"I can help you with that, do you mind working in Seoul or Tokyo?",To inquire about the worker's location preferences,30.0,Manager,4.0,Seoul,Apple
ji,90b583ba-1d6e-11e9-9616-6c96cfdf0295,0,worker,Hi,Initiate conversation,41.0,Engineer,3.0,Tokyo,Google
ji,90b583ba-1d6e-11e9-9616-6c96cfdf0295,1,recruiter,"Hello. I'm Edward, your hiring manager",Introduce self and establish role,41.0,Engineer,3.0,Tokyo,Google
ji,90b583ba-1d6e-11e9-9616-6c96cfdf0295,2,recruiter,We have positions at Facebook this morning,Inform about available positions,41.0,Engineer,3.0,Tokyo,Google
ji,90b583ba-1d6e-11e9-9616-6c96cfdf0295,3,recruiter,What are your specializations?,Inquire about worker's skills,41.0,Engineer,3.0,Tokyo,Google
ji,90b583ba-1d6e-11e9-9616-6c96cfdf0295,4,recruiter,We need sales people and engineers,Specify the types of roles available,41.0,Engineer,3.0,Tokyo,Google
ji,90b583ba-1d6e-11e9-9616-6c96cfdf0295,5,worker,"Hello Edward, do you have anything available at Google?  I have several skills.",Express interest in Google positions and indicate versatility,41.0,Engineer,3.0,Tokyo,Google
ji,90b583ba-1d6e-11e9-9616-6c96cfdf0295,6,recruiter,"Yes, we have openings for a Google Engineer and Google Sales",Confirm availability of positions at Google,41.0,Engineer,3.0,Tokyo,Google
ji,90b583ba-1d6e-11e9-9616-6c96cfdf0295,7,recruiter,"Managers are not in demand, nor are designers",Clarify roles that are not in demand,41.0,Engineer,3.0,Tokyo,Google
ji,90b583ba-1d6e-11e9-9616-6c96cfdf0295,8,worker,An engineer at Google would be great.,Express preference for engineering role at Google,41.0,Engineer,3.0,Tokyo,Google
ji,90b583ba-1d6e-11e9-9616-6c96cfdf0295,9,recruiter,OK,Acknowledge worker's preference,41.0,Engineer,3.0,Tokyo,Google
ji,90b583ba-1d6e-11e9-9616-6c96cfdf0295,10,recruiter,"Cities we are hiring in: Tokyo, Beijing, Sydney",Provide information on hiring locations,41.0,Engineer,3.0,Tokyo,Google
ji,90b583ba-1d6e-11e9-9616-6c96cfdf0295,11,recruiter,Tokyo can offer you a higher salary and holiday #,Highlight benefits of working in Tokyo,41.0,Engineer,3.0,Tokyo,Google
ji,90b583ba-1d6e-11e9-9616-6c96cfdf0295,12,worker,"I would like to work in Sydney, but any of those work.  I am more focused on a higher salary and be flexible on location.",Express location preference and prioritize salary,41.0,Engineer,3.0,Tokyo,Google
ji,90b6740a-1d6e-11e9-808f-6c96cfdf0295,0,worker,hello there,Initiate conversation,32.0,Designer,3.0,Tokyo,Facebook
ji,90b6740a-1d6e-11e9-808f-6c96cfdf0295,1,recruiter,hi!,Respond to greeting,32.0,Designer,3.0,Tokyo,Facebook
ji,90b6740a-1d6e-11e9-808f-6c96cfdf0295,2,worker,i would really like a job at facebook in sales,Express desire for a job at Facebook in sales,32.0,Designer,3.0,Tokyo,Facebook
ji,90b6740a-1d6e-11e9-808f-6c96cfdf0295,3,recruiter,please let me know what is most important to you,Inquire about worker's priorities,32.0,Designer,3.0,Tokyo,Facebook
ji,90b6740a-1d6e-11e9-808f-6c96cfdf0295,4,recruiter,are there any other options that could work...,Explore other potential job options,32.0,Designer,3.0,Tokyo,Facebook
ji,90b6740a-1d6e-11e9-808f-6c96cfdf0295,5,worker,facebook or apple but i dont want to be an engineer,Clarify job preferences and limitations,32.0,Designer,3.0,Tokyo,Facebook
ji,90b6740a-1d6e-11e9-808f-6c96cfdf0295,6,recruiter,i can do sales i apple?,Offer a potential job role in sales at Apple,32.0,Designer,3.0,Tokyo,Facebook
ji,90b6740a-1d6e-11e9-808f-6c96cfdf0295,7,recruiter,or design?,Offer a potential job role in design,32.0,Designer,3.0,Tokyo,Facebook
ji,90b6740a-1d6e-11e9-808f-6c96cfdf0295,8,recruiter,i can also do design in facebook,Offer a design role at Facebook,32.0,Designer,3.0,Tokyo,Facebook
ji,90b6740a-1d6e-11e9-808f-6c96cfdf0295,9,worker,designer at facebook would be ok,Express openness to a designer role at Facebook,32.0,Designer,3.0,Tokyo,Facebook
ji,90b6740a-1d6e-11e9-808f-6c96cfdf0295,10,recruiter,awesome!,Express approval and enthusiasm,32.0,Designer,3.0,Tokyo,Facebook
ji,90b6740a-1d6e-11e9-808f-6c96cfdf0295,11,recruiter,would you be able to work in tokyo or sydney,Inquire about worker's location preference,32.0,Designer,3.0,Tokyo,Facebook
ji,90b6740a-1d6e-11e9-808f-6c96cfdf0295,12,worker,i would prefer tokyo but i am fine with sydney,State location preference with flexibility,32.0,Designer,3.0,Tokyo,Facebook
ji,90b6740a-1d6e-11e9-808f-6c96cfdf0295,13,recruiter,i can do tokyo for you,Confirm ability to accommodate Tokyo preference,32.0,Designer,3.0,Tokyo,Facebook
ji,90b6740a-1d6e-11e9-808f-6c96cfdf0295,14,recruiter,let me shoot you off something and let me know what you think and we can go from there?,Propose sending job details for review,32.0,Designer,3.0,Tokyo,Facebook
ji,90b6740a-1d6e-11e9-808f-6c96cfdf0295,15,worker,sure,Agree to review the job details,32.0,Designer,3.0,Tokyo,Facebook
ji,90b6740a-1d6e-11e9-808f-6c96cfdf0295,16,worker,"alright, that is a little low for salary",Express concern about the offered salary,32.0,Designer,3.0,Tokyo,Facebook
ji,90b6740a-1d6e-11e9-808f-6c96cfdf0295,17,worker,ill counter just a second,Indicate intention to propose a counteroffer,32.0,Designer,3.0,Tokyo,Facebook
ji,90b6740a-1d6e-11e9-808f-6c96cfdf0295,18,worker,i will keep your 4 days,Express willingness to accept certain conditions,32.0,Designer,3.0,Tokyo,Facebook
ji,90b6740a-1d6e-11e9-808f-6c96cfdf0295,19,recruiter,"i can raise salary but id have to do this then..., would this help at all?",Offer to adjust salary with conditions,32.0,Designer,3.0,Tokyo,Facebook
ji,90b6740a-1d6e-11e9-808f-6c96cfdf0295,20,worker,we are close,Express that an agreement is near,32.0,Designer,3.0,Tokyo,Facebook
ji,90b75582-1d6e-11e9-b71a-6c96cfdf0295,0,recruiter,Hello. How are you today?,Initiate conversation and establish rapport,43.0,Engineer,4.0,Tokyo,Amazon
ji,90b75582-1d6e-11e9-b71a-6c96cfdf0295,1,worker,great you?,Respond politely and reciprocate the question,43.0,Engineer,4.0,Tokyo,Amazon
ji,90b75582-1d6e-11e9-b71a-6c96cfdf0295,2,worker,Is the designer position at amazon or google available?,Inquire about the availability of specific job positions,43.0,Engineer,4.0,Tokyo,Amazon
ji,90b75582-1d6e-11e9-b71a-6c96cfdf0295,3,worker,Seoul would be ideal,Express a preference for a location,43.0,Engineer,4.0,Tokyo,Amazon
ji,90b75582-1d6e-11e9-b71a-6c96cfdf0295,4,worker,what were you thinking?,Seek the recruiter's thoughts or suggestions,43.0,Engineer,4.0,Tokyo,Amazon
ji,90b75582-1d6e-11e9-b71a-6c96cfdf0295,5,worker,"I am flexible, especially on salary",Indicate flexibility regarding salary,43.0,Engineer,4.0,Tokyo,Amazon
ji,90b75582-1d6e-11e9-b71a-6c96cfdf0295,6,recruiter,Would you be willing to take an Engineer or Manager job?,Explore the worker's openness to other job roles,43.0,Engineer,4.0,Tokyo,Amazon
ji,90b75582-1d6e-11e9-b71a-6c96cfdf0295,7,worker,you still there?,Check if the recruiter is still engaged in the conversation,43.0,Engineer,4.0,Tokyo,Amazon
ji,90b75582-1d6e-11e9-b71a-6c96cfdf0295,8,worker,Yes but would need perks or more money,Express willingness to consider other roles with conditions,43.0,Engineer,4.0,Tokyo,Amazon
ji,90b75582-1d6e-11e9-b71a-6c96cfdf0295,9,recruiter,If you can agree to an Engineer at Apple I am willing to be flexible.,Offer a specific job role with flexibility,43.0,Engineer,4.0,Tokyo,Amazon
ji,90b75582-1d6e-11e9-b71a-6c96cfdf0295,10,worker,that would be tough,Express difficulty in accepting the offered role,43.0,Engineer,4.0,Tokyo,Amazon
ji,90b75582-1d6e-11e9-b71a-6c96cfdf0295,11,recruiter,"No problem, is Manager at Apple better?",Propose an alternative job role,43.0,Engineer,4.0,Tokyo,Amazon
ji,90b75582-1d6e-11e9-b71a-6c96cfdf0295,12,worker,I really don't have much to work with there,Indicate limited interest or options,43.0,Engineer,4.0,Tokyo,Amazon
ji,90b75582-1d6e-11e9-b71a-6c96cfdf0295,13,worker,no manager is even worse at apple.,Express a stronger disinterest in the proposed role,43.0,Engineer,4.0,Tokyo,Amazon
ji,90b75582-1d6e-11e9-b71a-6c96cfdf0295,14,recruiter,Sure thing. How about Engineer or Manager at Amazon?,Offer alternative job roles at a different company,43.0,Engineer,4.0,Tokyo,Amazon
ji,90b75582-1d6e-11e9-b71a-6c96cfdf0295,15,worker,manager at amazon I could work for less,Show willingness to accept a role with a concession,43.0,Engineer,4.0,Tokyo,Amazon
ji,90b75582-1d6e-11e9-b71a-6c96cfdf0295,16,worker,does that work?,Seek confirmation on the proposed arrangement,43.0,Engineer,4.0,Tokyo,Amazon
ji,90b75582-1d6e-11e9-b71a-6c96cfdf0295,17,recruiter,Seoul is non-negotiable for that position.,State a non-negotiable condition for the position,43.0,Engineer,4.0,Tokyo,Amazon
ji,90b82d22-1d6e-11e9-b176-6c96cfdf0295,0,worker,hello,Initiate conversation,21.0,Designer,5.0,Tokyo,Amazon
ji,90b82d22-1d6e-11e9-b176-6c96cfdf0295,1,recruiter,Hi,Acknowledge greeting,21.0,Designer,5.0,Tokyo,Amazon
ji,90b82d22-1d6e-11e9-b176-6c96cfdf0295,2,worker,let's deal,Express desire to negotiate or make a deal,21.0,Designer,5.0,Tokyo,Amazon
ji,90b82d22-1d6e-11e9-b176-6c96cfdf0295,3,recruiter,"Let's find you a new job, shall we?",Express goal to assist in finding a job,21.0,Designer,5.0,Tokyo,Amazon
ji,90b82d22-1d6e-11e9-b176-6c96cfdf0295,4,recruiter,yes,Confirm willingness to proceed,21.0,Designer,5.0,Tokyo,Amazon
ji,90b82d22-1d6e-11e9-b176-6c96cfdf0295,5,recruiter,I would like to hire a designer,Express desire to hire a designer,21.0,Designer,5.0,Tokyo,Amazon
ji,90b82d22-1d6e-11e9-b176-6c96cfdf0295,6,worker,amazon designer?,Inquire about specific job opportunity,21.0,Designer,5.0,Tokyo,Amazon
ji,90b82d22-1d6e-11e9-b176-6c96cfdf0295,7,recruiter,"Additionally, we have positions open at Apple for nearly all jobs",Provide additional job opportunities,21.0,Designer,5.0,Tokyo,Amazon
ji,90b82d22-1d6e-11e9-b176-6c96cfdf0295,8,recruiter,"Amazon Designer is probably your best bet, though",Suggest Amazon Designer as the best option,21.0,Designer,5.0,Tokyo,Amazon
ji,90b82d22-1d6e-11e9-b176-6c96cfdf0295,9,worker,great,Express approval or satisfaction,21.0,Designer,5.0,Tokyo,Amazon
ji,90b82d22-1d6e-11e9-b176-6c96cfdf0295,10,recruiter,"Where would you like to work, city wise?",Inquire about preferred work location,21.0,Designer,5.0,Tokyo,Amazon
ji,90b82d22-1d6e-11e9-b176-6c96cfdf0295,11,worker,tokyo,State preferred work location,21.0,Designer,5.0,Tokyo,Amazon
ji,90b82d22-1d6e-11e9-b176-6c96cfdf0295,12,recruiter,Tokyo and Seoul are ideal,Confirm suitability of location,21.0,Designer,5.0,Tokyo,Amazon
ji,90b82d22-1d6e-11e9-b176-6c96cfdf0295,13,recruiter,And are holidays important?,Inquire about importance of holidays,21.0,Designer,5.0,Tokyo,Amazon
ji,90b905ee-1d6e-11e9-87ff-6c96cfdf0295,0,recruiter,"Hi, I am looking for a worker for Facebook, Google, or Apple.  What are your skills?",To inquire about the worker's skills to assess suitability for positions at Facebook  Google  or Apple.,37.0,Designer,4.0,Beijing,Facebook
ji,90b905ee-1d6e-11e9-87ff-6c96cfdf0295,1,worker,I am a database developer with 10 years of experience,To inform the recruiter of their skills and experience as a database developer.,37.0,Designer,4.0,Beijing,Facebook
ji,90b905ee-1d6e-11e9-87ff-6c96cfdf0295,2,recruiter,"I am in most need of Managers or Designers, if one of those would work for you?",To express the current hiring needs and inquire if the worker is interested in a management or designer position.,37.0,Designer,4.0,Beijing,Facebook
ji,90b905ee-1d6e-11e9-87ff-6c96cfdf0295,3,worker,Yes I am looking for a management position,To express interest in a management position.,37.0,Designer,4.0,Beijing,Facebook
ji,90b905ee-1d6e-11e9-87ff-6c96cfdf0295,4,recruiter,"I am very flexible on location, anywhere except Seoul would be fine, you can advise me of your preference.  I do need someone will to take less days off.",To communicate flexibility regarding job location and set expectations about time off.,37.0,Designer,4.0,Beijing,Facebook
ji,90b905ee-1d6e-11e9-87ff-6c96cfdf0295,5,worker,can we make a deal?,To propose negotiating terms or conditions of employment.,37.0,Designer,4.0,Beijing,Facebook
ji,90b905ee-1d6e-11e9-87ff-6c96cfdf0295,6,recruiter,I hope to.,To express willingness to negotiate or reach an agreement.,37.0,Designer,4.0,Beijing,Facebook
ji,90b9f652-1d6e-11e9-81aa-6c96cfdf0295,0,recruiter,hi!,To initiate the conversation.,35.0,Sales,3.0,Beijing,Facebook
ji,90b9f652-1d6e-11e9-81aa-6c96cfdf0295,1,worker,I'm really hoping to get a job at Facebook!,To express a desire to work at Facebook.,35.0,Sales,3.0,Beijing,Facebook
ji,90b9f652-1d6e-11e9-81aa-6c96cfdf0295,2,worker,I have experience in Sales,To provide relevant information about their experience.,35.0,Sales,3.0,Beijing,Facebook
ji,90b9f652-1d6e-11e9-81aa-6c96cfdf0295,3,recruiter,would sales work?,To inquire if the worker is interested in a sales position.,35.0,Sales,3.0,Beijing,Facebook
ji,90b9f652-1d6e-11e9-81aa-6c96cfdf0295,4,recruiter,i can do facebook sales for you,To offer a potential job opportunity in Facebook sales.,35.0,Sales,3.0,Beijing,Facebook
ji,90b9f652-1d6e-11e9-81aa-6c96cfdf0295,5,worker,that would be perfect!,To express agreement and enthusiasm for the opportunity.,35.0,Sales,3.0,Beijing,Facebook
ji,90b9f652-1d6e-11e9-81aa-6c96cfdf0295,6,recruiter,awesome!,To acknowledge the worker's positive response.,35.0,Sales,3.0,Beijing,Facebook
ji,90b9f652-1d6e-11e9-81aa-6c96cfdf0295,7,recruiter,is seoul or beijing ok?,To inquire about the worker's location preference.,35.0,Sales,3.0,Beijing,Facebook
ji,90b9f652-1d6e-11e9-81aa-6c96cfdf0295,8,worker,Beijing would be great,To express a preference for Beijing.,35.0,Sales,3.0,Beijing,Facebook
ji,90b9f652-1d6e-11e9-81aa-6c96cfdf0295,9,recruiter,awesome,To acknowledge the worker's location preference.,35.0,Sales,3.0,Beijing,Facebook
ji,90bb89b8-1d6e-11e9-b029-6c96cfdf0295,0,recruiter,Can I help you find a job?,Offer assistance in finding a job,45.0,Manager,3.0,Beijing,Facebook
ji,90bb89b8-1d6e-11e9-b029-6c96cfdf0295,1,worker,I would like my salary to be $50/hour.,Express desire for a specific salary,45.0,Manager,3.0,Beijing,Facebook
ji,90bb89b8-1d6e-11e9-b029-6c96cfdf0295,2,recruiter,I can do that but will need to make concessions,Agree to salary request with conditions,45.0,Manager,3.0,Beijing,Facebook
ji,90bb89b8-1d6e-11e9-b029-6c96cfdf0295,3,worker,Would I be able to work in Seoul?,Inquire about the possibility of working in a specific location,45.0,Manager,3.0,Beijing,Facebook
ji,90bb89b8-1d6e-11e9-b029-6c96cfdf0295,4,recruiter,It would need to be sydney,Inform about the available work location,45.0,Manager,3.0,Beijing,Facebook
ji,90bb89b8-1d6e-11e9-b029-6c96cfdf0295,5,worker,"I don't think I could do that, but I would be willing to lower my weekly holiday to 5 days a week instead of 6 as a counter.",Express inability to relocate and propose a compromise,45.0,Manager,3.0,Beijing,Facebook
ji,90bd2fb6-1d6e-11e9-add9-6c96cfdf0295,0,recruiter,Hi,Initiate conversation,22.0,Engineer,5.0,Seoul,Facebook
ji,90bd2fb6-1d6e-11e9-add9-6c96cfdf0295,1,worker,Hello. How are yoyu todayy?,Engage in polite conversation and inquire about the recruiter's well-being,22.0,Engineer,5.0,Seoul,Facebook
ji,90bd2fb6-1d6e-11e9-add9-6c96cfdf0295,2,recruiter,Great. And you?,Respond to the worker's inquiry and reciprocate the question,22.0,Engineer,5.0,Seoul,Facebook
ji,90bd2fb6-1d6e-11e9-add9-6c96cfdf0295,3,recruiter,Hopefully I'm talking to a potential job applicant at Google or Apple,Express hope that the worker is a potential job applicant for specific companies,22.0,Engineer,5.0,Seoul,Facebook
ji,90bd2fb6-1d6e-11e9-add9-6c96cfdf0295,4,recruiter,"We have Apple Engineer open, as well as Apples Sales and Google Manager",Inform the worker about available job positions,22.0,Engineer,5.0,Seoul,Facebook
ji,90bd2fb6-1d6e-11e9-add9-6c96cfdf0295,5,worker,Alright let's see what we can do.,Express willingness to explore job opportunities,22.0,Engineer,5.0,Seoul,Facebook
ji,90bd2fb6-1d6e-11e9-add9-6c96cfdf0295,6,recruiter,engineers are wanted at Amazon and Facebook,Provide additional information about job opportunities at other companies,22.0,Engineer,5.0,Seoul,Facebook
ji,90bd2fb6-1d6e-11e9-add9-6c96cfdf0295,7,worker,I would absolutely love to be an Engineer at Google.,Express a strong desire to work as an Engineer at Google,22.0,Engineer,5.0,Seoul,Facebook
ji,90bd2fb6-1d6e-11e9-add9-6c96cfdf0295,8,recruiter,"Alright, we might be able to accomidate your request",Indicate potential to fulfill the worker's request,22.0,Engineer,5.0,Seoul,Facebook
ji,90bd2fb6-1d6e-11e9-add9-6c96cfdf0295,9,worker,But an Engineer at Facebook would be great too.,Express interest in working as an Engineer at Facebook as an alternative,22.0,Engineer,5.0,Seoul,Facebook
ji,90bd2fb6-1d6e-11e9-add9-6c96cfdf0295,10,recruiter,OK,Acknowledge the worker's interest,22.0,Engineer,5.0,Seoul,Facebook
ji,90bd2fb6-1d6e-11e9-add9-6c96cfdf0295,11,recruiter,Any city preference?,Inquire about the worker's city preference for job placement,22.0,Engineer,5.0,Seoul,Facebook
ji,90bd2fb6-1d6e-11e9-add9-6c96cfdf0295,12,recruiter,Most of our positions are in Beijing,Provide information about the location of most job positions,22.0,Engineer,5.0,Seoul,Facebook
ji,90bd2fb6-1d6e-11e9-add9-6c96cfdf0295,13,worker,I would take Facebook if I could be placed in Sydney.,Express a preference for a specific job location if available,22.0,Engineer,5.0,Seoul,Facebook
ji,90bd2fb6-1d6e-11e9-add9-6c96cfdf0295,14,recruiter,A few are in Tokyo and Seoul,Provide additional information about other available job locations,22.0,Engineer,5.0,Seoul,Facebook
ji,90bd2fb6-1d6e-11e9-add9-6c96cfdf0295,15,recruiter,"Sydney is 0 currently, to that's probably out",Inform the worker that the preferred location is not available,22.0,Engineer,5.0,Seoul,Facebook
ji,90be029c-1d6e-11e9-81d2-6c96cfdf0295,0,worker,hi,greet the recruiter,35.0,Sales,4.0,Sydney,Amazon
ji,90be029c-1d6e-11e9-81d2-6c96cfdf0295,1,worker,I want an amazon sales job,express desire to obtain an Amazon sales job,35.0,Sales,4.0,Sydney,Amazon
ji,90be029c-1d6e-11e9-81d2-6c96cfdf0295,2,recruiter,here is my proposal,offer a proposal to the worker,35.0,Sales,4.0,Sydney,Amazon
ji,90be029c-1d6e-11e9-81d2-6c96cfdf0295,3,worker,okay,acknowledge receipt of the proposal,35.0,Sales,4.0,Sydney,Amazon
ji,90beeb8a-1d6e-11e9-b650-6c96cfdf0295,0,recruiter,hi,initiate conversation,30.0,Engineer,4.0,Tokyo,Apple
ji,90beeb8a-1d6e-11e9-b650-6c96cfdf0295,1,worker,hello,acknowledge greeting,30.0,Engineer,4.0,Tokyo,Apple
ji,90beeb8a-1d6e-11e9-b650-6c96cfdf0295,2,recruiter,what position do you want?,seek information about worker's job preference,30.0,Engineer,4.0,Tokyo,Apple
ji,90beeb8a-1d6e-11e9-b650-6c96cfdf0295,3,worker,let's deal,express willingness to negotiate,30.0,Engineer,4.0,Tokyo,Apple
ji,90beeb8a-1d6e-11e9-b650-6c96cfdf0295,4,recruiter,I'm here to help,offer assistance,30.0,Engineer,4.0,Tokyo,Apple
ji,90beeb8a-1d6e-11e9-b650-6c96cfdf0295,5,worker,google or apple engineer,express interest in specific job positions,30.0,Engineer,4.0,Tokyo,Apple
ji,90beeb8a-1d6e-11e9-b650-6c96cfdf0295,6,worker,google designer?,inquire about another job position,30.0,Engineer,4.0,Tokyo,Apple
ji,90beeb8a-1d6e-11e9-b650-6c96cfdf0295,7,recruiter,"Apple pays better as an engineer, if that matters",provide information to influence decision,30.0,Engineer,4.0,Tokyo,Apple
ji,90bfc99c-1d6e-11e9-925d-6c96cfdf0295,0,worker,hey im running out of time on this hit so lets make this quick,Express urgency and desire to expedite the conversation,20.0,Engineer,2.0,Tokyo,Google
ji,90bfc99c-1d6e-11e9-925d-6c96cfdf0295,1,recruiter,"Hi, I am hiring for engineers.",Introduce the purpose of the conversation and express intent to hire engineers,20.0,Engineer,2.0,Tokyo,Google
ji,90bfc99c-1d6e-11e9-925d-6c96cfdf0295,2,worker,salary is important,Express the importance of salary in the job consideration,20.0,Engineer,2.0,Tokyo,Google
ji,90bfc99c-1d6e-11e9-925d-6c96cfdf0295,3,worker,google engineer good for you?,Inquire if a position as a Google engineer is suitable for the recruiter,20.0,Engineer,2.0,Tokyo,Google
ji,90c0b30c-1d6e-11e9-8d7d-6c96cfdf0295,0,recruiter,Hello,To initiate the conversation,30.0,Sales,4.0,Sydney,Facebook
ji,90c0b30c-1d6e-11e9-8d7d-6c96cfdf0295,1,worker,hello nice to meet you,To reciprocate the greeting and express politeness,30.0,Sales,4.0,Sydney,Facebook
ji,90c0b30c-1d6e-11e9-8d7d-6c96cfdf0295,2,recruiter,I have positions in sales open.,To inform the worker about available job positions,30.0,Sales,4.0,Sydney,Facebook
ji,90c0b30c-1d6e-11e9-8d7d-6c96cfdf0295,3,recruiter,Sales at Google and Facebook,To specify the companies where the sales positions are available,30.0,Sales,4.0,Sydney,Facebook
ji,90c0b30c-1d6e-11e9-8d7d-6c96cfdf0295,4,worker,What is the salary?,To inquire about the salary for the positions,30.0,Sales,4.0,Sydney,Facebook
ji,90c0b30c-1d6e-11e9-8d7d-6c96cfdf0295,5,recruiter,I could start you  out at 30,To provide information about the starting salary,30.0,Sales,4.0,Sydney,Facebook
ji,90c1b7ca-1d6e-11e9-8d70-6c96cfdf0295,0,worker,Hi.,To greet the recruiter and initiate the conversation.,20.0,Designer,6.0,Sydney,Facebook
ji,90c1b7ca-1d6e-11e9-8d70-6c96cfdf0295,1,recruiter,hi,To reciprocate the greeting and acknowledge the worker.,20.0,Designer,6.0,Sydney,Facebook
ji,90c1b7ca-1d6e-11e9-8d70-6c96cfdf0295,2,worker,I am hoping you could help me land my next job,To express a desire for assistance in finding a new job.,20.0,Designer,6.0,Sydney,Facebook
ji,90c1b7ca-1d6e-11e9-8d70-6c96cfdf0295,3,recruiter,what position do you want?,To inquire about the specific job position the worker is interested in.,20.0,Designer,6.0,Sydney,Facebook
ji,90c1b7ca-1d6e-11e9-8d70-6c96cfdf0295,4,recruiter,I will do my best,To express willingness to assist the worker in their job search.,20.0,Designer,6.0,Sydney,Facebook
ji,90c1b7ca-1d6e-11e9-8d70-6c96cfdf0295,5,worker,I'd prefer a designer,To specify a preference for a designer position.,20.0,Designer,6.0,Sydney,Facebook
ji,90c1b7ca-1d6e-11e9-8d70-6c96cfdf0295,6,worker,or Apple Manager.,To provide an alternative job preference as an Apple Manager.,20.0,Designer,6.0,Sydney,Facebook
ji,90c1b7ca-1d6e-11e9-8d70-6c96cfdf0295,7,worker,Apples sales is OK as well,To offer another acceptable job option in Apple sales.,20.0,Designer,6.0,Sydney,Facebook
ji,90c1b7ca-1d6e-11e9-8d70-6c96cfdf0295,8,recruiter,ok but that position doesn't pay as well.  is that ok?,To inform the worker about the lower pay for the sales position and seek confirmation if it's acceptable.,20.0,Designer,6.0,Sydney,Facebook
ji,90c1b7ca-1d6e-11e9-8d70-6c96cfdf0295,9,worker,Salary is least concern; holidays are more important,To express that salary is not a priority and emphasize the importance of holidays.,20.0,Designer,6.0,Sydney,Facebook
